Time	[D]	[CDK5]	[D_CDK5]	[D75]	[CK1]	[D_CK1]	[D137]	[PKA]	[D_PKA]	[D34]	[D34_CDK5]	[D34_CK1]	[PP2B]	[D34_PP2B]	[D34:75]	[D34:137]	[D75_CK1]	[D75_PKA]	[PP2A]	[D75_PP2A]	[PP2AP]	[D75_PP2AP]	[D75:137]	[D137_CDK5]	[D137_PKA]	[D137_PP2C]	[PP2C]	[D34:75_CK1]	[D34:137_CDK5]	[D34:75:137]	[D75:137_PKA]	[D34:75_PP2B]	[D34:137_PP2B]	[D34:75:137_PP2B]	[D34:75_PP2A]	[D75:137_PP2A]	[D34:75:137_PP2A]	[D34:75_PP2AP]	[D75:137_PP2AP]	[D34:75:137_PP2AP]	[D34:137_PP2C]	[D75:137_PP2C]	[PDE]	[PP2Binactive]	[D34:75:137_PP2C]	[CK1P]	[CK1P_PP2B]	[PDE_PKA]	[PDEP]	[PP2A_PKA]	[Ca]	[PP2BinactiveCa2]	[R2C2]	[cAMP]	[cAMP_R2C2]	[cAMP2_R2C2]	[cAMP3_R2C2]	[cAMP4_R2C2]	[cAMP4_R2C]	[cAMP4_R2]	[cAMP_PDE]	[AMP]	[cAMP_PDEP]	[PP2ACa]	[D34:75_PP2ACa]	[D34:75:137_PP2ACa]	[D75_PP2ACa]	[D75:137_PP2ACa]	[D34:75_PP2APCa]	[PP2APCa]	[D34:75:137_PP2APCa]	[D75_PP2APCa]	[D75:137_PP2APCa]	[PP2ACa_PKA]	[Empty]
82	2.75376e-06	9.30035e-08	9.56159e-08	1.52356e-06	2.18373e-08	1.76381e-08	3.27822e-07	0	0	0	0	0	3.22721e-08	0	0	0	9.75856e-09	0	1.67417e-07	2.85081e-08	0	0	1.81378e-07	1.13807e-08	0	1.73745e-08	1.06012e-07	0	0	0	0	0	0	0	0	3.3936e-09	0	0	0	0	0	9.61301e-09	2e-06	2.44764e-07	0	1.13116e-07	3.65032e-09	0	0	0	1.44943e-08	5.13136e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.84916e-10	0	0	1.75462e-10	2.08852e-11	0	0	0	0	0	0	0
83	2.75298e-06	9.30044e-08	9.55896e-08	1.52314e-06	2.18688e-08	1.76586e-08	3.28544e-07	0	0	0	0	0	3.23343e-08	0	0	0	9.76997e-09	0	1.67417e-07	2.85002e-08	0	0	1.81779e-07	1.14059e-08	0	1.74051e-08	1.05965e-07	0	0	0	0	0	0	0	0	3.40111e-09	0	0	0	0	0	9.62998e-09	2e-06	2.44659e-07	0	1.13048e-07	3.65515e-09	0	0	0	1.45022e-08	5.13519e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.85198e-10	0	0	1.75515e-10	2.09436e-11	0	0	0	0	0	0	0
84	2.75223e-06	9.30053e-08	9.55644e-08	1.52274e-06	2.18991e-08	1.76783e-08	3.29239e-07	0	0	0	0	0	3.23942e-08	0	0	0	9.78094e-09	0	1.67417e-07	2.84926e-08	0	0	1.82165e-07	1.14302e-08	0	1.74344e-08	1.05919e-07	0	0	0	0	0	0	0	0	3.40833e-09	0	0	0	0	0	9.6463e-09	2e-06	2.44557e-07	0	1.12982e-07	3.6598e-09	0	0	0	1.45099e-08	5.13887e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.85468e-10	0	0	1.75567e-10	2.09999e-11	0	0	0	0	0	0	0
85	2.7515e-06	9.30062e-08	9.55402e-08	1.52235e-06	2.19282e-08	1.76972e-08	3.29907e-07	0	0	0	0	0	3.24518e-08	0	0	0	9.79148e-09	0	1.67417e-07	2.84854e-08	0	0	1.82536e-07	1.14536e-08	0	1.74627e-08	1.05875e-07	0	0	0	0	0	0	0	0	3.41528e-09	0	0	0	0	0	9.66198e-09	2e-06	2.4446e-07	0	1.12919e-07	3.66427e-09	0	0	0	1.45172e-08	5.14241e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.85728e-10	0	0	1.75616e-10	2.10541e-11	0	0	0	0	0	0	0
86	2.75081e-06	9.30071e-08	9.55168e-08	1.52198e-06	2.19562e-08	1.77154e-08	3.3055e-07	0	0	0	0	0	3.25073e-08	0	0	0	9.80161e-09	0	1.67417e-07	2.84784e-08	0	0	1.82892e-07	1.14761e-08	0	1.74898e-08	1.05833e-07	0	0	0	0	0	0	0	0	3.42196e-09	0	0	0	0	0	9.67705e-09	2e-06	2.44366e-07	0	1.12858e-07	3.66857e-09	0	0	0	1.45243e-08	5.14581e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.85979e-10	0	0	1.75663e-10	2.11063e-11	0	0	0	0	0	0	0
87	2.75014e-06	9.30079e-08	9.54944e-08	1.52162e-06	2.19832e-08	1.77328e-08	3.31169e-07	0	0	0	0	0	3.25608e-08	0	0	0	9.81135e-09	0	1.67417e-07	2.84716e-08	0	0	1.83236e-07	1.14977e-08	0	1.75159e-08	1.05793e-07	0	0	0	0	0	0	0	0	3.42839e-09	0	0	0	0	0	9.69154e-09	2e-06	2.44276e-07	0	1.128e-07	3.67271e-09	0	0	0	1.45311e-08	5.14908e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.8622e-10	0	0	1.75709e-10	2.11565e-11	0	0	0	0	0	0	0
88	2.7495e-06	9.30087e-08	9.54728e-08	1.52127e-06	2.20091e-08	1.77497e-08	3.31763e-07	0	0	0	0	0	3.26122e-08	0	0	0	9.82071e-09	0	1.67417e-07	2.84651e-08	0	0	1.83566e-07	1.15185e-08	0	1.7541e-08	1.05754e-07	0	0	0	0	0	0	0	0	3.43458e-09	0	0	0	0	0	9.70547e-09	2e-06	2.44189e-07	0	1.12744e-07	3.6767e-09	0	0	0	1.45376e-08	5.15223e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.86451e-10	0	0	1.75753e-10	2.12048e-11	0	0	0	0	0	0	0
89	2.74888e-06	9.30094e-08	9.5452e-08	1.52094e-06	2.2034e-08	1.77658e-08	3.32336e-07	0	0	0	0	0	3.26618e-08	0	0	0	9.82971e-09	0	1.67417e-07	2.84589e-08	0	0	1.83883e-07	1.15385e-08	0	1.75651e-08	1.05716e-07	0	0	0	0	0	0	0	0	3.44052e-09	0	0	0	0	0	9.71885e-09	2e-06	2.44105e-07	0	1.1269e-07	3.68053e-09	0	0	0	1.45439e-08	5.15526e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.86674e-10	0	0	1.75795e-10	2.12513e-11	0	0	0	0	0	0	0
90	2.74828e-06	9.30101e-08	9.5432e-08	1.52062e-06	2.2058e-08	1.77813e-08	3.32886e-07	0	0	0	0	0	3.27095e-08	0	0	0	9.83837e-09	0	1.67417e-07	2.84529e-08	0	0	1.84189e-07	1.15578e-08	0	1.75882e-08	1.0568e-07	0	0	0	0	0	0	0	0	3.44625e-09	0	0	0	0	0	9.73171e-09	2e-06	2.44025e-07	0	1.12638e-07	3.68421e-09	0	0	0	1.455e-08	5.15817e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.86889e-10	0	0	1.75836e-10	2.12961e-11	0	0	0	0	0	0	0
91	2.74771e-06	9.30108e-08	9.54128e-08	1.52031e-06	2.20811e-08	1.77963e-08	3.33416e-07	0	0	0	0	0	3.27554e-08	0	0	0	9.84669e-09	0	1.67417e-07	2.84471e-08	0	0	1.84483e-07	1.15763e-08	0	1.76104e-08	1.05645e-07	0	0	0	0	0	0	0	0	3.45175e-09	0	0	0	0	0	9.74407e-09	2e-06	2.43947e-07	0	1.12588e-07	3.68776e-09	0	0	0	1.45558e-08	5.16096e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.87095e-10	0	0	1.75875e-10	2.13393e-11	0	0	0	0	0	0	0
92	2.74716e-06	9.30115e-08	9.53943e-08	1.52001e-06	2.21033e-08	1.78106e-08	3.33925e-07	0	0	0	0	0	3.27996e-08	0	0	0	9.85469e-09	0	1.67417e-07	2.84416e-08	0	0	1.84766e-07	1.15941e-08	0	1.76319e-08	1.05612e-07	0	0	0	0	0	0	0	0	3.45705e-09	0	0	0	0	0	9.75597e-09	2e-06	2.43873e-07	0	1.1254e-07	3.69117e-09	0	0	0	1.45614e-08	5.16366e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.87294e-10	0	0	1.75912e-10	2.13808e-11	0	0	0	0	0	0	0
93	2.74663e-06	9.30122e-08	9.53766e-08	1.51973e-06	2.21247e-08	1.78244e-08	3.34415e-07	0	0	0	0	0	3.28422e-08	0	0	0	9.86239e-09	0	1.67417e-07	2.84362e-08	0	0	1.85038e-07	1.16113e-08	0	1.76525e-08	1.0558e-07	0	0	0	0	0	0	0	0	3.46215e-09	0	0	0	0	0	9.76741e-09	2e-06	2.43801e-07	0	1.12494e-07	3.69445e-09	0	0	0	1.45668e-08	5.16624e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.87485e-10	0	0	1.75948e-10	2.14208e-11	0	0	0	0	0	0	0
94	2.74612e-06	9.30128e-08	9.53594e-08	1.51945e-06	2.21452e-08	1.78377e-08	3.34887e-07	0	0	0	0	0	3.28832e-08	0	0	0	9.86978e-09	0	1.67417e-07	2.84311e-08	0	0	1.853e-07	1.16278e-08	0	1.76723e-08	1.05549e-07	0	0	0	0	0	0	0	0	3.46705e-09	0	0	0	0	0	9.77841e-09	2e-06	2.43732e-07	0	1.1245e-07	3.69761e-09	0	0	0	1.4572e-08	5.16873e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.87669e-10	0	0	1.75983e-10	2.14593e-11	0	0	0	0	0	0	0
95	2.74563e-06	9.30134e-08	9.5343e-08	1.51919e-06	2.2165e-08	1.78505e-08	3.3534e-07	0	0	0	0	0	3.29227e-08	0	0	0	9.8769e-09	0	1.67417e-07	2.84262e-08	0	0	1.85551e-07	1.16437e-08	0	1.76913e-08	1.0552e-07	0	0	0	0	0	0	0	0	3.47177e-09	0	0	0	0	0	9.78899e-09	2e-06	2.43665e-07	0	1.12407e-07	3.70064e-09	0	0	0	1.4577e-08	5.17113e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.87846e-10	0	0	1.76016e-10	2.14963e-11	0	0	0	0	0	0	0
96	2.74516e-06	9.30139e-08	9.53271e-08	1.51894e-06	2.2184e-08	1.78628e-08	3.35777e-07	0	0	0	0	0	3.29607e-08	0	0	0	9.88374e-09	0	1.67417e-07	2.84214e-08	0	0	1.85794e-07	1.16589e-08	0	1.77096e-08	1.05491e-07	0	0	0	0	0	0	0	0	3.47631e-09	0	0	0	0	0	9.79915e-09	2e-06	2.43601e-07	0	1.12366e-07	3.70357e-09	0	0	0	1.45819e-08	5.17343e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.88016e-10	0	0	1.76049e-10	2.1532e-11	0	0	0	0	0	0	0
97	2.7447e-06	9.30145e-08	9.53119e-08	1.51869e-06	2.22023e-08	1.78746e-08	3.36197e-07	0	0	0	0	0	3.29973e-08	0	0	0	9.89032e-09	0	1.67417e-07	2.84168e-08	0	0	1.86027e-07	1.16736e-08	0	1.77272e-08	1.05464e-07	0	0	0	0	0	0	0	0	3.48068e-09	0	0	0	0	0	9.80892e-09	2e-06	2.4354e-07	0	1.12326e-07	3.70638e-09	0	0	0	1.45865e-08	5.17565e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.8818e-10	0	0	1.76079e-10	2.15664e-11	0	0	0	0	0	0	0
98	2.74426e-06	9.3015e-08	9.52972e-08	1.51846e-06	2.22199e-08	1.78859e-08	3.36601e-07	0	0	0	0	0	3.30326e-08	0	0	0	9.89665e-09	0	1.67417e-07	2.84124e-08	0	0	1.86251e-07	1.16878e-08	0	1.77441e-08	1.05438e-07	0	0	0	0	0	0	0	0	3.48488e-09	0	0	0	0	0	9.81833e-09	2e-06	2.43481e-07	0	1.12288e-07	3.70909e-09	0	0	0	1.45909e-08	5.17778e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.88337e-10	0	0	1.76109e-10	2.15994e-11	0	0	0	0	0	0	0
99	2.74384e-06	9.30155e-08	9.52831e-08	1.51823e-06	2.22369e-08	1.78969e-08	3.3699e-07	0	0	0	0	0	3.30665e-08	0	0	0	9.90274e-09	0	1.67417e-07	2.84082e-08	0	0	1.86467e-07	1.17014e-08	0	1.77604e-08	1.05412e-07	0	0	0	0	0	0	0	0	3.48892e-09	0	0	0	0	0	9.82738e-09	2e-06	2.43423e-07	0	1.12252e-07	3.71169e-09	0	0	0	1.45952e-08	5.17983e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.88489e-10	0	0	1.76138e-10	2.16313e-11	0	0	0	0	0	0	0
100	2.74344e-06	9.3016e-08	9.52695e-08	1.51801e-06	2.22532e-08	1.79074e-08	3.37365e-07	0	0	0	0	0	3.30992e-08	0	0	0	9.9086e-09	0	1.67417e-07	2.84041e-08	0	0	1.86675e-07	1.17145e-08	0	1.77761e-08	1.05388e-07	0	0	0	0	0	0	0	0	3.49282e-09	0	0	0	0	0	9.83608e-09	2e-06	2.43369e-07	0	1.12217e-07	3.7142e-09	0	0	0	1.45994e-08	5.18181e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.88635e-10	0	0	1.76165e-10	2.16619e-11	0	0	0	0	0	0	0
