Time	[IIa]	[VIII]	[VIIIa]	[APC_PS]	[IX]	[IXa]	[XIa]	[XI]	[XIIa]	[VII]	[VIIa]	[X]	[Xa]	[IXa_VIIIa]	[V]	[Va]	[II]	[F]	[Fg]	[DP]	[P]	[XF]	[XIII]	[Pg]	[APC]	[IIa_Tmod]	[PC]	[Tmod]	[TF]	[VIIa_TF]	[VII_TF]	[Xa_TFPI]	[TFPI]	[PS]	[VKH2]	[Va_Xa]	[CA]	[XII]	[K]	[ATIII_Heparin]	[Xa_ATIII_Heparin]	[VK]	[C_warf]	[VKO]	[Pk]	[FDP]	[D]	[TAT]	[VIIa_TF_Xa_TFPI]	[XIIIa]	[IIa_ATIII_Heparin]	[A_warf]	[IXa_ATIII_Heparin]	[VK_p]	Values[Integral_Fibrin]
91	2.24901e-26	0.663688	-1.44502e-16	-5.20441e-16	55.1753	-3.11363e-26	-9.74977e-26	30.5803	0	7.8242	-1.13594e-25	87.9794	1.92418e-25	-3.54062e-36	23.8982	-5.76585e-22	651.888	0.188224	4932.02	65.3367	0.00948578	4.95463	14.4841	2010.53	5.16944e-16	-3.58363e-25	44.127	48.6513	-1.37946e-24	7.0229e-27	7.51257e-19	-2.48508e-25	2.5	178.883	0.0784439	-5.3664e-30	0	291.114	0	0	0	0.784814	0	0.0784063	446.83	58.3895	6.94728	0.000121235	2.40082e-46	5.56385e-17	0	0	0	3.9632	4892.15
92	7.68909e-26	0.665734	-7.39627e-16	-5.01453e-15	55.6073	1.49882e-24	-4.6742e-25	30.5821	0	7.82653	-5.32229e-25	88.8491	1.03115e-24	-2.09004e-35	24.0161	-3.01513e-21	656.286	0.177891	5013.21	65.1666	0.00899544	4.70994	14.6847	2017.36	4.98798e-15	-1.77695e-24	44.2705	48.7171	-2.79706e-23	4.17736e-26	3.74128e-19	-1.1969e-24	2.5	179.807	0.0784525	-6.74994e-29	0	292.114	0	0	0	0.784899	0	0.0784149	446.984	58.6477	6.51891	9.92589e-05	1.31296e-45	2.79768e-17	0	0	0	4.00725	4892.33
93	7.47501e-26	0.667665	-4.30857e-15	-5.11013e-14	56.0272	-2.6598e-23	-2.90216e-24	30.5838	0	7.8287	-2.95414e-24	89.7037	1.84989e-24	-9.55428e-35	24.1291	-1.73068e-20	660.641	0.168181	5093.49	65.0312	0.00853183	4.47749	14.8846	2023.87	5.08785e-14	-1.06786e-23	44.4072	48.7796	-2.03227e-22	1.94397e-25	1.86032e-19	-6.965e-24	2.5	180.716	0.078461	-2.9027e-28	0	293.103	0	0	0	0.784984	0	0.0784234	447.132	58.9116	6.11967	8.12664e-05	6.18113e-45	1.4037e-17	0	0	0	4.05127	4892.5
94	9.91269e-27	0.669487	1.88501e-15	2.45443e-14	56.4353	1.68257e-23	1.30131e-24	30.5854	0	7.83071	1.27861e-24	90.5432	-2.84665e-25	3.82374e-35	24.2373	7.51971e-21	664.955	0.159052	5172.82	64.9281	0.00809336	4.25664	15.0837	2030.07	-2.44564e-14	4.72976e-24	44.5375	48.8391	9.82096e-23	-7.89687e-26	9.28844e-20	3.09442e-24	2.5	181.611	0.0784695	1.17238e-28	0	294.08	0	0	0	0.785069	0	0.078432	447.271	59.1807	5.74738	6.65353e-05	-2.51279e-45	7.08805e-18	0	0	0	4.09528	4892.67
95	9.46328e-26	0.671206	-1.06172e-15	1.01303e-14	56.8319	-6.31842e-25	-7.10929e-25	30.5868	0	7.8326	-7.69264e-25	91.368	1.22239e-24	-9.69316e-35	24.341	-4.26975e-21	669.226	0.150463	5251.2	64.8547	0.00767853	4.04681	15.2821	2035.98	-1.01229e-14	-2.62403e-24	44.6617	48.8958	-4.64742e-24	4.90797e-26	4.62085e-20	-1.70851e-24	2.5	182.492	0.078478	-7.3344e-29	0	295.045	0	0	0	0.785154	0	0.0784405	447.404	59.4547	5.40004	5.44746e-05	1.59836e-45	3.55784e-18	0	0	0	4.13928	4892.82
96	-9.39164e-26	0.672829	1.93105e-16	7.87247e-15	57.2175	-3.71307e-24	1.17765e-25	30.588	0	7.83437	1.94243e-25	92.1784	-7.88307e-25	9.1412e-36	24.4402	7.76225e-22	673.456	0.142378	5328.61	64.809	0.00728595	3.84743	15.4798	2041.6	-7.79071e-15	4.55061e-25	44.7801	48.9496	-1.99088e-24	-1.46742e-26	2.29671e-20	3.77205e-25	2.5	183.358	0.0784866	2.00346e-29	0	295.999	0	0	0	0.785239	0	0.0784491	447.531	59.7332	5.07582	4.46e-05	-4.91542e-46	1.78616e-18	0	0	0	4.18325	4892.97
97	4.71069e-26	0.67436	-1.88727e-18	3.54346e-15	57.5922	2.1015e-24	1.69158e-27	30.5892	0	7.83603	-4.74801e-26	92.9745	3.64356e-25	1.14071e-35	24.5354	1.12894e-23	677.645	0.134763	5405.03	64.7889	0.00691435	3.65797	15.6768	2046.96	-3.51565e-15	1.92307e-27	44.893	49.0008	-1.41959e-25	4.66581e-27	1.15224e-20	-8.20401e-26	2.5	184.211	0.0784951	-7.93236e-30	0	296.941	0	0	0	0.785324	0	0.0784576	447.651	60.0159	4.77301	3.65155e-05	1.62672e-46	9.03883e-19	0	0	0	4.22721	4893.11
98	-6.41508e-26	0.675805	-4.28309e-17	-6.00425e-15	57.9565	-3.04316e-24	-3.15443e-26	30.5902	0	7.83761	4.21145e-26	93.7568	-4.68369e-25	-3.58487e-35	24.6265	-2.06926e-22	681.794	0.127588	5480.45	64.7924	0.0065625	3.47793	15.8731	2052.06	5.96095e-15	-1.13172e-25	45.0006	49.0496	-3.50049e-25	-5.19403e-27	5.696e-21	5.63464e-26	2.5	185.05	0.0785036	7.29181e-30	0	297.872	0	0	0	0.785409	0	0.0784662	447.766	60.3024	4.49005	2.98964e-05	-1.78869e-46	4.51788e-19	0	0	0	4.27115	4893.24
99	2.32518e-26	0.677168	8.08052e-17	-1.00605e-14	58.3105	1.77876e-24	5.58638e-26	30.5911	0	7.8391	7.71343e-27	94.5253	2.03033e-25	3.90405e-35	24.7137	3.53298e-22	685.903	0.120824	5554.86	64.8178	0.00622927	3.30683	16.0687	2056.92	9.96554e-15	2.04314e-25	45.1032	49.0959	7.97378e-26	1.58341e-27	2.84179e-21	3.68222e-26	2.5	185.876	0.0785121	-3.9447e-30	0	298.792	0	0	0	0.785493	0	0.0784747	447.875	60.5923	4.22552	2.44771e-05	5.61926e-47	2.27528e-19	0	0	0	4.31508	4893.36
100	-4.83278e-27	0.678455	-3.71905e-17	-1.07974e-14	58.6547	-7.64684e-25	-2.8995e-26	30.592	0	7.84052	-9.78164e-27	95.2804	-7.26096e-26	-1.63988e-35	24.7973	-1.51668e-22	689.972	0.114444	5628.25	64.8634	0.00591361	3.14422	16.2636	2061.56	1.06925e-14	-9.98397e-26	45.2011	49.14	-4.38401e-27	-5.71889e-28	1.42899e-21	-2.68212e-26	2.5	186.689	0.0785206	-1.14512e-32	0	299.701	0	0	0	0.785578	0	0.0784832	447.979	60.8853	3.97809	2.00402e-05	-1.60831e-47	1.15333e-19	0	0	0	4.35898	4893.48
