Time	[IL6]	[IFN]	[(IFN-R-JAK)2*-STAT3C]	[(IFN-R-JAK)2*-STAT3C*]	[STAT1C*-STAT3C*]	[STAT1N*-STAT3N*]	[gp80]	[IL6-gp80]	[gp130]	[JAK(IFN)]	[gp130-JAK]	[IL6-gp80-gp130-JAK]	[(IL6-gp80-gp130-JAK)2]	[(IL6-gp80-gp130-JAK)2*]	[(IL6-gp80-gp130-JAK)2*-STAT3C]	[STAT3C]	[STAT3C*]	[(IL6-gp80-gp130-JAK)2*-STAT3C*]	[(STAT3C*)2]	[(IL6-gp80-gp130-JAK)2*-SOCS3]	[(IL6-gp80-gp130-JAK)2*-SHP2]	[STAT3C-STAT3C*]	[SOCS3]	[PP1]	[PP1-STAT3C*]	[PP1-(STAT3C*)2]	[mRNA-SOCS3C]	[Grb2]	[(IL6-gp80-gp130-JAK)2*-SHP2*]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2]	[SOS]	[SHP2*-Grb2]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS]	[Ras-GDP]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS-Ras-GDP]	[Ras-GTP]	[Raf]	[Raf-Ras-GTP]	[Ras-GTP*]	[Raf*]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS-Ras-GTP]	[SHP2*-Grb2-SOS]	[Grb2-SOS]	[SHP2*]	[Phosp1]	[Raf*-Phosp1]	[MEK]	[MEK-Raf*]	[MEK-P]	[MEK-P-Raf*]	[MEK-PP]	[MEK-PP-Phosp2]	[Phosp2]	[MEK-P-Phosp2]	[ERK]	[ERK-MEK-PP]	[ERK-P]	[ERK-P-MEK-PP]	[ERK-PP]	[Phosp3]	[ERK-PP-Phosp3]	[ERK-P-Phosp3]	[PP2-STAT1N*-STAT3N*]	[PP1-STAT1C*-STAT3C*]	[CEBPi]	[CEBP]	[CEBPn]	[R-JAK]	[IFN-R-JAK]	[(IFN-R-JAK)2]	[(IFN-R-JAK)2*]	[(IFN-R-JAK)2*-STAT1C]	[STAT1C]	[STAT1C*]	[(IFN-R-JAK)2*-STAT1C*]	[(STAT1C*)2]	[(IFN-R-JAK)2*-SHP2]	[PP1-STAT1C*]	[STAT1C-STAT1C*]	[mRNA-SOCS1C]	[SOCS1]	[(IFN-R-JAK)2*-SOCS1]	[PP1-(STAT1C*)2]	[(IFN-R-JAK)2*-STAT1C-SOCS1]	[(IFN-R-JAK)2*-STAT1C-SHP2-SOCS1]	[(IFN-R-JAK)2*-STAT1C-SHP2]	[R]	[SHP2]	[STAT3*]	[STAT1*]	[(IL6-gp80-gp130-JAK)2*-STAT1]	[(IL6-gp80-gp130-JAK)2*-STAT1*]	[JAK(IL-6)]	[(STAT1N*)2]	[PP2-STAT1N*]	[STAT1N*]	[STAT1N]	[mRNA-SOCS1N]	[PP2-(STAT1N*)2]	[STAT1N-STAT1N*]	[(STAT3N*)2]	[PP2]	[PP2-(STAT3N*)2]	[STAT3N*]	[PP2-STAT3N*]	[STAT3N]	[STAT3N-STAT3N*]	[mRNA-SOCS3N]
45	0	0.1	3.69329e-05	6.66241e-11	1.08988e-06	1.64369e-08	8	0	0.8	2.15498	7.36335	0	0	0	0	999.998	0.00150416	0	1.45689e-07	0	0	1.03481e-06	1.30948e-16	49.9978	0.000256104	1.83388e-08	3.57947e-15	51.2204	0	0	0.22041	0	0	19000	0	0	67	0	0	0	0	0	33.7796	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	2.3519e-09	1.36549e-07	40493	0	0	9.26902	0.487764	0.04064	0.000445277	0.00283129	999.984	0.0113181	3.89605e-08	8.15362e-06	0.000166694	0.00191553	7.74566e-06	2.60289e-14	9.56492e-16	2.67092e-21	1.01682e-06	1.75454e-20	3.06026e-21	3.86344e-24	2.15498	99.9998	0.00176289	0.0132614	0	0	4.63665	5.63908e-08	3.1856e-08	2.32131e-07	6.08633e-10	6.40515e-12	8.22527e-09	9.75805e-11	2.21063e-09	60	3.17859e-10	8.12628e-09	1.098e-09	4.0581e-11	3.72081e-12	8.85534e-13
46	0	0.1	3.90651e-05	7.64572e-11	1.30486e-06	2.00253e-08	8	0	0.8	2.15404	7.36594	0	0	0	0	999.998	0.00163097	0	1.74139e-07	0	0	1.13172e-06	1.71414e-16	49.9976	0.000280055	2.22111e-08	4.56725e-15	51.2203	0	0	0.220291	0	0	19000	0	0	67	0	0	0	0	0	33.7797	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	2.90556e-09	1.65683e-07	40493	0	0	9.26124	0.493705	0.0418214	0.00047092	0.00299828	999.983	0.0122903	4.50271e-08	9.77807e-06	0.000177562	0.00209828	8.48649e-06	3.31679e-14	1.25064e-15	3.75329e-21	1.236e-06	2.48531e-20	4.40873e-21	5.71245e-24	2.15404	99.9998	0.00191406	0.0144211	0	0	4.63406	6.81564e-08	4.00565e-08	2.87713e-07	7.81509e-10	7.95088e-12	1.00813e-08	1.2139e-10	2.68831e-09	60	3.91904e-10	1.0142e-08	1.3901e-09	5.18604e-11	4.65508e-12	1.1009e-12
47	0	0.1	4.1256e-05	8.74205e-11	1.5549e-06	2.42704e-08	8	0	0.8	2.15312	7.36822	0	0	0	0	999.998	0.00176479	0	2.07181e-07	0	0	1.23471e-06	2.22876e-16	49.9974	0.000305507	2.67646e-08	5.79159e-15	51.2202	0	0	0.220197	0	0	19000	0	0	67	0	0	0	0	0	33.7798	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	3.56927e-09	1.99996e-07	40493	0	0	9.25358	0.49952	0.0429937	0.000497269	0.00317	999.981	0.0133173	5.18319e-08	1.167e-05	0.000188787	0.00229272	9.27502e-06	4.20032e-14	1.62424e-15	5.22922e-21	1.49455e-06	3.48932e-20	6.29199e-21	8.36272e-24	2.15312	99.9998	0.00207381	0.015648	0	0	4.63178	8.1958e-08	5.00614e-08	3.54604e-07	9.96854e-10	9.81394e-12	1.22875e-08	1.50095e-10	3.25253e-09	60	4.80511e-10	1.25857e-08	1.74909e-09	6.58573e-11	5.7888e-12	1.36093e-12
48	0	0.1	4.35051e-05	9.96069e-11	1.84452e-06	2.92698e-08	8	0	0.8	2.15221	7.37022	0	0	0	0	999.998	0.0019058	0	2.45405e-07	0	0	1.34397e-06	2.87928e-16	49.9972	0.000332505	3.20954e-08	7.30077e-15	51.2201	0	0	0.220122	0	0	19000	0	0	67	0	0	0	0	0	33.7799	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	4.36095e-09	2.40226e-07	40493	0	0	9.24603	0.505212	0.0441566	0.000524316	0.00334641	999.98	0.0144004	5.94398e-08	1.38644e-05	0.000200367	0.00249921	1.01128e-05	5.28774e-14	2.09585e-15	7.2261e-21	1.79815e-06	4.8576e-20	8.89961e-21	1.21269e-23	2.15221	99.9998	0.00224235	0.016944	0	0	4.62978	9.8077e-08	6.22022e-08	4.3471e-07	1.26352e-09	1.20483e-11	1.48972e-08	1.84518e-10	3.91599e-09	60	5.86027e-10	1.55337e-08	2.1879e-09	8.31286e-11	7.15721e-12	1.67334e-12
49	0	0.1	4.58121e-05	1.13114e-10	2.1787e-06	3.51318e-08	8	0	0.8	2.15132	7.37197	0	0	0	0	999.998	0.00205418	0	2.89453e-07	0	0	1.45969e-06	3.69684e-16	49.9969	0.000361094	3.83101e-08	9.15132e-15	51.2201	0	0	0.220063	0	0	19000	0	0	67	0	0	0	0	0	33.7799	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	5.30079e-09	2.87192e-07	40493	0	0	9.2386	0.510784	0.0453097	0.000552055	0.00352748	999.978	0.0155411	6.79189e-08	1.63996e-05	0.0002123	0.00271812	1.10012e-05	6.6191e-14	2.68778e-15	9.9077e-21	2.15308e-06	6.70798e-20	1.24807e-20	1.74267e-23	2.15132	99.9998	0.00241993	0.0183107	0	0	4.62803	1.16823e-07	7.68593e-08	5.30189e-07	1.59187e-09	1.47155e-11	1.79698e-08	2.25588e-10	4.69283e-09	60	7.11091e-10	1.90728e-08	2.72145e-09	1.04326e-10	8.80046e-12	2.04689e-12
50	0	0.1	4.81763e-05	1.28044e-10	2.56287e-06	4.19772e-08	8	0	0.8	2.15044	7.37351	0	0	0	0	999.997	0.00221009	0	3.40031e-07	0	0	1.58206e-06	4.71868e-16	49.9967	0.00039132	4.55261e-08	1.14091e-14	51.22	0	0	0.220016	0	0	19000	0	0	67	0	0	0	0	0	33.78	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	6.41144e-09	3.41799e-07	40493	0	0	9.23128	0.516239	0.0464528	0.000580481	0.00371315	999.977	0.0167406	7.73406e-08	1.93175e-05	0.000224583	0.00294979	1.1942e-05	8.24093e-14	3.42661e-15	1.34832e-20	2.56629e-06	9.19187e-20	1.73602e-20	2.48267e-23	2.15044	99.9998	0.00260676	0.0197502	0	0	4.62649	1.38538e-07	9.44674e-08	6.43484e-07	1.99401e-09	1.78847e-11	2.15716e-08	2.7435e-10	5.59875e-09	60	8.58664e-10	2.33023e-08	3.367e-09	1.30207e-10	1.07641e-11	2.49153e-12
51	0	0.1	5.05972e-05	1.44503e-10	3.00294e-06	4.99391e-08	8	0	0.8	2.14957	7.37487	0	0	0	0	999.997	0.00237371	0	3.97902e-07	0	0	1.71124e-06	5.9891e-16	49.9964	0.000423227	5.38724e-08	1.41504e-14	51.22	0	0	0.219979	0	0	19000	0	0	67	0	0	0	0	0	33.78	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	7.71828e-09	4.05039e-07	40493	0	0	9.22407	0.521582	0.0475856	0.000609587	0.00390339	999.975	0.0180004	8.778e-08	2.26637e-05	0.000237214	0.00319457	1.29364e-05	1.02071e-13	4.34394e-15	1.8218e-20	3.04545e-06	1.25027e-19	2.39592e-20	3.50769e-23	2.14957	99.9998	0.00280306	0.0212641	0	0	4.62513	1.63594e-07	1.15522e-07	7.77342e-07	2.48398e-09	2.16342e-11	2.57757e-08	3.31977e-10	6.65108e-09	60	1.03205e-09	2.83346e-08	4.14432e-09	1.61653e-10	1.30997e-11	3.01851e-12
52	0	0.1	5.30742e-05	1.62603e-10	3.50533e-06	5.91648e-08	8	0	0.8	2.14872	7.37605	0	0	0	0	999.997	0.00254519	0	4.63901e-07	0	0	1.84742e-06	7.56061e-16	49.9961	0.000456858	6.34906e-08	1.74635e-14	51.2199	0	0	0.21995	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	9.24958e-09	4.78005e-07	40493	0	0	9.21697	0.526814	0.0487079	0.000639366	0.00409815	999.973	0.0193217	9.93154e-08	2.64879e-05	0.000250191	0.00345281	1.39861e-05	1.25798e-13	5.47713e-15	2.44472e-20	3.59897e-06	1.68859e-19	3.28199e-20	4.9167e-23	2.14872	99.9997	0.00300906	0.0228543	0	0	4.62395	1.92401e-07	1.40584e-07	9.34847e-07	3.07803e-09	2.60522e-11	3.06632e-08	3.99777e-10	7.86893e-09	60	1.23495e-09	3.42971e-08	5.07604e-09	1.9968e-10	1.58653e-11	3.6405e-12
53	0	0.1	5.56068e-05	1.82459e-10	4.07703e-06	6.98161e-08	8	0	0.8	2.14787	7.3771	0	0	0	0	999.997	0.00272472	0	5.38926e-07	0	0	1.99078e-06	9.49516e-16	49.9958	0.000492257	7.45355e-08	2.14502e-14	51.2199	0	0	0.219927	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.10368e-08	5.61891e-07	40493	0	0	9.20998	0.531939	0.0498195	0.000669812	0.00429739	999.971	0.0207058	1.12029e-07	3.0844e-05	0.000263509	0.00372486	1.50925e-05	1.54305e-13	6.87021e-15	3.25911e-20	4.23606e-06	2.26516e-19	4.46357e-20	6.83944e-23	2.14787	99.9997	0.00322498	0.0245225	0	0	4.6229	2.25404e-07	1.70289e-07	1.11945e-06	3.79487e-09	3.12369e-11	3.63231e-08	4.7921e-10	9.27334e-09	60	1.47143e-09	4.13333e-08	6.18796e-09	2.45458e-10	1.9126e-11	4.3717e-12
54	0	0.1	5.81945e-05	2.04192e-10	4.72555e-06	8.20705e-08	8	0	0.8	2.14704	7.37801	0	0	0	0	999.996	0.00291244	0	6.23953e-07	0	0	2.1415e-06	1.18656e-15	49.9955	0.000529465	8.7176e-08	2.62271e-14	51.2199	0	0	0.219908	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.31146e-08	6.57999e-07	40493	0	0	9.20308	0.53696	0.0509202	0.000700917	0.00450107	999.969	0.0221539	1.26005e-07	3.57902e-05	0.000277167	0.00401103	1.62571e-05	1.88409e-13	8.57482e-15	4.31746e-20	4.96677e-06	3.01885e-19	6.02887e-20	9.44485e-23	2.14704	99.9997	0.00345103	0.0262704	0	0	4.62199	2.63086e-07	2.05352e-07	1.335e-06	4.65596e-09	3.72986e-11	4.28533e-08	5.71891e-10	1.08873e-08	60	1.74605e-09	4.96046e-08	7.50936e-09	3.00327e-10	2.29549e-11	5.22804e-12
55	0	0.1	6.08366e-05	2.27927e-10	5.45904e-06	9.61225e-08	8	0	0.8	2.14622	7.37882	0	0	0	0	999.996	0.00310853	0	7.20033e-07	0	0	2.29974e-06	1.47571e-15	49.9951	0.000568526	1.01596e-07	3.19276e-14	51.2199	0	0	0.219893	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.55217e-08	7.67748e-07	40493	0	0	9.19629	0.541878	0.0520099	0.000732676	0.00470914	999.967	0.0236673	1.41334e-07	4.13896e-05	0.000291161	0.00431167	1.74813e-05	2.29046e-13	1.06513e-14	5.68493e-20	5.80206e-06	3.99824e-19	8.08944e-20	1.29517e-22	2.14622	99.9997	0.00368743	0.0280998	0	0	4.62118	3.05973e-07	2.46578e-07	1.58577e-06	5.68586e-09	4.43597e-11	5.03609e-08	6.79612e-10	1.27361e-08	60	2.06378e-09	5.9292e-08	9.07342e-09	3.65819e-10	2.74331e-11	6.22729e-12
56	0	0.1	6.35326e-05	2.53793e-10	6.28624e-06	1.12184e-07	8	0	0.8	2.14542	7.37953	0	0	0	0	999.996	0.00331312	0	8.28296e-07	0	0	2.46567e-06	1.82692e-15	49.9948	0.000609479	1.17994e-07	3.87039e-14	51.2199	0	0	0.219882	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.83003e-08	8.92678e-07	40493	0	0	9.1896	0.546697	0.0530884	0.00076508	0.00492155	999.965	0.0252471	1.58107e-07	4.77097e-05	0.000305489	0.0046271	1.87665e-05	2.77277e-13	1.31701e-14	7.44206e-20	6.75382e-06	5.26368e-19	1.07856e-19	1.76414e-22	2.14542	99.9997	0.00393438	0.0300124	0	0	4.62047	3.54633e-07	2.94865e-07	1.87652e-06	6.91255e-09	5.25563e-11	5.89628e-08	8.04345e-10	1.48472e-08	60	2.43015e-09	7.05976e-08	1.09175e-08	4.43681e-10	3.26512e-11	7.38921e-12
57	0	0.1	6.62819e-05	2.81925e-10	7.21656e-06	1.30486e-07	8	0	0.8	2.14462	7.38015	0	0	0	0	999.996	0.00352638	0	9.49957e-07	0	0	2.63947e-06	2.25175e-15	49.9944	0.000652368	1.36586e-07	4.67288e-14	51.2199	0	0	0.219873	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	2.14969e-08	1.03446e-06	40493	0	0	9.183	0.55142	0.0541557	0.000798123	0.00513826	999.963	0.0268947	1.7642e-07	5.48234e-05	0.000320147	0.00495762	2.01142e-05	3.34309e-13	1.62126e-14	9.68784e-20	7.83495e-06	6.88969e-19	1.42928e-19	2.38742e-22	2.14462	99.9997	0.0041921	0.0320098	0	0	4.61985	4.09679e-07	3.51219e-07	2.21249e-06	8.36778e-09	6.2039e-11	6.87863e-08	9.48259e-10	1.72504e-08	60	2.85119e-09	8.37468e-08	1.30838e-08	5.35891e-10	3.87093e-11	8.73573e-12
58	0	0.1	6.90839e-05	3.12461e-10	8.26008e-06	1.5128e-07	8	0	0.8	2.14384	7.38069	0	0	0	0	999.995	0.00374845	0	1.08632e-06	0	0	2.8213e-06	2.7636e-15	49.994	0.00069723	1.57605e-07	5.61981e-14	51.2199	0	0	0.219865	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	2.51627e-08	1.19489e-06	40493	0	0	9.1765	0.556048	0.0552116	0.000831798	0.00535921	999.961	0.028611	1.96373e-07	6.28089e-05	0.000335132	0.00530357	2.15258e-05	4.01504e-13	1.98734e-14	1.25434e-19	9.05938e-06	8.96798e-19	1.88294e-19	3.21079e-22	2.14384	99.9997	0.00446079	0.0340938	0	0	4.61931	4.7177e-07	4.16758e-07	2.59948e-06	1.00875e-08	7.29744e-11	7.99698e-08	1.11373e-09	1.99784e-08	60	3.33352e-09	9.89899e-08	1.56194e-08	6.44692e-10	4.57182e-11	1.02912e-11
59	0	0.1	7.1938e-05	3.45545e-10	9.42758e-06	1.74837e-07	8	0	0.8	2.14306	7.38117	0	0	0	0	999.995	0.00397949	0	1.23877e-06	0	0	3.01133e-06	3.37795e-15	49.9936	0.000744106	1.81304e-07	6.73333e-14	51.2199	0	0	0.21986	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	2.93532e-08	1.37591e-06	40493	0	0	9.17009	0.560584	0.056256	0.000866098	0.00558438	999.958	0.0303972	2.18068e-07	7.17495e-05	0.000350441	0.00566523	2.30026e-05	4.804e-13	2.42612e-14	1.61566e-19	1.04422e-05	1.16108e-18	2.4666e-19	4.29226e-22	2.14306	99.9996	0.00474065	0.0362659	0	0	4.61883	5.41618e-07	4.92722e-07	3.04385e-06	1.21123e-08	8.55457e-11	9.26631e-08	1.30337e-09	2.30661e-08	60	3.88437e-09	1.16605e-07	1.85772e-08	7.72612e-10	5.37999e-11	1.20823e-11
60	0	0.1	7.48436e-05	3.81325e-10	1.07306e-05	2.01451e-07	8	0	0.8	2.1423	7.38159	0	0	0	0	999.995	0.00421964	0	1.4088e-06	0	0	3.2097e-06	4.11259e-15	49.9932	0.000793034	2.07951e-07	8.03836e-14	51.2199	0	0	0.219855	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	3.41294e-08	1.57963e-06	40493	0	0	9.16378	0.56503	0.057289	0.000901016	0.00581369	999.956	0.0322544	2.41611e-07	8.17346e-05	0.000366071	0.00604291	2.45462e-05	5.72726e-13	2.95011e-14	2.07066e-19	1.19995e-05	1.49552e-18	3.21359e-19	5.70487e-22	2.1423	99.9996	0.00503189	0.0385277	0	0	4.61841	6.19981e-07	5.80486e-07	3.55262e-06	1.44877e-08	9.99546e-11	1.07028e-07	1.52e-09	2.65518e-08	60	4.51161e-09	1.36898e-07	2.20161e-08	9.22495e-10	6.30887e-11	1.41387e-11
61	0	0.1	7.78002e-05	4.19952e-10	1.21814e-05	2.3144e-07	8	0	0.8	2.14155	7.38196	0	0	0	0	999.995	0.00446904	0	1.598e-06	0	0	3.41659e-06	4.98799e-15	49.9927	0.000844053	2.37837e-07	9.56293e-14	51.2199	0	0	0.219852	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	3.95573e-08	1.80827e-06	40493	0	0	9.15755	0.569388	0.0583104	0.000936544	0.00604712	999.953	0.0341837	2.67112e-07	9.28593e-05	0.000382018	0.00643691	2.61578e-05	6.80421e-13	3.57363e-14	2.64102e-19	1.37487e-05	1.91673e-18	4.16486e-19	7.54021e-22	2.14155	99.9996	0.0053347	0.040881	0	0	4.61804	7.07677e-07	6.81568e-07	4.13344e-06	1.72651e-08	1.16422e-10	1.2324e-07	1.76672e-09	3.04764e-08	60	5.2238e-09	1.60209e-07	2.60014e-08	1.09753e-09	7.37318e-11	1.64929e-11
62	0	0.1	8.08071e-05	4.61585e-10	1.37931e-05	2.65145e-07	8	0	0.8	2.14081	7.38228	0	0	0	0	999.994	0.00472782	0	1.80805e-06	0	0	3.63215e-06	6.02754e-15	49.9922	0.0008972	2.71273e-07	1.13385e-13	51.2198	0	0	0.219849	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	4.57086e-08	2.06426e-06	40493	0	0	9.15142	0.573661	0.0593202	0.000972676	0.0062846	999.95	0.0361861	2.94683e-07	0.000105225	0.000398279	0.0068475	2.78389e-05	8.05654e-13	4.31308e-14	3.35283e-19	1.57085e-05	2.44483e-18	5.37045e-19	9.91255e-22	2.14081	99.9996	0.00564928	0.0433272	0	0	4.61772	8.05573e-07	7.9764e-07	4.7947e-06	2.05016e-08	1.3519e-10	1.41486e-07	2.04687e-09	3.48842e-08	60	6.03024e-09	1.8691e-07	3.0606e-08	1.30129e-09	8.58901e-11	1.91804e-11
63	0	0.1	8.38637e-05	5.06385e-10	1.55795e-05	3.02935e-07	8	0	0.8	2.14008	7.38257	0	0	0	0	999.994	0.00499613	0	2.04075e-06	0	0	3.85653e-06	7.25797e-15	49.9918	0.000952511	3.08592e-07	1.34e-13	51.2198	0	0	0.219846	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	5.26611e-08	2.35016e-06	40493	0	0	9.14537	0.57785	0.0603184	0.0010094	0.0065261	999.948	0.0382625	3.24441e-07	0.000118939	0.00041485	0.00727496	2.95907e-05	9.50847e-13	5.18712e-14	4.23741e-19	1.78988e-05	3.10403e-18	6.89125e-19	1.29639e-21	2.14008	99.9996	0.00597583	0.045868	0	0	4.61743	9.14598e-07	9.30541e-07	5.54553e-06	2.42611e-08	1.56522e-10	1.61969e-07	2.36409e-09	3.98225e-08	60	6.94099e-09	2.1741e-07	3.59103e-08	1.53776e-09	9.97393e-11	2.22402e-11
64	0	0.1	8.69695e-05	5.54516e-10	1.75554e-05	3.45202e-07	8	0	0.8	2.13936	7.38282	0	0	0	0	999.994	0.00527409	0	2.29799e-06	0	0	4.08988e-06	8.70967e-15	49.9912	0.00101002	3.50148e-07	1.57869e-13	51.2198	0	0	0.219845	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	6.04988e-08	2.66873e-06	40493	0	0	9.1394	0.581958	0.061305	0.00104672	0.00677156	999.945	0.040414	3.56505e-07	0.000134115	0.000431728	0.00771957	3.14146e-05	1.1187e-12	6.21694e-14	5.33216e-19	2.03409e-05	3.9234e-18	8.80102e-19	1.68695e-21	2.13936	99.9996	0.00631453	0.0485048	0	0	4.61718	1.03574e-06	1.08229e-06	6.3959e-06	2.86148e-08	1.80707e-10	1.84905e-07	2.72228e-09	4.53424e-08	60	7.9669e-09	2.5216e-07	4.20032e-08	1.81138e-09	1.15471e-10	2.57148e-11
65	0	0.1	9.01238e-05	6.06149e-10	1.97364e-05	3.92369e-07	8	0	0.8	2.13865	7.38304	0	0	0	0	999.993	0.00556183	0	2.5818e-06	0	0	4.33235e-06	1.04172e-14	49.9907	0.00106977	3.96321e-07	1.85426e-13	51.2198	0	0	0.219843	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	6.93122e-08	3.0229e-06	40493	0	0	9.13352	0.585986	0.06228	0.00108462	0.00702093	999.942	0.0426415	3.90999e-07	0.000150875	0.00044891	0.0081816	3.3312e-05	1.31219e-12	7.42658e-14	6.68157e-19	2.30574e-05	4.93767e-18	1.11888e-18	2.18455e-21	2.13865	99.9996	0.00666557	0.0512393	0	0	4.61696	1.17005e-06	1.25508e-06	7.3566e-06	3.36416e-08	2.08056e-10	2.10526e-07	3.12569e-09	5.14985e-08	60	9.1197e-09	2.9165e-07	4.89825e-08	2.12707e-09	1.33292e-10	2.96507e-11
66	0	0.1	9.3326e-05	6.6146e-10	2.21389e-05	4.44888e-07	8	0	0.8	2.13795	7.38323	0	0	0	0	999.993	0.00585948	0	2.8943e-06	0	0	4.58408e-06	1.24196e-14	49.9902	0.00113179	4.47513e-07	2.17155e-13	51.2198	0	0	0.219842	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	7.91988e-08	3.41578e-06	40493	0	0	9.12772	0.589936	0.0632433	0.00112309	0.00727418	999.939	0.0449459	4.28047e-07	0.000169346	0.000466392	0.00866129	3.52842e-05	1.53466e-12	8.84324e-14	8.33862e-19	2.60725e-05	6.18827e-18	1.4162e-18	2.81574e-21	2.13795	99.9995	0.00702915	0.0540728	0	0	4.61677	1.31863e-06	1.45133e-06	8.43937e-06	3.9429e-08	2.38911e-10	2.3908e-07	3.57884e-09	5.83489e-08	60	1.0412e-08	3.36415e-07	5.69559e-08	2.49029e-09	1.53429e-10	3.40982e-11
67	0	0.1	9.65756e-05	7.20625e-10	2.47804e-05	5.03239e-07	8	0	0.8	2.13726	7.3834	0	0	0	0	999.992	0.00616716	0	3.23774e-06	0	0	4.84522e-06	1.47611e-14	49.9896	0.00119611	5.04151e-07	2.53593e-13	51.2198	0	0	0.219841	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	9.02633e-08	3.85068e-06	40493	0	0	9.12199	0.593811	0.064195	0.00116213	0.00753125	999.935	0.0473281	4.67779e-07	0.000189662	0.000484171	0.0091589	3.73325e-05	1.78977e-12	1.04976e-13	1.03658e-18	2.9412e-05	7.7243e-18	1.78487e-18	3.61284e-21	2.13726	99.9995	0.00740544	0.057007	0	0	4.6166	1.48267e-06	1.67367e-06	9.65687e-06	4.60735e-08	2.73638e-10	2.7083e-07	4.08663e-09	6.5956e-08	60	1.18573e-08	3.8704e-07	6.60416e-08	2.90708e-09	1.76125e-10	3.91121e-11
68	0	0.1	9.98719e-05	7.83828e-10	2.76792e-05	5.67937e-07	8	0	0.8	2.13657	7.38355	0	0	0	0	999.992	0.006485	0	3.6145e-06	0	0	5.11591e-06	1.74914e-14	49.989	0.00126277	5.6669e-07	2.95333e-13	51.2198	0	0	0.21984	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.02618e-07	4.33113e-06	40493	0	0	9.11635	0.597611	0.0651352	0.00120173	0.00779209	999.932	0.0497888	5.10327e-07	0.000211965	0.000502243	0.00967468	3.94581e-05	2.08157e-12	1.2424e-13	1.28369e-18	3.31028e-05	9.60397e-18	2.24024e-18	4.61526e-21	2.13657	99.9995	0.00779462	0.0600432	0	0	4.61645	1.66341e-06	1.92495e-06	1.10228e-05	5.36816e-08	3.12635e-10	3.06057e-07	4.65429e-09	7.43861e-08	60	1.34702e-08	4.44159e-07	7.63687e-08	3.3841e-09	2.01643e-10	4.47517e-11
