Time	[II_f]	[II_l]	[mIIa_f]	[mIIa_l]	[V_f]	[V_l]	[Va_f]	[Va_l]	[VII_f]	[VII_l]	[VIIa_f]	[VIIa_l]	[VIII_f]	[VIII_l]	[VIIIa_f]	[VIIIa_l]	[IX_f]	[IX_l]	[IXa_f]	[IXa_l]	[X_f]	[X_l]	[Xa_f]	[Xa_l]	[APC_f]	[APC_l]	[PS_f]	[PS_l]	[VIIIai_f]	[VIIIai_l]	[Vai_f]	[Vai_l]	[PC_f]	[PC_l]	[TF_l]	[TF_VIIa_l]	[TF_VII_l]	[TF_VIIa_IX_l]	[TF_VIIa_IXa_l]	[TF_VIIa_X_l]	[TF_VIIa_Xa_l]	[TF_VII_Xa_l]	[IXa_VIIIa_l]	[Xa_Va_l]	[IXa_VIIIa_X_l]	[V_Xa_l]	[VIII_Xa_l]	[IIa_f]	[V_IIa_l]	[VIII_IIa_l]	[Xa_Va_II_l]	[Xa_Va_mIIa_l]	[XI_f]	[XI_IIa_l]	[XIa_l]	[APC_PS_l]	[APC_PS_VIIIa_l]	[TFPI_f]	[AT_f]	[IIa_AT_f]	[TFPI_Xa_l]	[TFPI_Xa_TF_VIIa_l]	[APC_PS_Va_l]	[IXa_AT_f]	[Xa_AT_f]	[VII_Xa_l]	[V_mIIa_l]	[VIII_mIIa_l]	[TM_l]	[IIa_TM_l]	[IIa_TM_PC_l]	[mIIa_AT_l]	[XIa_IX_l]	[LIPID]
52	48.3897	1351.56	4.97901e-05	0.0340615	0.00888068	19.8912	3.29192e-05	0.07172	0.0202206	9.95022	8.7059e-05	0.124561	0.00021497	0.698168	1.16423e-06	0.00112918	0.0318538	89.9594	2.43268e-06	0.0068715	4.83048	165.139	0.000167298	0.00955304	7.74177e-06	0.00071872	0.184609	299.782	2.24506e-09	2.17853e-06	6.66043e-08	0.000145169	2.05069	57.9141	0.000171834	0.00099841	0.00224991	0.000369263	0	0.000484898	0.000725643	1.79059e-08	1.40261e-06	0.000506057	1.20702e-06	0.0178792	0.000311299	0.00186748	0.000507572	8.78064e-06	0.000604485	9.68601e-05	29.995	0.000483765	0.00299043	0.0328964	1.61948e-06	2.49985	3400	0.00283731	0.000150393	2.16575e-08	0.000103337	7.23171e-08	2.95547e-05	7.91872e-05	0.00833923	0.000160141	0.996018	0.00253546	0.00144688	7.41564e-06	0.0015345	649551
53	48.3894	1351.55	5.78452e-05	0.039572	0.00887534	19.8792	3.7478e-05	0.0816523	0.0202181	9.94901	8.79036e-05	0.12577	0.000214907	0.697964	1.33867e-06	0.00129837	0.0318536	89.9587	2.58433e-06	0.00729991	4.83046	165.138	0.000170442	0.00973253	9.0167e-06	0.000837078	0.184606	299.777	3.02015e-09	2.93064e-06	8.85168e-08	0.000192929	2.05049	57.9085	0.000168937	0.0010007	0.00224687	0.000370112	0	0.000486007	0.000727333	1.82181e-08	1.69816e-06	0.000586972	1.46116e-06	0.0182256	0.000317239	0.00216749	0.000588766	1.01883e-05	0.000701134	0.000112351	29.9942	0.000561467	0.00348303	0.0383582	2.17178e-06	2.49984	3400	0.00330495	0.000157096	2.31695e-08	0.00013717	7.6494e-08	3.08753e-05	8.06668e-05	0.00968288	0.000185998	0.995379	0.00294191	0.00167868	8.66307e-06	0.00178787	649551
54	48.3891	1351.54	6.71903e-05	0.045965	0.00886922	19.8655	4.27137e-05	0.0930594	0.0202156	9.94778	8.87636e-05	0.127	0.000214835	0.697729	1.53991e-06	0.00149355	0.0318533	89.9579	2.75372e-06	0.00777846	4.83044	165.137	0.000173426	0.00990281	1.04944e-05	0.000974265	0.184602	299.771	4.05932e-09	3.93901e-06	1.17607e-07	0.000256333	2.05026	57.9019	0.000166248	0.00100296	0.0022437	0.000370949	0	0.000487103	0.000728999	1.85111e-08	2.06173e-06	0.000680791	1.77371e-06	0.0185548	0.000322879	0.00251569	0.000682888	1.18211e-05	0.000813195	0.000130313	29.9932	0.000651645	0.00405475	0.0446888	2.9111e-06	2.49984	3400	0.00384771	0.000163919	2.47511e-08	0.000182117	8.09379e-08	3.222e-05	8.20698e-05	0.0112398	0.000215977	0.99464	0.00341304	0.00194732	1.01122e-05	0.00208192	649551
55	48.3887	1351.53	7.80311e-05	0.0533811	0.0088622	19.8498	4.87302e-05	0.106168	0.0202131	9.94653	8.96381e-05	0.128252	0.000214751	0.697458	1.77208e-06	0.00171873	0.031853	89.957	2.94368e-06	0.00831513	4.83041	165.137	0.000176223	0.0100625	1.22069e-05	0.00113324	0.184597	299.763	5.45196e-09	5.29035e-06	1.56233e-07	0.000340521	2.04999	57.8943	0.000163745	0.00100519	0.00224041	0.000371777	0	0.000488186	0.000730644	1.87824e-08	2.51066e-06	0.00078949	2.15957e-06	0.0188642	0.000328173	0.00291976	0.000791962	1.37146e-05	0.000943029	0.000151126	29.9921	0.000756288	0.00471829	0.0520243	3.90054e-06	2.49983	3400	0.00447765	0.000170855	2.64035e-08	0.000241848	8.56807e-08	3.35872e-05	8.33845e-05	0.0130434	0.00025073	0.993782	0.00395909	0.00225861	1.17952e-05	0.0024232	649551
56	48.3882	1351.52	9.06049e-05	0.0619829	0.00885414	19.8317	5.5647e-05	0.121237	0.0202105	9.94525	9.0526e-05	0.129522	0.000214655	0.697147	2.03995e-06	0.00197854	0.0318526	89.956	3.1575e-06	0.00891921	4.83039	165.136	0.000178808	0.01021	1.41907e-05	0.00131741	0.184592	299.755	7.31757e-09	7.10065e-06	2.07535e-07	0.000452337	2.04968	57.8855	0.00016141	0.0010074	0.00223702	0.000372595	0	0.000489259	0.00073227	1.90293e-08	3.06719e-06	0.000915302	2.6378e-06	0.0191507	0.000333069	0.00338855	0.000918304	1.59096e-05	0.0010933	0.000175218	29.9908	0.000877683	0.00548836	0.0605216	5.22437e-06	2.49982	3399.99	0.00520877	0.000177897	2.81282e-08	0.000321251	9.07595e-08	3.49756e-05	8.4598e-05	0.015132	0.000291007	0.992789	0.00459184	0.00261923	1.37497e-05	0.00281927	649550
57	48.3877	1351.5	0.000105185	0.0719569	0.00884488	19.8109	6.36011e-05	0.138567	0.0202079	9.94396	9.14263e-05	0.13081	0.000214545	0.696788	2.34899e-06	0.00227829	0.0318522	89.9549	3.39898e-06	0.00960144	4.83037	165.135	0.00018115	0.0103436	1.64881e-05	0.00153069	0.184586	299.745	9.81591e-09	9.52491e-06	2.75688e-07	0.000600883	2.04931	57.8753	0.000159225	0.0010096	0.00223352	0.000373406	0	0.000490323	0.000733881	1.92488e-08	3.75984e-06	0.00106073	3.23289e-06	0.019411	0.000337511	0.00393216	0.00106455	1.84526e-05	0.001267	0.000203071	29.9893	0.00101845	0.00638199	0.0703613	6.99501e-06	2.49981	3399.99	0.00605722	0.000185035	2.99263e-08	0.000426824	9.62169e-08	3.63832e-05	8.56964e-05	0.0175493	0.000337667	0.991638	0.00532477	0.00303684	1.60188e-05	0.0032789	649550
58	48.3871	1351.48	0.000122083	0.0835171	0.00883423	19.7871	7.27493e-05	0.158499	0.0202052	9.94266	9.23376e-05	0.132114	0.000214418	0.696374	2.70547e-06	0.00262403	0.0318518	89.9536	3.67252e-06	0.0103743	4.83035	165.135	0.000183217	0.0104615	1.91475e-05	0.00177757	0.184579	299.733	1.31603e-08	1.27702e-05	3.66249e-07	0.000798268	2.0489	57.8635	0.000157175	0.00101178	0.00222993	0.00037421	0	0.000491379	0.000735478	1.94376e-08	4.6254e-06	0.00122857	3.97637e-06	0.0196414	0.000341436	0.00456214	0.00123368	2.13967e-05	0.00146747	0.000235221	29.9876	0.00118157	0.00741882	0.0817504	9.36224e-06	2.49981	3399.99	0.0070417	0.000192258	3.1799e-08	0.000567204	1.02103e-07	3.7808e-05	8.66646e-05	0.0203451	0.00039169	0.990307	0.00617328	0.00352014	1.86528e-05	0.00381223	649550
59	48.3864	1351.46	0.000141657	0.0969075	0.00882198	19.7596	8.32705e-05	0.181421	0.0202026	9.94134	9.32585e-05	0.133432	0.000214271	0.695896	3.11651e-06	0.0030227	0.0318512	89.9521	3.98325e-06	0.0112522	4.83033	165.134	0.000184975	0.0105619	2.2224e-05	0.00206317	0.184571	299.72	1.76356e-08	1.71127e-05	4.86604e-07	0.00106059	2.04841	57.8497	0.000155246	0.00101394	0.00222626	0.000375007	0	0.000492429	0.000737063	1.95922e-08	5.71138e-06	0.00142189	4.90897e-06	0.0198382	0.000344779	0.00529159	0.00142905	2.48015e-05	0.00169836	0.000272257	29.9856	0.00137044	0.00862151	0.0949262	1.25253e-05	2.4998	3399.99	0.00818375	0.000199556	3.37471e-08	0.000753847	1.08474e-07	3.92479e-05	8.74868e-05	0.0235758	0.000454191	0.988766	0.00715483	0.00407902	2.17095e-05	0.00443094	649550
60	48.3856	1351.44	0.000164312	0.112406	0.00880788	19.728	9.53676e-05	0.207778	0.0201999	9.94001	9.41873e-05	0.13476	0.000214101	0.695345	3.59022e-06	0.00348216	0.0318506	89.9504	4.33707e-06	0.0122518	4.83031	165.133	0.000186391	0.0106426	2.57806e-05	0.00239335	0.184561	299.704	2.36214e-08	2.2921e-05	6.46565e-07	0.00140924	2.04785	57.8338	0.000153425	0.0010161	0.00222251	0.0003758	0	0.000493474	0.000738639	1.97094e-08	7.07929e-06	0.00164403	6.08346e-06	0.0199972	0.000347471	0.0061353	0.0016544	2.87343e-05	0.00196369	0.000314826	29.9832	0.00158889	0.0100161	0.110159	1.67486e-05	2.49979	3399.99	0.00950815	0.000206915	3.57718e-08	0.00100193	1.15399e-07	4.07001e-05	8.81465e-05	0.0273045	0.000526429	0.986986	0.00828915	0.00472463	2.52557e-05	0.00514849	649550
61	48.3846	1351.41	0.000190508	0.130326	0.00879165	19.6917	0.00010927	0.238067	0.0201971	9.93867	9.51221e-05	0.136098	0.000213905	0.694709	4.13577e-06	0.00401128	0.0318499	89.9484	4.74081e-06	0.0133925	4.83029	165.132	0.000187429	0.0107017	2.98886e-05	0.0027747	0.18455	299.686	3.16229e-08	3.06852e-05	8.59156e-07	0.0018726	2.0472	57.8154	0.000151702	0.00101825	0.00221869	0.000376588	0	0.000494514	0.000740207	1.97855e-08	8.80895e-06	0.00189861	7.56824e-06	0.0201141	0.000349443	0.00710988	0.00191388	3.32698e-05	0.00226775	0.000363621	29.9805	0.00184121	0.0116325	0.127756	2.23823e-05	2.49979	3399.99	0.0110433	0.00021432	3.78736e-08	0.00133148	1.22953e-07	4.2162e-05	8.86275e-05	0.031602	0.00060982	0.984932	0.00959836	0.00546944	2.93682e-05	0.00598033	649550
62	48.3835	1351.38	0.000220759	0.15102	0.00877298	19.6498	0.000125236	0.272852	0.0201944	9.93733	9.60611e-05	0.137441	0.00021368	0.693975	4.76344e-06	0.00462005	0.0318492	89.9461	5.20237e-06	0.0146965	4.83027	165.131	0.000188057	0.0107374	3.46281e-05	0.00321469	0.184537	299.666	4.23119e-08	4.10571e-05	1.14164e-06	0.00248828	2.04644	57.7941	0.000150068	0.00102038	0.0022148	0.000377372	0	0.00049555	0.000741768	1.98176e-08	1.1004e-05	0.00218943	9.45217e-06	0.0201847	0.000350627	0.0082338	0.00221202	3.84906e-05	0.00261509	0.000419379	29.9774	0.00213218	0.0135047	0.148064	2.98881e-05	2.49978	3399.99	0.0128218	0.000221757	4.00532e-08	0.00176892	1.31227e-07	4.36304e-05	8.89148e-05	0.0365462	0.000705943	0.982566	0.0111071	0.00632731	3.4135e-05	0.00694416	649550
63	48.3823	1351.35	0.000255643	0.174884	0.00875151	19.6017	0.000143552	0.312757	0.0201917	9.93598	9.70021e-05	0.138788	0.000213419	0.693129	5.48471e-06	0.00531961	0.0318482	89.9435	5.73085e-06	0.0161897	4.83024	165.131	0.000188247	0.0107481	4.00892e-05	0.00372166	0.184523	299.642	5.65785e-08	5.49005e-05	1.51682e-06	0.00330603	2.04557	57.7695	0.000148513	0.00102252	0.00221085	0.000378152	0	0.000496584	0.000743323	1.98027e-08	1.37992e-05	0.00252046	1.18508e-05	0.0202052	0.000350962	0.00952751	0.00255374	4.44873e-05	0.00301045	0.000482868	29.9738	0.00246709	0.0156717	0.171474	3.98731e-05	2.49977	3399.99	0.0148806	0.000229207	4.23111e-08	0.00234886	1.40324e-07	4.51021e-05	8.89947e-05	0.042223	0.000816546	0.979844	0.0128425	0.00731348	3.96569e-05	0.00806012	649549
64	48.3808	1351.31	0.000295799	0.202354	0.00872682	19.5464	0.000164537	0.358477	0.020189	9.93464	9.79428e-05	0.140133	0.000213119	0.692154	6.3123e-06	0.00612227	0.0318472	89.9405	6.3367e-06	0.0179014	4.83022	165.13	0.000187976	0.0107325	4.63717e-05	0.00430488	0.184506	299.614	7.56001e-08	7.33578e-05	2.01483e-06	0.00439147	2.04457	57.741	0.000147031	0.00102464	0.00220685	0.000378928	0	0.000497614	0.000744873	1.9739e-08	1.73698e-05	0.00289577	1.49143e-05	0.0201719	0.000350395	0.0110134	0.00294428	5.13577e-05	0.00345867	0.000554874	29.9696	0.00285173	0.0181773	0.198422	5.31315e-05	2.49976	3399.98	0.0172616	0.000236653	4.46476e-08	0.00311655	1.50365e-07	4.65734e-05	8.88574e-05	0.0487249	0.000943545	0.976721	0.0148343	0.00844456	4.60488e-05	0.00935114	649549
65	48.3792	1351.26	0.000341933	0.233912	0.00869847	19.4828	0.000188539	0.41077	0.0201862	9.9333	9.88809e-05	0.141475	0.000212774	0.691032	7.26015e-06	0.00704157	0.031846	89.937	7.03193e-06	0.0198656	4.8302	165.129	0.000187235	0.0106901	5.35859e-05	0.00497458	0.184486	299.582	1.00928e-07	9.79343e-05	2.67526e-06	0.00583091	2.04341	57.7082	0.000145615	0.00102677	0.00220279	0.0003797	0	0.000498643	0.00074642	1.96256e-08	2.19436e-05	0.0033194	1.88378e-05	0.0200823	0.000348892	0.012716	0.00338917	5.92068e-05	0.00396461	0.000636189	29.9648	0.00329241	0.0210713	0.229391	7.06964e-05	2.49976	3399.98	0.0200124	0.000244076	4.70626e-08	0.00413077	1.61488e-07	4.80408e-05	8.84976e-05	0.0561511	0.00108902	0.973147	0.0171146	0.00973839	5.34412e-05	0.0108431	649549
66	48.3773	1351.2	0.000394815	0.270087	0.00866595	19.41	0.000215936	0.470458	0.0201835	9.93196	9.9814e-05	0.14281	0.000212377	0.689741	8.34338e-06	0.00809215	0.0318446	89.933	7.83029e-06	0.0221213	4.83017	165.128	0.000186026	0.0106209	6.18522e-05	0.00574195	0.184464	299.545	1.346e-07	0.000130607	3.55001e-06	0.00773745	2.04207	57.6704	0.00014426	0.00102888	0.00219869	0.000380469	0	0.000499669	0.000747962	1.94631e-08	2.78161e-05	0.00379536	2.38751e-05	0.0199347	0.000346439	0.0146615	0.00389414	6.81456e-05	0.00453301	0.000727592	29.9592	0.00379592	0.0244094	0.264912	9.39036e-05	2.49975	3399.98	0.0231862	0.000251458	4.95561e-08	0.0054674	1.73853e-07	4.95005e-05	8.79168e-05	0.0646061	0.00125522	0.969068	0.0197176	0.0112139	6.19817e-05	0.0125652	649549
67	48.3751	1351.14	0.000455284	0.311452	0.00862871	19.3265	0.00024713	0.538419	0.0201809	9.93064	0.00010074	0.144135	0.000211921	0.688259	9.57815e-06	0.00928971	0.031843	89.9284	8.74746e-06	0.0247126	4.83015	165.127	0.00018437	0.0105262	7.1301e-05	0.00661909	0.184438	299.503	1.79277e-07	0.000173958	4.70676e-06	0.0102586	2.04053	57.627	0.00014296	0.001031	0.00219454	0.000381234	0	0.000500693	0.000749502	1.9254e-08	3.53708e-05	0.00432753	3.03545e-05	0.0197291	0.000343057	0.0168782	0.00446499	7.82906e-05	0.0051685	0.000829844	29.9528	0.00436954	0.028254	0.305564	0.000124467	2.49974	3399.97	0.0268427	0.00025878	5.21279e-08	0.00722367	1.87644e-07	5.0949e-05	8.7125e-05	0.0741981	0.00144451	0.96443	0.0226794	0.012891	7.18366e-05	0.0145502	649548
68	48.3727	1351.07	0.000524243	0.358623	0.00858614	19.2311	0.000282546	0.615577	0.0201782	9.92933	0.000101656	0.145446	0.000211398	0.686559	1.09815e-05	0.0106508	0.0318411	89.9232	9.80129e-06	0.02769	4.83012	165.126	0.000182312	0.0104086	8.20718e-05	0.00761893	0.184408	299.454	2.38422e-07	0.000231346	6.23342e-06	0.013586	2.03877	57.5771	0.000141711	0.00103311	0.00219035	0.000381995	0	0.000501716	0.000751038	1.90032e-08	4.51032e-05	0.00491967	3.87011e-05	0.0194677	0.0003388	0.0193965	0.00510756	8.97624e-05	0.00587557	0.00094369	29.9455	0.00502105	0.0326744	0.35197	0.00016457	2.49973	3399.97	0.0310484	0.000266025	5.47773e-08	0.00952321	2.03075e-07	5.2383e-05	8.61429e-05	0.0850372	0.00165939	0.959173	0.0260375	0.01479	8.31924e-05	0.0168343	649548
69	48.3699	1350.99	0.000602665	0.412268	0.00853757	19.1222	0.000322619	0.70288	0.0201756	9.92804	0.000102561	0.146741	0.000210799	0.684614	1.25712e-05	0.0121925	0.031839	89.9171	1.1012e-05	0.0311107	4.83009	165.125	0.000179921	0.0102719	9.4312e-05	0.00875517	0.184373	299.398	3.16507e-07	0.000307112	8.24337e-06	0.0179667	2.03675	57.5199	0.000140511	0.00103522	0.00218613	0.000382751	0	0.000502737	0.000752572	1.87182e-08	5.76519e-05	0.00557556	4.94626e-05	0.0191549	0.000333772	0.0222487	0.00582759	0.000102686	0.00665869	0.00106988	29.937	0.00575873	0.0377473	0.404794	0.000216962	2.49973	3399.96	0.035877	0.000273178	5.75038e-08	0.0125216	2.20389e-07	5.37995e-05	8.50036e-05	0.0972336	0.00190247	0.953238	0.0298304	0.0169315	9.62575e-05	0.0194582	649547
70	48.3667	1350.9	0.000691598	0.473102	0.00848229	18.9984	0.000367789	0.801286	0.020173	9.92676	0.000103454	0.148017	0.000210116	0.682392	1.43651e-05	0.0139322	0.0318366	89.9101	1.24026e-05	0.0350394	4.83006	165.124	0.000177297	0.0101221	0.000108176	0.0100421	0.184334	299.334	4.19277e-07	0.000406829	1.0882e-05	0.0237175	2.03444	57.4546	0.000139355	0.00103733	0.00218188	0.000383503	0	0.000503756	0.000754104	1.84095e-08	7.38368e-05	0.00629924	6.33422e-05	0.0187979	0.000328126	0.0254698	0.00663069	0.000117191	0.00752266	0.00120921	29.9274	0.00659152	0.0435576	0.464733	0.000285079	2.49972	3399.96	0.04141	0.000280228	6.03065e-08	0.0164127	2.39866e-07	5.51963e-05	8.37543e-05	0.110895	0.00217645	0.946566	0.0340974	0.0193362	0.000111264	0.0224664	649547
71	48.3632	1350.8	0.000792172	0.541897	0.00841954	18.8578	0.000418485	0.91173	0.0201705	9.92551	0.000104333	0.149275	0.000209336	0.67986	1.63809e-05	0.0158872	0.0318338	89.9021	1.39986e-05	0.0395488	4.83003	165.122	0.000174572	0.00996647	0.000123823	0.0114946	0.18429	299.261	5.54051e-07	0.000537596	1.43342e-05	0.0312414	2.0318	57.3802	0.000138242	0.00103943	0.00217759	0.00038425	0	0.000504774	0.000755633	1.8091e-08	9.47056e-05	0.00709548	8.12388e-05	0.0184069	0.000322071	0.0290985	0.00752238	0.000133413	0.00847312	0.00136264	29.9164	0.00752918	0.0501988	0.532516	0.000373159	2.49971	3399.95	0.0477376	0.000287168	6.31846e-08	0.0214353	2.61828e-07	5.65721e-05	8.24568e-05	0.126125	0.00248408	0.939098	0.0388779	0.0220245	0.000128468	0.0259083	649546
72	48.3591	1350.69	0.000905621	0.6195	0.00834852	18.6986	0.000475112	1.03509	0.020168	9.92427	0.000105198	0.150512	0.000208451	0.676982	1.86357e-05	0.0180739	0.0318306	89.893	1.58292e-05	0.0447207	4.82999	165.121	0.000171909	0.00981449	0.000141418	0.0131278	0.184239	299.179	7.30082e-07	0.000708391	1.88334e-05	0.0410471	2.02881	57.2956	0.000137168	0.00104153	0.00217327	0.000384991	0	0.000505791	0.00075716	1.77797e-08	0.00012159	0.0079705	0.000104295	0.0179951	0.000315871	0.0331784	0.00850823	0.0001515	0.00951746	0.0015314	29.9038	0.00858271	0.0577743	0.608887	0.00048637	2.49971	3399.94	0.0549593	0.000293998	6.6137e-08	0.0278796	2.86639e-07	5.79268e-05	8.11884e-05	0.143024	0.00282827	0.930771	0.0442121	0.0250166	0.000148154	0.0298384	649546
73	48.3546	1350.56	0.00103332	0.706849	0.00826836	18.519	0.000538033	1.17216	0.0201656	9.92305	0.00010605	0.151731	0.000207446	0.673718	2.11455e-05	0.0205078	0.0318269	89.8825	1.79267e-05	0.0506467	4.82994	165.119	0.000169504	0.00967727	0.000161126	0.0149572	0.184181	299.084	9.58965e-07	0.000930463	2.46715e-05	0.0537705	2.02542	57.1998	0.000136131	0.00104364	0.00216893	0.000385726	0	0.000506806	0.000758685	1.74955e-08	0.000156173	0.00893304	0.000133957	0.0175784	0.000309844	0.0377604	0.00959417	0.000171618	0.010666	0.00171721	29.8895	0.00976488	0.0663984	0.694607	0.000630938	2.4997	3399.94	0.0631855	0.000300723	6.91629e-08	0.036094	3.14718e-07	5.92614e-05	8.0041e-05	0.161685	0.00321204	0.921526	0.0501417	0.0283325	0.000170638	0.0343166	649545
74	48.3496	1350.42	0.00117684	0.805017	0.00817817	18.3169	0.000607554	1.32361	0.0201631	9.92185	0.000106891	0.152935	0.00020631	0.670024	2.39242e-05	0.0232025	0.0318227	89.8706	2.03273e-05	0.0574291	4.82989	165.117	0.000167581	0.00956763	0.000183119	0.0169986	0.184116	298.978	1.2551e-06	0.00121778	3.22099e-05	0.0701996	2.02159	57.0915	0.000135129	0.00104574	0.00216456	0.000386455	0	0.000507821	0.000760209	1.72614e-08	0.000200568	0.00999569	0.000172038	0.0171756	0.000304354	0.0429066	0.010787	0.000193966	0.0119337	0.00192254	29.8733	0.0110911	0.076199	0.790443	0.000814265	2.49969	3399.93	0.07254	0.000307358	7.22615e-08	0.0464908	3.46538e-07	6.0579e-05	7.912e-05	0.182202	0.0036387	0.911296	0.0567109	0.0319931	0.000196267	0.0394098	649544
75	48.344	1350.26	0.00133801	0.915263	0.00807701	18.0902	0.000683908	1.48994	0.0201608	9.92066	0.000107725	0.154126	0.000205027	0.665856	2.69839e-05	0.0261695	0.0318179	89.8569	2.30716e-05	0.0651822	4.82983	165.115	0.00016639	0.00949987	0.00020757	0.0192682	0.184042	298.858	1.63619e-06	0.00158752	4.18924e-05	0.0913008	2.01728	56.9695	0.00013416	0.00104784	0.00216017	0.000387176	0	0.000508834	0.00076173	1.7103e-08	0.000257413	0.0111767	0.000220804	0.016807	0.000299806	0.0486951	0.012095	0.000218791	0.013342	0.00215096	29.8549	0.0125809	0.0873207	0.897169	0.00104505	2.49969	3399.92	0.0831623	0.000313928	7.54321e-08	0.0595511	3.82638e-07	6.18842e-05	7.85436e-05	0.204671	0.00411193	0.90001	0.0639693	0.036021	0.00022543	0.0451928	649543
76	48.3377	1350.08	0.00151906	1.0391	0.00796386	17.8366	0.000767238	1.67146	0.0201584	9.91947	0.000108554	0.155313	0.000203582	0.66116	3.03338e-05	0.029418	0.0318125	89.8414	2.62046e-05	0.0740338	4.82976	165.112	0.000166205	0.00948966	0.000234663	0.0217829	0.18396	298.723	2.12383e-06	0.00206062	5.42572e-05	0.118247	2.01243	56.8324	0.000133221	0.00104994	0.00215575	0.000387891	0	0.000509848	0.000763251	1.70477e-08	0.000329978	0.0125018	0.000283065	0.0164944	0.000296634	0.0552268	0.0135292	0.00024641	0.0149218	0.00240753	29.8341	0.0142591	0.0999292	1.01557	0.00133338	2.49968	3399.9	0.0952128	0.000320467	7.86744e-08	0.0758292	4.23626e-07	6.31839e-05	7.84407e-05	0.229194	0.00463606	0.887582	0.0719752	0.0404424	0.000258562	0.0517506	649542
77	48.3306	1349.88	0.00172274	1.17842	0.00783768	17.5539	0.000857588	1.86827	0.020156	9.91829	0.000109386	0.156502	0.000201957	0.65588	3.39806e-05	0.0329543	0.0318063	89.8237	2.97771e-05	0.0841268	4.82966	165.109	0.000167324	0.00955393	0.000264595	0.0245612	0.183867	298.572	2.74405e-06	0.00266233	6.99515e-05	0.152449	2.00699	56.6788	0.00013231	0.00105205	0.00215131	0.000388597	0	0.000510862	0.000764772	1.71253e-08	0.000422289	0.0140073	0.00036228	0.0162598	0.000295289	0.0626347	0.0151042	0.000277243	0.0167159	0.00269932	29.8104	0.0161586	0.114218	1.14647	0.00169088	2.49967	3399.89	0.108879	0.000327022	8.19886e-08	0.0959553	4.70193e-07	6.4487e-05	7.89511e-05	0.255894	0.00521633	0.87391	0.0808008	0.0452896	0.000296155	0.0591816	649541
78	48.3227	1349.65	0.00195252	1.3356	0.00769732	17.2394	0.000954895	2.08023	0.0201536	9.91708	0.000110226	0.157705	0.000200133	0.649953	3.79284e-05	0.0367824	0.0317992	89.8036	3.3846e-05	0.0956221	4.82955	165.104	0.000170063	0.00971088	0.000297584	0.0276231	0.183763	298.403	3.52802e-06	0.0034229	8.97453e-05	0.195583	2.00092	56.5071	0.000131424	0.00105417	0.00214684	0.000389296	0	0.000511877	0.000766293	1.73675e-08	0.000539276	0.0157419	0.000462687	0.0161252	0.000296237	0.0710959	0.0168397	0.000311849	0.0187822	0.00303591	29.7837	0.0183232	0.130418	1.29071	0.00213078	2.49967	3399.88	0.124383	0.000333651	8.53753e-08	0.120639	5.23116e-07	6.5805e-05	8.02246e-05	0.28492	0.00585925	0.858859	0.0905373	0.0506036	0.000338772	0.0676014	649539
79	48.3138	1349.4	0.00221286	1.51367	0.00754154	16.8903	0.00105898	2.30695	0.0201512	9.91585	0.000111086	0.158934	0.000198088	0.643305	4.21787e-05	0.0409036	0.0317912	89.7807	3.84757e-05	0.108702	4.82942	165.099	0.000174769	0.00998019	0.000333882	0.0309921	0.183647	298.214	4.51272e-06	0.00437818	0.000114546	0.249628	1.99414	56.3155	0.000130559	0.0010563	0.00214234	0.000389986	0	0.000512893	0.000767816	1.78083e-08	0.000686945	0.0177709	0.000589447	0.0161112	0.000299946	0.0808468	0.0187623	0.000350969	0.0211982	0.0034301	29.7532	0.0208112	0.14881	1.44924	0.00266815	2.49966	3399.86	0.141997	0.000340425	8.88359e-08	0.150671	5.83275e-07	6.71518e-05	8.24231e-05	0.31646	0.00657299	0.84226	0.101303	0.0564376	0.000387071	0.0771486	649538
80	48.3038	1349.12	0.00250947	1.71657	0.00736898	16.5036	0.00116957	2.54783	0.0201486	9.91458	0.000111974	0.160204	0.000195794	0.635851	4.67312e-05	0.0453179	0.031782	89.7546	4.37397e-05	0.123573	4.82925	165.093	0.000181818	0.0103834	0.000373784	0.0346957	0.183518	298.003	5.74177e-06	0.00557048	0.000145415	0.316895	1.98659	56.1021	0.000129713	0.00105844	0.00213782	0.000390667	0	0.000513913	0.000769342	1.84847e-08	0.00087258	0.0201792	0.000748821	0.0162369	0.000306885	0.0922034	0.0209066	0.000395579	0.0240643	0.00389862	29.7186	0.0237002	0.169738	1.62314	0.0033201	2.49965	3399.84	0.162054	0.00034743	9.23726e-08	0.18693	6.51664e-07	6.85444e-05	8.57237e-05	0.350747	0.00736794	0.823891	0.113249	0.0628604	0.000441823	0.0879929	649536
81	48.2923	1348.79	0.00284976	1.94934	0.00717812	16.076	0.00128626	2.80199	0.020146	9.91325	0.000112904	0.161535	0.000193222	0.627493	5.15849e-05	0.050024	0.0317716	89.7249	4.97228e-05	0.140476	4.82903	165.085	0.000191628	0.0109444	0.000417648	0.0387669	0.183374	297.768	7.26629e-06	0.00704938	0.000183582	0.400063	1.97819	55.8645	0.000128879	0.0010606	0.00213326	0.000391339	0	0.000514937	0.000770872	1.94375e-08	0.00110499	0.0230754	0.000948378	0.0165188	0.000317525	0.105587	0.0233167	0.000446955	0.0275097	0.00446301	29.6789	0.0270938	0.193636	1.81364	0.00410613	2.49965	3399.81	0.184975	0.000354768	9.59886e-08	0.230387	7.29408e-07	7.00025e-05	9.0323e-05	0.388065	0.00825706	0.803473	0.126568	0.0699593	0.000503953	0.100345	649534
