Time	[ErbB1]	[ErbB2]	[ErbB3]	[ErbB4]	[EGF-ErbB1]	[HRG-ErbB3]	[HRG-ErbB4]	[(EGF-ErbB1)2]	[EGF-ErbB1-ErbB2]	[HRG-ErbB3-ErbB2]	[(HRG-ErbB3/4)2]	[HRG-Erb4-ErbB2]	[(HRG-Erb4)2]	[E11_p]	[E12_p]	[E23_p]	[E34_p]	[E24_p]	[E44_p]	[Grb2]	[Shc]	[PI-3K]	[RasGAP]	[SOS]	[Gab1]	[E11-Grb2]	[E11-Shc]	[E11-RasGAP]	[E12-Grb2]	[E12-Shc]	[E12-RasGAP]	[E23-Grb2]	[E23-Shc]	[E23-PI-3K]	[E23-RasGAP]	[E34-Grb2]	[E34-Shc]	[E34-PI-3K]	[E34-RasGAP]	[E24-Grb2]	[E24-Shc]	[E24-PI-3K]	[E24-RasGAP]	[E44-Grb2]	[E44-Shc]	[E44-PI-3K]	[E44-RasGAP]	[Sum Grb2]	[Sum Shc]	[Sum PI-3K]	[Sum RasGAP]	[Sum Gab1]	[Sum Shc_p]	[Sum Gab1_p]	[Sum Grb2-SOS]	[Sum Grb2-Gab1]	[Sum Shc_p-Grb2]	[Sum Gab1_p-Shc]	[Sum Gab1_p-PI-3K]	[Sum Gab1_p-RasGAP]	[Empty]	[PIP3-Gab1]	[PIP2]	[PIP3]	[Akt]	[RasGDP]	[RasGTP]	[Sum RasGAP_p]	[Raf]	[Raf*]	[MEK]	[MEK*]	[ERK]	[ERK*]	[SOS_p]	[Gab1_p]	[Gab1_SumGrb2-SOS]	[Sum PIP3-Gab1-Grb2]	[Sum PIP3-Gab1-Grb2_SOS]	[Sum SOS]	[ErbB1-ErbB3]	[ErbB1-ErbB4]	[ErbB1-ErbB3_p]	[ErbB1-ErbB3_p]	[E13-Grb2]	[E13-Shc]	[E13-PI-3K]	[E13-RasGAP]	[E14-Grb2]	[E14-Shc]	[E14-PI-3K]	[E14-RasGAP]	[PTP-1B]	[E11-PTP-1B]	[E12-PTP-1B]	[E23-PTP-1B]	[E34-PTP-1B]	[E24-PTP-1B]	[E44-PTP-1B]	[E13-PTP-1B]	[E14-PTP-1B]	[Sig-PTP-1B]	[E1_p-PTP-1B]	[E2_p-PTP-1B]	[E4_p-PTP-1B]	[E_E1_p-PTP-1B]	[H_E4_p-PTP-1B]	[Aktstar]	[SumGab1_p-PTP-1B]	[EGF]	[HRG]	[fint]	[p_ERK]	[ERK-MEK*]	[p_ERK-MEK*]	[p_ERK-ERKpase]	[ERKpase]	[ERK*-ERKpase]	[normalized Akt*]	[normalized Erk*]
49	193.412	28.5708	219.733	123.863	1.22794	11.2507	11.6267	2.74492	20.1581	27.6212	17.1768	37.6049	56.0061	0.00489746	0.00790362	0.358334	0.0225039	0.331738	0.104126	71.3348	10.6127	44.1997	83.4515	78.878	35.1985	0.0284609	0.000527724	0.0050316	0.102776	0.0423458	0.00405355	0.0234849	0.0838074	0.0537331	3.43875	7.89334	0.00947185	0.00632098	0.0820999	0.0464225	0.0479793	0.00343429	1.91922	0.00151178	0.180805	0.0319005	4.53104	5.3696	0.706576	2.2003	7.89299	1.71557	0.168132	0.589347	2.4418	0.76116	0.0126317	0.519027	2.10342	0.087876	10.3719	3.33335	190.078	1.18615	434.857	94.2162	1.48379	2.25553	693.586	49.4135	649.915	56.5394	151.784	88.3864	0.382535	1.31443	0.0903656	1.89489	0.507337	3.03951	2.08733	4.57797	0.0207689	0.0207689	0.545321	0.000111361	0.000108582	0.00671296	0.00897488	0.00326347	0.00137786	0.0737365	487.884	0.0353629	0.12005	3.34426	0.0536267	2.74001	4.06238	0.187737	0.000919134	12.1162	44.8019	31.3768	33.8447	0.914802	27.2168	9.14346	1.57185	8.92535	0.523745	0.180439	462.297	14.2864	51.2592	13.8323	18.0126	3.1551	0.486354	0.155287
50	188.419	27.8171	219.047	122.799	1.2942	11.4978	11.4982	3.035	20.6893	27.4821	17.3604	36.2148	54.7934	0.00544337	0.00815522	0.358409	0.0228661	0.321188	0.102428	71.0492	10.6026	44.1445	83.5587	78.7694	34.9223	0.0313265	0.000585119	0.0055885	0.105518	0.0436203	0.00418381	0.0233621	0.0836394	0.053674	3.43939	8.07167	0.00960347	0.00641457	0.0834251	0.0447235	0.0464151	0.00332196	1.86067	0.00148022	0.177645	0.0313748	4.47332	5.51148	0.715337	2.25548	7.81833	1.76735	0.169361	0.604087	2.50416	0.772285	0.0126583	0.532312	2.15914	0.0901198	10.3942	3.42966	189.883	1.2163	434.614	94.1701	1.52986	2.22296	691.451	51.5488	644.466	59.5102	142.832	95.4336	0.413224	1.41285	0.0918509	1.94965	0.52141	3.11742	2.24792	4.77259	0.0224758	0.0224758	0.579685	0.000120209	0.000117292	0.00726306	0.00935887	0.00341435	0.00144268	0.0773288	487.948	0.0392896	0.123929	3.34487	0.0544946	2.65601	4.01751	0.20303	0.000963667	12.0519	48.0915	33.2757	36.5524	1.00031	29.3252	9.38633	1.61184	8.8742	0.552514	0.180672	461.606	14.1504	53.8733	13.7212	17.8944	3.38439	0.499273	0.16763
51	183.286	27.0686	218.325	121.723	1.3635	11.7578	11.3615	3.35905	21.2153	27.3455	17.5425	34.8273	53.5168	0.00605749	0.00840907	0.35858	0.0232344	0.310602	0.100611	70.7602	10.593	44.0905	83.6689	78.6586	34.6467	0.0345516	0.000649692	0.00621681	0.108269	0.0449213	0.00431598	0.0232446	0.0835007	0.0536302	3.44123	8.25153	0.00973853	0.00650989	0.084786	0.0430323	0.0448503	0.00320951	1.80186	0.00144719	0.174312	0.0308154	4.41148	5.65687	0.72376	2.3095	7.74064	1.81811	0.170547	0.618513	2.5679	0.783639	0.0126801	0.545316	2.21369	0.092327	10.4177	3.52398	189.692	1.2458	434.376	94.1229	1.57705	2.1905	689.262	53.7379	638.947	62.578	134.382	102.763	0.445135	1.51435	0.0933544	2.00297	0.535043	3.1963	2.42163	4.96958	0.024337	0.024337	0.617263	0.00012987	0.000126802	0.00786471	0.00975054	0.00356962	0.00150933	0.0810598	488.014	0.0437125	0.127867	3.3463	0.0553795	2.57142	3.96907	0.219754	0.00100949	11.9855	51.428	35.168	39.3637	1.09079	31.4898	9.62435	1.65102	8.82024	0.582952	0.180886	460.165	13.9997	56.4752	13.5941	17.784	3.6219	0.511933	0.180466
52	178.035	26.3287	217.566	120.64	1.43557	12.031	11.2167	3.71959	21.7318	27.2132	17.722	33.4489	52.1798	0.00674563	0.00866325	0.358861	0.0236067	0.300023	0.098674	70.4679	10.5838	44.0377	83.7817	78.5456	34.3721	0.0381702	0.000722073	0.00692321	0.111002	0.0462405	0.00444915	0.0231332	0.0833951	0.0536038	3.44443	8.43293	0.00987632	0.00660638	0.0861764	0.0413552	0.0432909	0.00309737	1.74301	0.0014127	0.170806	0.0302222	4.34541	5.80591	0.731837	2.3623	7.66005	1.86769	0.171701	0.632623	2.63308	0.795279	0.0126979	0.558036	2.26705	0.0944982	10.4423	3.61618	189.506	1.27462	434.143	94.0746	1.62538	2.15827	687.018	55.9819	633.362	65.7447	126.407	110.363	0.478215	1.61869	0.0948794	2.05471	0.548207	3.27617	2.60879	5.16708	0.0263588	0.0263588	0.658296	0.000140382	0.000137148	0.00852045	0.0101463	0.00372809	0.00157728	0.0849058	488.083	0.0486756	0.131834	3.34868	0.0562768	2.48659	3.91691	0.237979	0.00105624	11.9174	54.7891	37.0457	42.2734	1.18615	33.7006	9.85726	1.68935	8.76348	0.614996	0.181083	458.018	13.8354	59.0576	13.4521	17.6806	3.86725	0.524322	0.193775
53	172.691	25.6005	216.768	119.553	1.51009	12.3174	11.064	4.11888	22.2341	27.087	17.8976	32.0858	50.7868	0.00751328	0.00891575	0.359264	0.0239809	0.289492	0.0966198	70.1722	10.5749	43.9861	83.8969	78.4306	34.0988	0.0422161	0.000802862	0.00771423	0.113693	0.0475688	0.00458239	0.0230288	0.0833262	0.0535967	3.44915	8.61585	0.0100161	0.00670349	0.0875899	0.0396978	0.041743	0.00298596	1.68436	0.00137681	0.167129	0.0295955	4.27501	5.95871	0.739561	2.41387	7.57672	1.91596	0.17283	0.64642	2.69973	0.807258	0.0127124	0.570477	2.31919	0.0966349	10.4683	3.70618	189.325	1.30274	433.915	94.0251	1.67487	2.12639	684.718	58.2819	627.716	69.0119	118.882	118.222	0.512409	1.72562	0.0964293	2.1048	0.560875	3.35704	2.80964	5.3631	0.0285467	0.0285467	0.703018	0.000151776	0.000148359	0.00923254	0.010542	0.00388842	0.00164593	0.088839	488.152	0.054221	0.135801	3.35213	0.0571815	2.40186	3.86089	0.257763	0.00110352	11.8478	58.1518	38.9014	45.2763	1.28625	35.9464	10.0848	1.72686	8.70398	0.648569	0.181263	455.207	13.6585	61.6135	13.2964	17.5836	4.12001	0.536428	0.207536
54	167.281	24.8869	215.929	118.468	1.58669	12.6172	10.9035	4.55888	22.7178	26.9686	18.0683	30.7433	49.3431	0.00836544	0.00916455	0.359803	0.024355	0.279047	0.0944521	69.8729	10.5664	43.9358	84.0142	78.3134	33.8274	0.0467212	0.000892615	0.00859603	0.116317	0.0488963	0.00471468	0.022932	0.0832974	0.0536106	3.45553	8.80023	0.0101571	0.00680063	0.0890197	0.0380656	0.0402117	0.00287566	1.62612	0.00133958	0.163288	0.028936	4.20026	6.11538	0.746933	2.46421	7.49085	1.96276	0.173944	0.659907	2.7679	0.819627	0.0127244	0.582644	2.37011	0.098739	10.4955	3.79391	189.15	1.33016	433.693	93.9745	1.72552	2.09496	682.361	60.639	622.012	72.3815	111.782	126.328	0.547654	1.8349	0.0980067	2.15315	0.573027	3.43894	3.0243	5.55556	0.0309048	0.0309048	0.751655	0.000164079	0.00016046	0.0100029	0.0109336	0.00404911	0.00171462	0.0928276	488.223	0.0603878	0.139738	3.35678	0.0580885	2.31755	3.80095	0.279157	0.00115088	11.7774	61.4921	40.7287	48.3666	1.39094	38.2155	10.307	1.76356	8.64183	0.683578	0.181429	451.776	13.47	64.1361	13.1278	17.4924	4.37977	0.548243	0.221727
55	161.832	24.1899	215.048	117.386	1.66496	12.9306	10.7358	5.04112	23.1788	26.8596	18.2333	29.4265	47.8546	0.00930637	0.00940759	0.360488	0.0247268	0.26872	0.0921763	69.57	10.5583	43.8867	84.1333	78.1942	33.558	0.0517144	0.000991816	0.00957418	0.118846	0.050213	0.00484505	0.0228436	0.0833119	0.0536473	3.46369	8.986	0.0102986	0.00689722	0.090459	0.0364631	0.0387021	0.00276681	1.5685	0.00130112	0.15929	0.0282452	4.12119	6.27598	0.753955	2.51333	7.40265	2.00799	0.175053	0.673096	2.83761	0.832433	0.0127346	0.594549	2.41982	0.100813	10.5239	3.87933	188.979	1.35687	433.476	93.9227	1.77734	2.06409	679.946	63.0543	616.255	75.8551	105.085	134.668	0.583886	1.94628	0.0996138	2.19969	0.584646	3.52187	3.2528	5.74234	0.0334361	0.0334361	0.804418	0.000177314	0.000173469	0.0108332	0.0113164	0.00420861	0.00178266	0.0968366	488.294	0.0672099	0.143611	3.36272	0.0589929	2.23395	3.73704	0.302199	0.00119785	11.7064	64.786	42.5224	51.5383	1.49997	40.4955	10.5236	1.79945	8.57711	0.719914	0.181581	447.765	13.2707	66.6187	12.9475	17.4065	4.64604	0.559764	0.236325
56	156.372	23.5117	214.125	116.313	1.74448	13.2578	10.5612	5.56666	23.6133	26.7614	18.3917	28.1396	46.3282	0.0103394	0.00964291	0.361329	0.0250944	0.258543	0.0897998	69.2635	10.5505	43.8387	84.2538	78.0731	33.291	0.0572209	0.00110086	0.0106535	0.121256	0.0515085	0.00497251	0.0227641	0.0833721	0.0537082	3.47376	9.1731	0.0104398	0.0069927	0.0919011	0.0348946	0.0372183	0.00265971	1.51166	0.00126155	0.155146	0.0275247	4.03788	6.44059	0.760637	2.56126	7.31238	2.05155	0.176167	0.685996	2.90887	0.845717	0.0127438	0.606205	2.46834	0.102858	10.5536	3.96244	188.815	1.38288	433.265	93.8697	1.83032	2.03387	677.471	65.5289	610.449	79.4344	98.7683	143.225	0.621036	2.05949	0.101253	2.24438	0.595721	3.60584	3.49506	5.92139	0.0361422	0.0361422	0.861503	0.000191494	0.000187397	0.0117246	0.0116859	0.00436528	0.00184932	0.100829	488.365	0.074715	0.14739	3.37006	0.0598897	2.15133	3.66919	0.326917	0.00124394	11.6353	68.0099	44.2779	54.7853	1.61308	42.7735	10.7346	1.83457	8.50997	0.757455	0.181721	443.216	13.0617	69.0548	12.7563	17.3254	4.91835	0.570991	0.251304
57	150.929	22.8537	213.158	115.25	1.8248	13.5988	10.3803	6.13598	24.0179	26.6754	18.5427	26.8863	44.7711	0.0114669	0.00986866	0.362333	0.0254559	0.248544	0.0873315	68.9532	10.543	43.792	84.3753	77.9501	33.0266	0.0632604	0.00122004	0.0118377	0.123526	0.0527729	0.00509612	0.0226939	0.0834804	0.0537942	3.48583	9.36139	0.0105799	0.00708652	0.0933391	0.0333635	0.0357641	0.00255465	1.45576	0.001221	0.150869	0.0267769	3.95049	6.60921	0.766989	2.60803	7.22031	2.09335	0.177295	0.698623	2.98169	0.859515	0.0127526	0.617626	2.5157	0.104879	10.5846	4.04325	188.655	1.40819	433.06	93.8155	1.88446	2.00438	674.936	68.0638	604.597	83.1208	92.8121	151.986	0.659033	2.17429	0.102925	2.2872	0.606246	3.69086	3.7509	6.09076	0.0390235	0.0390235	0.923085	0.000206628	0.00020225	0.0126779	0.0120378	0.0045175	0.0019139	0.104766	488.435	0.0829232	0.151044	3.37888	0.0607739	2.06992	3.59745	0.353325	0.00128866	11.5646	71.141	45.9915	58.101	1.72997	45.0366	10.9402	1.86896	8.44054	0.796063	0.18185	438.169	12.8438	71.4381	12.5553	17.2486	5.19617	0.581925	0.266636
58	145.53	22.2169	212.147	114.199	1.90547	13.9538	10.1936	6.74897	24.3901	26.6026	18.6858	25.6695	43.191	0.0126899	0.0100831	0.363507	0.0258092	0.238745	0.0847817	68.6393	10.5358	43.7463	84.4976	77.8253	32.765	0.0698466	0.00134952	0.0131295	0.125632	0.0539965	0.00521502	0.0226332	0.0836381	0.0539063	3.49998	9.55077	0.0107183	0.00717817	0.0947663	0.0318729	0.0343427	0.00245185	1.40095	0.00117963	0.146473	0.0260046	3.85922	6.78185	0.773027	2.65368	7.12674	2.13332	0.178446	0.710991	3.05604	0.873858	0.0127618	0.62883	2.56195	0.106878	10.6168	4.12178	188.501	1.43284	432.86	93.7603	1.93973	1.97569	672.34	70.66	598.704	86.9158	87.1972	160.934	0.697802	2.29039	0.104631	2.32812	0.616218	3.77689	4.02007	6.24866	0.0420794	0.0420794	0.989315	0.000222718	0.000218024	0.0136935	0.0123679	0.0046637	0.0019757	0.108609	488.505	0.0918454	0.154545	3.38924	0.061641	1.98994	3.52195	0.381426	0.00133155	11.4946	74.1579	47.6602	61.4787	1.85028	47.2715	11.1404	1.90264	8.369	0.83559	0.181968	432.664	12.6177	73.7626	12.3453	17.1758	5.47897	0.592573	0.282296
59	140.2	21.6022	211.091	113.164	1.98607	14.323	10.0017	7.40491	24.7277	26.544	18.8205	24.4916	41.5959	0.0140079	0.0102849	0.364853	0.0261527	0.229167	0.0821622	68.3217	10.5288	43.7017	84.6201	77.6988	32.5064	0.0769856	0.00148931	0.01453	0.127558	0.0551703	0.00532841	0.0225822	0.0838464	0.0540449	3.51625	9.7411	0.0108543	0.00726716	0.0961765	0.0304251	0.0329567	0.00235151	1.34732	0.00113762	0.141975	0.0252109	3.76432	6.95848	0.77877	2.69828	7.03199	2.17142	0.179628	0.723117	3.13193	0.88877	0.0127719	0.639836	2.60713	0.108857	10.6502	4.19811	188.352	1.45683	432.665	93.7039	1.9961	1.94787	669.682	73.3182	592.772	90.8207	81.9054	170.054	0.737265	2.40755	0.106371	2.36714	0.62564	3.86394	4.30228	6.39357	0.0453079	0.0453079	1.06032	0.00023976	0.00023471	0.0147717	0.0126724	0.00480238	0.00203406	0.11232	488.574	0.101483	0.157866	3.40119	0.0624865	1.91158	3.44286	0.411211	0.00137215	11.4257	77.0411	49.2818	64.9116	1.97367	49.4654	11.3353	1.93567	8.29553	0.875874	0.182076	426.74	12.3846	76.0226	12.1273	17.1065	5.7662	0.602942	0.298252
60	134.964	21.01	209.991	112.144	2.06618	14.7065	9.80549	8.10244	25.0291	26.5003	18.9465	23.3545	39.9937	0.0154194	0.0104726	0.366373	0.0264847	0.219826	0.0794854	68.0004	10.5221	43.6581	84.7426	77.5707	32.251	0.0846759	0.00163931	0.0160391	0.129289	0.0562859	0.0054356	0.0225408	0.0841055	0.05421	3.53466	9.93221	0.0109871	0.00735302	0.0975632	0.0290221	0.0316081	0.00225378	1.29497	0.00109514	0.137395	0.0243994	3.66612	7.13905	0.784239	2.74187	6.93641	2.20763	0.18085	0.735017	3.2093	0.904268	0.0127835	0.650661	2.65131	0.110819	10.6849	4.2723	188.209	1.48021	432.475	93.6465	2.05354	1.92097	666.961	76.0393	586.806	94.8364	76.9197	179.327	0.777344	2.52549	0.108145	2.4043	0.634518	3.95197	4.59714	6.52419	0.048706	0.048706	1.1362	0.000257745	0.000252296	0.0159119	0.0129478	0.00493221	0.00208841	0.115864	488.642	0.111827	0.160987	3.41474	0.0633064	1.83498	3.3604	0.442661	0.00141007	11.3584	79.7734	50.8543	68.3924	2.09973	51.6055	11.5252	1.96809	8.22033	0.916745	0.182176	420.436	12.1451	78.2127	11.9021	17.0406	6.0573	0.613041	0.314477
61	129.842	20.4405	208.846	111.142	2.14542	15.1043	9.60555	8.83959	25.2937	26.472	19.0635	22.2595	38.3926	0.0169212	0.0106453	0.368064	0.0268039	0.210737	0.0767648	67.6756	10.5156	43.6155	84.8646	77.4411	31.9988	0.0929071	0.00179923	0.0176551	0.130812	0.0573363	0.005536	0.0225089	0.0844151	0.0544013	3.5552	10.1239	0.0111162	0.00743536	0.0989206	0.0276651	0.0302986	0.00215881	1.24398	0.0010524	0.132752	0.0235739	3.56497	7.32347	0.789456	2.78451	6.84033	2.24195	0.182116	0.746706	3.28813	0.920362	0.0127971	0.661323	2.69453	0.112767	10.7206	4.34442	188.07	1.50299	432.29	93.588	2.11201	1.89503	664.176	78.8239	580.808	98.9639	72.2239	188.736	0.817958	2.64396	0.109952	2.43961	0.642862	4.04094	4.90426	6.63955	0.0522698	0.0522698	1.21703	0.000276658	0.00027076	0.0171137	0.0131916	0.00505199	0.00213824	0.119207	488.707	0.122856	0.163886	3.42989	0.0640968	1.76029	3.27483	0.475746	0.00144495	11.293	82.3402	52.3764	71.9139	2.22809	53.6799	11.7102	1.99993	8.1436	0.958024	0.182267	413.79	11.9	80.3278	11.6708	16.9776	6.35168	0.622884	0.330938
62	124.853	19.8935	207.658	110.158	2.22345	15.5166	9.40268	9.61388	25.5213	26.4595	19.1716	21.2074	36.8002	0.0185087	0.0108021	0.369922	0.0271087	0.201909	0.0740142	67.3474	10.5093	43.5737	84.9858	77.3102	31.7501	0.10166	0.00196866	0.0193747	0.132119	0.0583152	0.00562914	0.022486	0.084774	0.0546181	3.57785	10.3161	0.0112409	0.00751378	0.100243	0.0263554	0.0290293	0.00206669	1.19441	0.00100958	0.128066	0.0227382	3.46127	7.51162	0.794446	2.82628	6.74411	2.27439	0.183434	0.758201	3.36834	0.937055	0.0128129	0.67184	2.73687	0.114703	10.7575	4.41459	187.936	1.52522	432.109	93.5286	2.17144	1.87007	661.327	81.6726	574.783	103.204	67.803	198.264	0.859023	2.76269	0.111791	2.47311	0.650685	4.13082	5.22321	6.73899	0.0559944	0.0559944	1.30285	0.000296479	0.000290078	0.0183762	0.0134014	0.00516073	0.00218311	0.122319	488.77	0.134542	0.16655	3.44662	0.0648544	1.68761	3.18646	0.510426	0.0014765	11.2298	84.7298	53.8472	75.4686	2.35837	55.6772	11.8906	2.03123	8.06555	0.999528	0.182351	406.837	11.6503	82.3631	11.434	16.9173	6.64875	0.632481	0.347605
63	120.014	19.3689	206.425	109.193	2.29996	15.9433	9.19766	10.4223	25.7121	26.4628	19.2706	20.1988	35.224	0.0201762	0.0109426	0.371941	0.027398	0.193353	0.0712474	67.0159	10.5031	43.5328	85.1058	77.178	31.5048	0.110908	0.00214704	0.0211932	0.133205	0.0592178	0.00571466	0.0224717	0.0851806	0.0548594	3.60253	10.5086	0.0113608	0.00758795	0.101525	0.0250935	0.0278011	0.0019775	1.14629	0.000966889	0.123359	0.0218964	3.35546	7.70339	0.799233	2.86722	6.64811	2.30498	0.184806	0.769514	3.44989	0.954342	0.0128314	0.682229	2.77836	0.116629	10.7956	4.4829	187.807	1.54692	431.933	93.4682	2.23179	1.84611	658.414	84.5857	568.732	107.557	63.6424	207.892	0.900458	2.88142	0.11366	2.50486	0.658004	4.22155	5.55357	6.82214	0.0598743	0.0598743	1.39367	0.000317185	0.00031022	0.0196979	0.0135758	0.00525767	0.00222272	0.125177	488.831	0.146843	0.168966	3.46489	0.0655758	1.61703	3.09565	0.546655	0.00150451	11.1691	86.9337	55.266	79.0489	2.49019	57.587	12.0667	2.06204	7.98641	1.04107	0.182429	399.614	11.3967	84.3143	11.1927	16.8594	6.94791	0.641847	0.364445
64	115.337	18.8662	205.151	108.248	2.37471	16.3844	8.99125	11.2615	25.8671	26.4819	19.3606	19.2337	33.6708	0.0219166	0.0110665	0.374111	0.0276708	0.185075	0.0684784	66.6812	10.4971	43.4926	85.2241	77.0447	31.2631	0.120614	0.00233367	0.0231043	0.134068	0.0600402	0.0057923	0.0224652	0.0856326	0.0551238	3.62915	10.7011	0.0114753	0.00765756	0.102762	0.0238798	0.0266145	0.00189129	1.09967	0.000924509	0.11865	0.0210526	3.24799	7.8986	0.803842	2.90739	6.55268	2.33379	0.186235	0.780659	3.53268	0.972213	0.0128525	0.692502	2.81908	0.118546	10.8347	4.54944	187.683	1.56813	431.761	93.407	2.29297	1.82317	655.436	87.5636	562.66	112.023	59.7286	217.603	0.942177	2.99991	0.115558	2.53491	0.664835	4.31307	5.89489	6.88895	0.0639032	0.0639032	1.48947	0.000338746	0.000331154	0.0210775	0.013714	0.00534223	0.00225683	0.12776	488.889	0.159711	0.171127	3.4846	0.0662584	1.54861	3.00277	0.584377	0.00152881	11.1114	88.946	56.6321	82.6473	2.6232	59.4003	12.2387	2.09238	7.9064	1.08246	0.182499	392.155	11.14	86.1774	10.9476	16.8038	7.24856	0.650995	0.381427
65	110.832	18.385	203.835	107.322	2.44749	16.8397	8.78424	12.1278	25.9877	26.5166	19.4418	18.3119	32.1472	0.0237222	0.0111738	0.376421	0.027926	0.177079	0.0657204	66.3436	10.4911	43.4532	85.3406	76.9106	31.0251	0.130736	0.00252777	0.0251008	0.13471	0.0607798	0.00586193	0.022466	0.0861272	0.0554096	3.6576	10.8934	0.0115839	0.00772237	0.103948	0.0227144	0.0254698	0.00180812	1.05456	0.000882624	0.113962	0.0202109	3.13935	8.09707	0.808298	2.94685	6.45818	2.36087	0.187724	0.791645	3.61664	0.990649	0.0128766	0.702673	2.85906	0.120454	10.8748	4.61433	187.562	1.58889	431.593	93.3451	2.35492	1.80126	652.394	90.6062	556.569	116.601	56.0487	227.376	0.984096	3.1179	0.117481	2.56332	0.671198	4.40532	6.24673	6.93964	0.0680741	0.0680741	1.59022	0.000361132	0.000352842	0.022513	0.0138157	0.00541409	0.00228532	0.130052	488.943	0.173087	0.173028	3.50569	0.0668996	1.48241	2.90822	0.62353	0.00154932	11.0567	90.764	57.9454	86.256	2.75705	61.1088	12.4068	2.12228	7.82571	1.12352	0.182565	384.496	10.881	87.9489	10.6996	16.7503	7.5501	0.659938	0.398517
66	106.507	17.9246	202.479	106.417	2.51813	17.3091	8.57736	13.0173	26.0756	26.5665	19.5143	17.4331	30.6587	0.025584	0.0112645	0.378859	0.028163	0.169369	0.0629865	66.0034	10.4852	43.4144	85.4547	76.7756	30.7908	0.141223	0.00272842	0.027174	0.135134	0.0614351	0.0059235	0.0224731	0.086661	0.0557149	3.68774	11.0855	0.0116862	0.00778216	0.105079	0.0215972	0.024367	0.001728	1.01097	0.000841409	0.109312	0.019375	3.02999	8.29861	0.812623	2.98564	6.36492	2.38631	0.189271	0.80248	3.70168	1.00963	0.0129035	0.71275	2.89835	0.122354	10.916	4.67767	187.446	1.60921	431.429	93.2825	2.41754	1.78036	649.286	93.7136	550.462	121.292	52.5903	237.194	1.02613	3.23516	0.119426	2.59017	0.677116	4.49823	6.60864	6.97467	0.0723797	0.0723797	1.69584	0.000384304	0.000375245	0.0240025	0.0138814	0.0054731	0.00230817	0.132045	488.995	0.186908	0.17467	3.52803	0.0674975	1.41847	2.81241	0.664047	0.001566	11.0054	92.3876	59.2058	89.8674	2.89144	62.7059	12.5714	2.15176	7.74457	1.16407	0.182624	376.668	10.6204	89.6258	10.4495	16.6986	7.85192	0.668691	0.415684
67	102.365	17.4843	201.085	105.531	2.58651	17.7923	8.37134	13.926	26.1328	26.6312	19.5785	16.5966	29.2104	0.0274928	0.0113391	0.381411	0.0283811	0.161946	0.0602886	65.6607	10.4794	43.3762	85.5663	76.6401	30.5604	0.15202	0.00293467	0.0293145	0.135347	0.0620059	0.00597705	0.0224856	0.0872302	0.0560376	3.7194	11.2769	0.0117819	0.00783675	0.106152	0.0205277	0.023306	0.00165093	0.968912	0.00080102	0.104721	0.0185487	2.92042	8.50299	0.816839	3.0238	6.27323	2.41018	0.190877	0.81317	3.7877	1.02911	0.0129332	0.722742	2.937	0.124247	10.9582	4.73956	187.333	1.62912	431.267	93.2192	2.48076	1.76047	646.115	96.8853	544.342	126.094	49.3418	247.038	1.0682	3.35145	0.121392	2.61551	0.682608	4.5917	6.98018	6.99472	0.0768118	0.0768118	1.80624	0.000408225	0.00039832	0.0255436	0.0139119	0.00551935	0.00232542	0.133732	489.042	0.201106	0.176055	3.5515	0.0680502	1.35681	2.71578	0.705853	0.00157889	10.9576	93.819	60.4132	93.4739	3.02607	64.1865	12.7326	2.18084	7.66317	1.20393	0.182679	368.704	10.359	91.2055	10.198	16.6486	8.15342	0.677265	0.432894
68	98.4078	17.0636	199.655	104.666	2.65254	18.289	8.16684	14.8499	26.1614	26.7099	19.6346	15.8015	27.8066	0.029439	0.011398	0.384061	0.0285798	0.154812	0.0576378	65.3159	10.4735	43.3386	85.675	76.5041	30.3338	0.163067	0.0031455	0.0315123	0.135357	0.0624926	0.00602272	0.0225027	0.0878308	0.0563754	3.75242	11.4677	0.0118706	0.00788601	0.107163	0.0195056	0.0222865	0.00157692	0.928385	0.000761602	0.100205	0.0177354	2.81108	8.70997	0.820965	3.06136	6.18339	2.4326	0.19254	0.82372	3.87459	1.04907	0.0129655	0.732653	2.97503	0.126131	11.0013	4.80008	187.224	1.64866	431.109	93.1555	2.54447	1.74157	642.879	100.121	538.211	131.006	46.2922	256.889	1.11022	3.46655	0.123373	2.63943	0.687697	4.68566	7.36092	7.00061	0.081362	0.081362	1.92127	0.000432851	0.000422022	0.0271337	0.0139086	0.00555307	0.00233721	0.135113	489.086	0.215609	0.177189	3.57598	0.0685564	1.29744	2.61874	0.748871	0.00158807	10.9135	95.0627	61.5679	97.0681	3.16068	65.5465	12.8906	2.20953	7.58169	1.24293	0.18273	360.635	10.0974	92.686	9.94587	16.6001	8.45401	0.685672	0.450116
