Time	[camR]	[ca]	[camR_ca1_A]	[camR_ca1_B]	[camR_ca1_C]	[camR_ca1_D]	[camR_ca2_AB]	[camR_ca2_AC]	[camR_ca2_AD]	[camR_ca2_BC]	[camR_ca2_BD]	[camR_ca2_CD]	[camR_ca3_ABC]	[camR_ca3_ABD]	[camR_ca3_ACD]	[camR_ca3_BCD]	[camR_ca4_ABCD]	[camT]	[camT_ca1_A]	[camT_ca1_B]	[camT_ca1_C]	[camT_ca1_D]	[camT_ca2_AB]	[camT_ca2_AC]	[camT_ca2_AD]	[camT_ca2_BC]	[camT_ca2_BD]	[camT_ca2_CD]	[camT_ca3_ABC]	[camT_ca3_ABD]	[camT_ca3_ACD]	[camT_ca3_BCD]	[camT_ca4_ABCD]	[CaMKII]	[camR_CaMKII]	[camR_ca1_A_CaMKII]	[camR_ca1_B_CaMKII]	[camR_ca1_C_CaMKII]	[camR_ca1_D_CaMKII]	[camR_ca2_AB_CaMKII]	[camR_ca2_AC_CaMKII]	[camR_ca2_AD_CaMKII]	[camR_ca2_BC_CaMKII]	[camR_ca2_BD_CaMKII]	[camR_ca2_CD_CaMKII]	[camR_ca3_ABC_CaMKII]	[camR_ca3_ABD_CaMKII]	[camR_ca3_ACD_CaMKII]	[camR_ca3_BCD_CaMKII]	[camR_ca4_ABCD_CaMKII]	[PP2B]	[camR_PP2B]	[camR_ca1_A_PP2B]	[camR_ca1_B_PP2B]	[camR_ca1_C_PP2B]	[camR_ca1_D_PP2B]	[camR_ca2_AB_PP2B]	[camR_ca2_AC_PP2B]	[camR_ca2_AD_PP2B]	[camR_ca2_BC_PP2B]	[camR_ca2_BD_PP2B]	[camR_ca2_CD_PP2B]	[camR_ca3_ABC_PP2B]	[camR_ca3_ABD_PP2B]	[camR_ca3_ACD_PP2B]	[camR_ca3_BCD_PP2B]	[camR_ca4_ABCD_PP2B]
65	5.15442e-18	9.42414e-06	3.69096e-19	1.84635e-16	1.76475e-19	2.11366e-16	3.05338e-15	3.00243e-18	3.49545e-15	1.49233e-15	1.52618e-12	1.7084e-15	1.45878e-15	1.72554e-12	1.67005e-15	8.25148e-13	9.34506e-13	1.06552e-13	4.78255e-16	2.39271e-13	2.28634e-16	2.73913e-13	1.00182e-15	9.91269e-19	1.14687e-15	4.91437e-16	4.94771e-13	5.62588e-16	1.88201e-18	2.21495e-15	2.15456e-18	1.0592e-15	4.75011e-18	6.99965e-05	2.82726e-15	3.19369e-15	1.60255e-12	1.52648e-15	1.83465e-12	1.83375e-12	1.74077e-15	2.09933e-12	8.74829e-13	1.05557e-09	1.00153e-12	9.93662e-13	1.19563e-09	1.13757e-12	5.71707e-10	6.47575e-10	1.40348e-06	1.61449e-13	1.82872e-13	9.16571e-11	8.74422e-14	1.04932e-10	1.03826e-10	9.90501e-14	1.18863e-10	4.96451e-11	5.95758e-08	5.68351e-11	5.62343e-11	6.74821e-08	6.43785e-11	3.22673e-08	3.65495e-08
66	5.07332e-18	9.42414e-06	3.63289e-19	1.81739e-16	1.73698e-19	2.08052e-16	3.00557e-15	2.95526e-18	3.44072e-15	1.46895e-15	1.50237e-12	1.68163e-15	1.43602e-15	1.69862e-12	1.64399e-15	8.12277e-13	9.1993e-13	1.04875e-13	4.7073e-16	2.35519e-13	2.25037e-16	2.69617e-13	9.86133e-16	9.75686e-19	1.1289e-15	4.83735e-16	4.87052e-13	5.53771e-16	1.85264e-18	2.1804e-15	2.12093e-18	1.04268e-15	4.67602e-18	6.99966e-05	2.77338e-15	3.13281e-15	1.57201e-12	1.49738e-15	1.79968e-12	1.79886e-12	1.70762e-15	2.05939e-12	8.58178e-13	1.03549e-09	9.82466e-13	9.74758e-13	1.1729e-09	1.11593e-12	5.60836e-10	6.35262e-10	1.40341e-06	1.61504e-13	1.82934e-13	9.16881e-11	8.74718e-14	1.04967e-10	1.03861e-10	9.90836e-14	1.18903e-10	4.96619e-11	5.95959e-08	5.68543e-11	5.62533e-11	6.75049e-08	6.44003e-11	3.22782e-08	3.65618e-08
67	4.99829e-18	9.42414e-06	3.57917e-19	1.7906e-16	1.71129e-19	2.04985e-16	2.96133e-15	2.91161e-18	3.39009e-15	1.44732e-15	1.48035e-12	1.65687e-15	1.41496e-15	1.67373e-12	1.61987e-15	8.0037e-13	9.06445e-13	1.03324e-13	4.63768e-16	2.32047e-13	2.21709e-16	2.65643e-13	9.71616e-16	9.61268e-19	1.11229e-15	4.7661e-16	4.79912e-13	5.45615e-16	1.82546e-18	2.14844e-15	2.08982e-18	1.0274e-15	4.60747e-18	6.99966e-05	2.72354e-15	3.07648e-15	1.54375e-12	1.47045e-15	1.76733e-12	1.76659e-12	1.67695e-15	2.02244e-12	8.42774e-13	1.01693e-09	9.64831e-13	9.5727e-13	1.15187e-09	1.09591e-12	5.5078e-10	6.23871e-10	1.40335e-06	1.61554e-13	1.82992e-13	9.17168e-11	8.74992e-14	1.05e-10	1.03894e-10	9.91145e-14	1.1894e-10	4.96774e-11	5.96145e-08	5.6872e-11	5.62708e-11	6.7526e-08	6.44204e-11	3.22883e-08	3.65732e-08
68	4.92887e-18	9.42414e-06	3.52946e-19	1.76582e-16	1.68753e-19	2.02148e-16	2.92041e-15	2.87123e-18	3.34325e-15	1.42731e-15	1.45997e-12	1.63396e-15	1.39547e-15	1.65069e-12	1.59757e-15	7.89355e-13	8.9397e-13	1.01889e-13	4.57328e-16	2.28835e-13	2.1863e-16	2.61966e-13	9.58187e-16	9.4793e-19	1.09692e-15	4.70018e-16	4.73306e-13	5.3807e-16	1.80032e-18	2.11887e-15	2.06104e-18	1.01326e-15	4.54406e-18	6.99967e-05	2.67743e-15	3.02437e-15	1.51761e-12	1.44554e-15	1.7374e-12	1.73673e-12	1.64858e-15	1.98826e-12	8.28523e-13	9.9975e-10	9.48516e-13	9.41092e-13	1.13241e-09	1.07739e-12	5.41477e-10	6.13333e-10	1.40329e-06	1.61601e-13	1.83045e-13	9.17434e-11	8.75246e-14	1.0503e-10	1.03924e-10	9.91432e-14	1.18975e-10	4.96917e-11	5.96317e-08	5.68885e-11	5.62871e-11	6.75454e-08	6.4439e-11	3.22976e-08	3.65838e-08
69	4.86466e-18	9.42414e-06	3.48348e-19	1.74289e-16	1.66554e-19	1.99524e-16	2.88256e-15	2.83387e-18	3.29991e-15	1.40879e-15	1.44112e-12	1.61277e-15	1.37745e-15	1.62938e-12	1.57693e-15	7.79164e-13	8.82429e-13	1.00562e-13	4.51369e-16	2.25864e-13	2.15781e-16	2.58565e-13	9.45763e-16	9.35591e-19	1.08269e-15	4.6392e-16	4.67195e-13	5.31089e-16	1.77706e-18	2.09151e-15	2.03442e-18	1.00018e-15	4.4854e-18	6.99968e-05	2.63477e-15	2.97616e-15	1.49342e-12	1.4225e-15	1.70971e-12	1.70911e-12	1.62233e-15	1.95663e-12	8.1534e-13	9.83859e-10	9.33424e-13	9.26126e-13	1.11441e-09	1.06025e-12	5.3287e-10	6.03584e-10	1.40324e-06	1.61644e-13	1.83094e-13	9.1768e-11	8.7548e-14	1.05058e-10	1.03952e-10	9.91697e-14	1.19007e-10	4.9705e-11	5.96477e-08	5.69037e-11	5.63021e-11	6.75635e-08	6.44562e-11	3.23062e-08	3.65936e-08
70	4.80525e-18	9.42414e-06	3.44094e-19	1.72168e-16	1.64521e-19	1.97095e-16	2.84753e-15	2.79931e-18	3.25982e-15	1.39167e-15	1.42368e-12	1.59317e-15	1.36077e-15	1.60967e-12	1.55784e-15	7.69736e-13	8.71752e-13	9.9334e-14	4.45858e-16	2.23115e-13	2.13146e-16	2.55419e-13	9.34269e-16	9.24176e-19	1.06954e-15	4.58278e-16	4.61542e-13	5.24631e-16	1.75555e-18	2.06621e-15	2.00978e-18	9.88075e-16	4.43113e-18	6.99968e-05	2.59531e-15	2.93156e-15	1.47105e-12	1.40118e-15	1.6841e-12	1.68355e-12	1.59805e-15	1.92738e-12	8.03143e-13	9.69158e-10	9.19461e-13	9.12279e-13	1.09776e-09	1.0444e-12	5.24908e-10	5.94565e-10	1.40319e-06	1.61684e-13	1.83139e-13	9.17907e-11	8.75697e-14	1.05085e-10	1.03977e-10	9.91942e-14	1.19036e-10	4.97173e-11	5.96624e-08	5.69177e-11	5.6316e-11	6.75801e-08	6.44721e-11	3.23142e-08	3.66026e-08
71	4.7503e-18	9.42414e-06	3.40159e-19	1.70205e-16	1.62639e-19	1.94849e-16	2.81513e-15	2.76734e-18	3.22273e-15	1.37582e-15	1.40755e-12	1.57503e-15	1.34535e-15	1.59143e-12	1.54018e-15	7.61014e-13	8.61873e-13	9.81979e-14	4.40759e-16	2.20571e-13	2.10709e-16	2.52507e-13	9.23635e-16	9.13617e-19	1.05736e-15	4.53058e-16	4.56311e-13	5.18656e-16	1.73564e-18	2.04279e-15	1.98699e-18	9.76878e-16	4.38091e-18	6.99968e-05	2.5588e-15	2.8903e-15	1.45035e-12	1.38146e-15	1.6604e-12	1.65991e-12	1.57559e-15	1.90031e-12	7.9186e-13	9.55558e-10	9.06543e-13	8.9947e-13	1.08236e-09	1.02974e-12	5.17542e-10	5.86222e-10	1.40315e-06	1.61721e-13	1.83181e-13	9.18117e-11	8.75898e-14	1.05109e-10	1.04001e-10	9.92169e-14	1.19063e-10	4.97287e-11	5.9676e-08	5.69307e-11	5.63289e-11	6.75956e-08	6.44868e-11	3.23216e-08	3.66109e-08
72	4.69945e-18	9.42414e-06	3.36519e-19	1.6839e-16	1.60898e-19	1.92771e-16	2.78516e-15	2.73777e-18	3.18842e-15	1.36116e-15	1.39262e-12	1.55825e-15	1.33107e-15	1.57455e-12	1.52384e-15	7.52945e-13	8.52735e-13	9.71469e-14	4.36041e-16	2.18219e-13	2.08453e-16	2.49814e-13	9.13797e-16	9.03847e-19	1.0461e-15	4.48229e-16	4.51472e-13	5.13129e-16	1.71722e-18	2.02113e-15	1.96591e-18	9.6652e-16	4.33446e-18	6.99969e-05	2.52502e-15	2.85213e-15	1.4312e-12	1.36321e-15	1.63848e-12	1.63804e-12	1.5548e-15	1.87527e-12	7.81421e-13	9.42976e-10	8.94593e-13	8.8762e-13	1.0681e-09	1.01617e-12	5.10727e-10	5.78503e-10	1.40311e-06	1.61755e-13	1.8322e-13	9.18312e-11	8.76083e-14	1.05131e-10	1.04023e-10	9.92379e-14	1.19088e-10	4.97392e-11	5.96886e-08	5.69428e-11	5.63408e-11	6.76098e-08	6.45005e-11	3.23284e-08	3.66187e-08
73	4.6524e-18	9.42414e-06	3.3315e-19	1.6671e-16	1.59288e-19	1.90848e-16	2.75743e-15	2.7104e-18	3.15668e-15	1.3476e-15	1.37881e-12	1.54272e-15	1.31787e-15	1.55894e-12	1.50873e-15	7.4548e-13	8.44281e-13	9.61743e-14	4.31676e-16	2.16042e-13	2.06367e-16	2.47323e-13	9.04697e-16	8.94807e-19	1.03569e-15	4.43762e-16	4.46995e-13	5.08015e-16	1.70019e-18	2.0011e-15	1.94641e-18	9.56938e-16	4.29149e-18	6.99969e-05	2.49378e-15	2.81682e-15	1.41349e-12	1.34634e-15	1.6182e-12	1.6178e-12	1.53558e-15	1.85211e-12	7.71764e-13	9.31336e-10	8.83538e-13	8.76657e-13	1.05492e-09	1.00362e-12	5.04423e-10	5.71362e-10	1.40307e-06	1.61787e-13	1.83256e-13	9.18491e-11	8.76255e-14	1.05151e-10	1.04043e-10	9.92573e-14	1.19112e-10	4.97489e-11	5.97002e-08	5.69539e-11	5.63518e-11	6.7623e-08	6.45131e-11	3.23347e-08	3.66258e-08
74	4.60888e-18	9.42414e-06	3.30033e-19	1.65157e-16	1.57798e-19	1.8907e-16	2.73177e-15	2.68508e-18	3.12731e-15	1.33505e-15	1.36604e-12	1.52836e-15	1.30565e-15	1.5445e-12	1.49474e-15	7.38574e-13	8.3646e-13	9.52745e-14	4.27637e-16	2.14028e-13	2.04436e-16	2.45018e-13	8.96277e-16	8.86444e-19	1.02605e-15	4.3963e-16	4.42854e-13	5.03285e-16	1.68442e-18	1.98256e-15	1.92836e-18	9.48073e-16	4.25174e-18	6.9997e-05	2.46487e-15	2.78415e-15	1.3971e-12	1.33072e-15	1.59944e-12	1.59909e-12	1.51779e-15	1.83068e-12	7.6283e-13	9.20567e-10	8.7331e-13	8.66514e-13	1.04272e-09	9.9201e-13	4.9859e-10	5.64755e-10	1.40303e-06	1.61816e-13	1.83289e-13	9.18658e-11	8.76414e-14	1.0517e-10	1.04062e-10	9.92753e-14	1.19133e-10	4.97579e-11	5.9711e-08	5.69642e-11	5.6362e-11	6.76353e-08	6.45247e-11	3.23405e-08	3.66324e-08
75	4.56862e-18	9.42414e-06	3.2715e-19	1.63719e-16	1.56419e-19	1.87424e-16	2.70804e-15	2.66166e-18	3.10014e-15	1.32345e-15	1.35422e-12	1.51508e-15	1.29435e-15	1.53114e-12	1.4818e-15	7.32185e-13	8.29224e-13	9.44423e-14	4.23902e-16	2.12165e-13	2.0265e-16	2.42885e-13	8.88488e-16	8.78707e-19	1.01713e-15	4.35806e-16	4.39023e-13	4.98908e-16	1.66984e-18	1.96541e-15	1.91167e-18	9.39872e-16	4.21496e-18	6.9997e-05	2.43813e-15	2.75393e-15	1.38194e-12	1.31627e-15	1.58208e-12	1.58177e-12	1.50134e-15	1.81085e-12	7.54565e-13	9.10605e-10	8.63848e-13	8.57131e-13	1.03144e-09	9.81268e-13	4.93195e-10	5.58644e-10	1.403e-06	1.61844e-13	1.8332e-13	9.18812e-11	8.76561e-14	1.05188e-10	1.04079e-10	9.92919e-14	1.19153e-10	4.97662e-11	5.9721e-08	5.69737e-11	5.63714e-11	6.76466e-08	6.45355e-11	3.23459e-08	3.66386e-08
76	4.53138e-18	9.42414e-06	3.24484e-19	1.62389e-16	1.55144e-19	1.85902e-16	2.68608e-15	2.64e-18	3.075e-15	1.31271e-15	1.34328e-12	1.50278e-15	1.2839e-15	1.51878e-12	1.46983e-15	7.26273e-13	8.22529e-13	9.36726e-14	4.20447e-16	2.10442e-13	2.00999e-16	2.40912e-13	8.8128e-16	8.71553e-19	1.00888e-15	4.32269e-16	4.35477e-13	4.94859e-16	1.65635e-18	1.94954e-15	1.89622e-18	9.32283e-16	4.18092e-18	6.9997e-05	2.41339e-15	2.72597e-15	1.36791e-12	1.30291e-15	1.56603e-12	1.56575e-12	1.48611e-15	1.79251e-12	7.46919e-13	9.01388e-10	8.55094e-13	8.4845e-13	1.021e-09	9.7133e-13	4.88203e-10	5.52989e-10	1.40297e-06	1.61869e-13	1.83348e-13	9.18954e-11	8.76697e-14	1.05204e-10	1.04096e-10	9.93073e-14	1.19172e-10	4.97739e-11	5.97302e-08	5.69826e-11	5.63801e-11	6.7657e-08	6.45455e-11	3.23509e-08	3.66442e-08
77	4.49694e-18	9.42414e-06	3.22018e-19	1.61158e-16	1.53965e-19	1.84493e-16	2.66576e-15	2.61996e-18	3.05174e-15	1.30277e-15	1.33317e-12	1.49141e-15	1.27422e-15	1.50734e-12	1.45876e-15	7.20804e-13	8.16335e-13	9.29605e-14	4.17251e-16	2.08847e-13	1.9947e-16	2.39087e-13	8.74613e-16	8.64933e-19	1.00125e-15	4.28996e-16	4.32197e-13	4.91112e-16	1.64387e-18	1.93486e-15	1.88193e-18	9.25262e-16	4.14944e-18	6.99971e-05	2.3905e-15	2.7001e-15	1.35494e-12	1.29054e-15	1.55117e-12	1.55092e-12	1.47203e-15	1.77554e-12	7.39845e-13	8.92862e-10	8.46996e-13	8.4042e-13	1.01134e-09	9.62136e-13	4.83585e-10	5.47758e-10	1.40294e-06	1.61892e-13	1.83374e-13	9.19086e-11	8.76823e-14	1.0522e-10	1.0411e-10	9.93215e-14	1.19189e-10	4.9781e-11	5.97388e-08	5.69907e-11	5.63882e-11	6.76667e-08	6.45547e-11	3.23556e-08	3.66495e-08
78	4.46505e-18	9.42414e-06	3.19735e-19	1.6002e-16	1.52873e-19	1.8319e-16	2.64697e-15	2.60141e-18	3.03023e-15	1.29358e-15	1.32381e-12	1.48089e-15	1.26527e-15	1.49676e-12	1.44851e-15	7.15745e-13	8.10605e-13	9.23013e-14	4.14293e-16	2.07372e-13	1.98056e-16	2.37398e-13	8.68445e-16	8.58807e-19	9.94188e-16	4.25968e-16	4.29164e-13	4.87647e-16	1.63232e-18	1.92128e-15	1.86872e-18	9.18768e-16	4.12032e-18	6.99971e-05	2.36932e-15	2.67617e-15	1.34293e-12	1.2791e-15	1.53743e-12	1.53721e-12	1.459e-15	1.75984e-12	7.333e-13	8.84973e-10	8.39503e-13	8.3299e-13	1.00241e-09	9.53631e-13	4.79312e-10	5.42919e-10	1.40291e-06	1.61913e-13	1.83399e-13	9.19208e-11	8.76939e-14	1.05233e-10	1.04124e-10	9.93347e-14	1.19204e-10	4.97876e-11	5.97467e-08	5.69983e-11	5.63956e-11	6.76756e-08	6.45633e-11	3.23598e-08	3.66543e-08
79	4.43555e-18	9.42414e-06	3.17622e-19	1.58967e-16	1.51863e-19	1.81985e-16	2.62958e-15	2.58425e-18	3.01033e-15	1.28508e-15	1.31515e-12	1.47116e-15	1.257e-15	1.48697e-12	1.43904e-15	7.11065e-13	8.05305e-13	9.16914e-14	4.11555e-16	2.06007e-13	1.96747e-16	2.35836e-13	8.62739e-16	8.53138e-19	9.87657e-16	4.23168e-16	4.26357e-13	4.84441e-16	1.62164e-18	1.90872e-15	1.85649e-18	9.12761e-16	4.09338e-18	6.99971e-05	2.34973e-15	2.65403e-15	1.33183e-12	1.26852e-15	1.52471e-12	1.52453e-12	1.44695e-15	1.74532e-12	7.27246e-13	8.77676e-10	8.32572e-13	8.26117e-13	9.94139e-10	9.45762e-13	4.7536e-10	5.38442e-10	1.40289e-06	1.61933e-13	1.83421e-13	9.19321e-11	8.77047e-14	1.05246e-10	1.04137e-10	9.93468e-14	1.19219e-10	4.97937e-11	5.9754e-08	5.70052e-11	5.64025e-11	6.76839e-08	6.45712e-11	3.23638e-08	3.66588e-08
80	4.40826e-18	9.42414e-06	3.15668e-19	1.57993e-16	1.50929e-19	1.8087e-16	2.61349e-15	2.56837e-18	2.99191e-15	1.27721e-15	1.30714e-12	1.46215e-15	1.24934e-15	1.47792e-12	1.43027e-15	7.06734e-13	8.00401e-13	9.11273e-14	4.09023e-16	2.04745e-13	1.95537e-16	2.34391e-13	8.57459e-16	8.47894e-19	9.81613e-16	4.20576e-16	4.2376e-13	4.81475e-16	1.61176e-18	1.89709e-15	1.84517e-18	9.07202e-16	4.06845e-18	6.99971e-05	2.33161e-15	2.63355e-15	1.32155e-12	1.25873e-15	1.51295e-12	1.51279e-12	1.43579e-15	1.73188e-12	7.21644e-13	8.70923e-10	8.26159e-13	8.19757e-13	9.86491e-10	9.38481e-13	4.71703e-10	5.34299e-10	1.40287e-06	1.61952e-13	1.83442e-13	9.19425e-11	8.77146e-14	1.05258e-10	1.04149e-10	9.93581e-14	1.19232e-10	4.97994e-11	5.97607e-08	5.70117e-11	5.64089e-11	6.76916e-08	6.45785e-11	3.23675e-08	3.66629e-08
81	4.38301e-18	9.42414e-06	3.1386e-19	1.57091e-16	1.50064e-19	1.79838e-16	2.59861e-15	2.55368e-18	2.97487e-15	1.26993e-15	1.29973e-12	1.45382e-15	1.24225e-15	1.46954e-12	1.42215e-15	7.02727e-13	7.95862e-13	9.06053e-14	4.0668e-16	2.03576e-13	1.94417e-16	2.33053e-13	8.52574e-16	8.43042e-19	9.7602e-16	4.18178e-16	4.21357e-13	4.78729e-16	1.60261e-18	1.88633e-15	1.8347e-18	9.02057e-16	4.04538e-18	6.99971e-05	2.31483e-15	2.61459e-15	1.31204e-12	1.24967e-15	1.50206e-12	1.50193e-12	1.42547e-15	1.71945e-12	7.1646e-13	8.64675e-10	8.20224e-13	8.13872e-13	9.79414e-10	9.31744e-13	4.68318e-10	5.30466e-10	1.40285e-06	1.61969e-13	1.83461e-13	9.19522e-11	8.77238e-14	1.05269e-10	1.0416e-10	9.93685e-14	1.19245e-10	4.98046e-11	5.9767e-08	5.70177e-11	5.64148e-11	6.76987e-08	6.45853e-11	3.23709e-08	3.66668e-08
82	4.35965e-18	9.42414e-06	3.12188e-19	1.56257e-16	1.49265e-19	1.78883e-16	2.58484e-15	2.54009e-18	2.95911e-15	1.2632e-15	1.29287e-12	1.44611e-15	1.23569e-15	1.46179e-12	1.41465e-15	6.9902e-13	7.91664e-13	9.01225e-14	4.04513e-16	2.02495e-13	1.93381e-16	2.31816e-13	8.48055e-16	8.38554e-19	9.70848e-16	4.1596e-16	4.19134e-13	4.76191e-16	1.59415e-18	1.87638e-15	1.82502e-18	8.973e-16	4.02404e-18	6.99972e-05	2.29932e-15	2.59706e-15	1.30325e-12	1.24129e-15	1.49199e-12	1.49188e-12	1.41593e-15	1.70795e-12	7.11666e-13	8.58896e-10	8.14735e-13	8.08429e-13	9.72868e-10	9.25513e-13	4.65189e-10	5.26921e-10	1.40283e-06	1.61984e-13	1.83479e-13	9.19611e-11	8.77324e-14	1.0528e-10	1.0417e-10	9.93782e-14	1.19256e-10	4.98094e-11	5.97728e-08	5.70232e-11	5.64203e-11	6.77052e-08	6.45915e-11	3.2374e-08	3.66703e-08
83	4.33805e-18	9.42414e-06	3.10641e-19	1.55486e-16	1.48525e-19	1.78e-16	2.5721e-15	2.52753e-18	2.94454e-15	1.25697e-15	1.28653e-12	1.43898e-15	1.22963e-15	1.45462e-12	1.40771e-15	6.95593e-13	7.87782e-13	8.9676e-14	4.02509e-16	2.01496e-13	1.92423e-16	2.30672e-13	8.43876e-16	8.34404e-19	9.66064e-16	4.13909e-16	4.17079e-13	4.73843e-16	1.58633e-18	1.86718e-15	1.81606e-18	8.929e-16	4.00431e-18	6.99972e-05	2.28497e-15	2.58085e-15	1.29511e-12	1.23354e-15	1.48268e-12	1.48259e-12	1.4071e-15	1.69731e-12	7.07232e-13	8.53552e-10	8.09659e-13	8.03396e-13	9.66815e-10	9.1975e-13	4.62294e-10	5.23642e-10	1.40281e-06	1.61999e-13	1.83496e-13	9.19694e-11	8.77403e-14	1.05289e-10	1.04179e-10	9.93871e-14	1.19267e-10	4.98139e-11	5.97781e-08	5.70283e-11	5.64254e-11	6.77113e-08	6.45973e-11	3.23769e-08	3.66736e-08
84	4.31807e-18	9.42414e-06	3.0921e-19	1.54773e-16	1.47841e-19	1.77184e-16	2.56032e-15	2.51591e-18	2.93105e-15	1.25121e-15	1.28066e-12	1.43239e-15	1.22402e-15	1.44799e-12	1.40129e-15	6.92421e-13	7.84191e-13	8.92629e-14	4.00655e-16	2.00571e-13	1.91537e-16	2.29614e-13	8.4001e-16	8.30564e-19	9.61639e-16	4.12011e-16	4.15177e-13	4.7167e-16	1.57909e-18	1.85867e-15	1.80778e-18	8.88829e-16	3.98605e-18	6.99972e-05	2.2717e-15	2.56585e-15	1.28759e-12	1.22637e-15	1.47407e-12	1.474e-12	1.39893e-15	1.68747e-12	7.0313e-13	8.48607e-10	8.04963e-13	7.98739e-13	9.61214e-10	9.14419e-13	4.59616e-10	5.20609e-10	1.40279e-06	1.62012e-13	1.83511e-13	9.1977e-11	8.77475e-14	1.05298e-10	1.04188e-10	9.93953e-14	1.19277e-10	4.9818e-11	5.97831e-08	5.70331e-11	5.643e-11	6.77169e-08	6.46027e-11	3.23796e-08	3.66766e-08
85	4.29958e-18	9.42414e-06	3.07886e-19	1.54112e-16	1.47208e-19	1.76428e-16	2.54942e-15	2.50515e-18	2.91857e-15	1.24588e-15	1.27524e-12	1.42629e-15	1.21883e-15	1.44185e-12	1.39534e-15	6.89487e-13	7.80868e-13	8.88807e-14	3.9894e-16	1.99716e-13	1.90716e-16	2.28635e-13	8.36433e-16	8.27012e-19	9.57544e-16	4.10255e-16	4.13417e-13	4.69661e-16	1.57239e-18	1.85079e-15	1.80011e-18	8.85062e-16	3.96916e-18	6.99972e-05	2.25942e-15	2.55197e-15	1.28063e-12	1.21974e-15	1.4661e-12	1.46604e-12	1.39138e-15	1.67837e-12	6.99335e-13	8.44033e-10	8.00618e-13	7.9443e-13	9.56032e-10	9.09486e-13	4.57138e-10	5.17802e-10	1.40278e-06	1.62025e-13	1.83525e-13	9.19841e-11	8.77543e-14	1.05306e-10	1.04196e-10	9.9403e-14	1.19286e-10	4.98219e-11	5.97877e-08	5.70374e-11	5.64344e-11	6.77221e-08	6.46076e-11	3.2382e-08	3.66795e-08
86	4.28247e-18	9.42414e-06	3.06661e-19	1.53502e-16	1.46623e-19	1.75729e-16	2.53934e-15	2.4952e-18	2.90703e-15	1.24095e-15	1.27021e-12	1.42064e-15	1.21403e-15	1.43617e-12	1.38985e-15	6.86772e-13	7.77793e-13	8.85271e-14	3.97352e-16	1.98924e-13	1.89958e-16	2.27729e-13	8.33123e-16	8.23724e-19	9.53755e-16	4.08631e-16	4.11789e-13	4.67801e-16	1.5662e-18	1.84351e-15	1.79302e-18	8.81577e-16	3.95353e-18	6.99972e-05	2.24806e-15	2.53913e-15	1.27418e-12	1.2136e-15	1.45872e-12	1.45869e-12	1.38439e-15	1.66995e-12	6.95823e-13	8.398e-10	7.96598e-13	7.90443e-13	9.51238e-10	9.04922e-13	4.54846e-10	5.15205e-10	1.40277e-06	1.62036e-13	1.83538e-13	9.19906e-11	8.77605e-14	1.05313e-10	1.04203e-10	9.941e-14	1.19295e-10	4.98254e-11	5.97919e-08	5.70415e-11	5.64384e-11	6.77269e-08	6.46122e-11	3.23843e-08	3.66821e-08
87	4.26664e-18	9.42414e-06	3.05528e-19	1.52936e-16	1.46081e-19	1.75082e-16	2.53e-15	2.48599e-18	2.89634e-15	1.23638e-15	1.26557e-12	1.41542e-15	1.20958e-15	1.43092e-12	1.38476e-15	6.8426e-13	7.74948e-13	8.81998e-14	3.95883e-16	1.98192e-13	1.89255e-16	2.2689e-13	8.3006e-16	8.20682e-19	9.50249e-16	4.07127e-16	4.10282e-13	4.6608e-16	1.56046e-18	1.83676e-15	1.78645e-18	8.78352e-16	3.93907e-18	6.99972e-05	2.23754e-15	2.52724e-15	1.26822e-12	1.20792e-15	1.4519e-12	1.45188e-12	1.37792e-15	1.66215e-12	6.92573e-13	8.35882e-10	7.92877e-13	7.86754e-13	9.46801e-10	9.00698e-13	4.52724e-10	5.12802e-10	1.40275e-06	1.62047e-13	1.8355e-13	9.19967e-11	8.77663e-14	1.0532e-10	1.0421e-10	9.94166e-14	1.19302e-10	4.98287e-11	5.97958e-08	5.70452e-11	5.64421e-11	6.77313e-08	6.46164e-11	3.23865e-08	3.66845e-08
88	4.25199e-18	9.42414e-06	3.04479e-19	1.52413e-16	1.45579e-19	1.74483e-16	2.52137e-15	2.47747e-18	2.88646e-15	1.23216e-15	1.26127e-12	1.41058e-15	1.20547e-15	1.42606e-12	1.38005e-15	6.81935e-13	7.72315e-13	8.7897e-14	3.94524e-16	1.97514e-13	1.88606e-16	2.26114e-13	8.27226e-16	8.17868e-19	9.47005e-16	4.05736e-16	4.08888e-13	4.64487e-16	1.55516e-18	1.83052e-15	1.78038e-18	8.75368e-16	3.92569e-18	6.99973e-05	2.22781e-15	2.51625e-15	1.26271e-12	1.20266e-15	1.44558e-12	1.44558e-12	1.37193e-15	1.65494e-12	6.89566e-13	8.32258e-10	7.89435e-13	7.8334e-13	9.42695e-10	8.9679e-13	4.50761e-10	5.10579e-10	1.40274e-06	1.62057e-13	1.83561e-13	9.20023e-11	8.77717e-14	1.05327e-10	1.04216e-10	9.94226e-14	1.1931e-10	4.98317e-11	5.97995e-08	5.70487e-11	5.64455e-11	6.77354e-08	6.46204e-11	3.23884e-08	3.66867e-08
