Time	[NULL]	[Ins]	[InR]	[Ins_InR]	[Ins_InR_P]	[Ins_2_InR_P]	[cytoplasm_InR]	[cytoplasm_Ins_2_InR_P]	[cytoplasm_Ins_InR_P]	[InR_tot]	[InR_bound]	[InR_active]	[PTP1B]	[IRS1_TyrP_PI3K]	[PI345P3]	[PIP2]	[PI345P3_mol]	[PIP2_mol]	[Akt]	[Akt_P2]	[PKC]	[PKC_P]	[AS160]	[AS160_P]	[cytoplasm_GLUT4]	[cellsurface_GLUT4]	[PTEN]	[PP2A]	[extracellular_ROS]	[PTP1B_ox]	[PTP1B_plus_PTP1B_ox]	[PTEN_ox]	[PTEN_plus_PTEN_ox]	[ROS]	[GSH]	[GSSG]	[cytoplasm_SOD2]	[NOX_inact]	[NOX]	[NOX_deact]	[NOX_total]	[Mt]	[IRS1]	[IRS1_TyrP]	[IRS1_PolySerP]	[IRS1_TyrP_PolySerP]	[IRS_total]	[PI3K]	[JNK_P]	[IKK_P]	[JNK]	[JNK_plus_JNK_P]	[IKK]	[IKK_plus_IKK_P]	[DUSP]	[DUSP_ox]	[DUSP_plus_DUSP_ox]	[null]	[degr_Foxo1]	[cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0]	[nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0]	[dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0]	[cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1]	[nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1]	[dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1]	[cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0]	[nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0]	[dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0]	[cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1]	[nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1]	[dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1]	[cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0]	[nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0]	[dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0]	[cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1]	[nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1]	[dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1]	[cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0]	[nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0]	[dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0]	[cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1]	[nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1]	[dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1]	[cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0]	[nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0]	[dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0]	[cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1]	[nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1]	[dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1]	[cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0]	[nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0]	[dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0]	[cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1]	[nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1]	[dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1]	[cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0]	[nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0]	[dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0]	[cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1]	[nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1]	[dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1]	[cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0]	[nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0]	[dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0]	[cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1]	[nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1]	[dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1]	[Foxo1_Pa0_tot]	[Foxo1_Pa1_tot]	[Foxo1_Pd0_tot]	[Foxo1_Pd1_tot]	[Foxo1_Pe0_tot]	[Foxo1_Pe1_tot]	[Foxo1_pUb0_tot]	[Foxo1_pUb1_tot]	[cytoplasm_Foxo1_tot]	[nucleus_Foxo1_tot]	[dnabound_Foxo1_tot]	[Foxo1_all]	[nucleus_RNA_InR]	[cytoplasm_RNA_InR]	[nucleus_RNA_SOD2]	[cytoplasm_RNA_SOD2]	[E2F1]	[SGK]	[CDK2]	[AMPK]	[CBPP300]	[SIRT1]	[E3]	[USP7]	[SCF]	[Proteasome]
35	0	0	1.40501e+18	0	0	0	6.09505e+14	0	0	6.05924e+15	0	0	4.66342e+15	0	1.1239e+13	1.21706e+16	1.1239e+16	1.21706e+19	6.06061e+15	739.497	6.06061e+15	348.67	1.21212e+15	1.34831e+06	5.5615e+15	1.28676e+17	6.04528e+15	3.0303e+16	0	1.39719e+15	6.06061e+15	1.53256e+13	6.06061e+15	1.08402e+11	5.80105e+12	2.59554e+11	2.54007e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.35127e+15	0	3.56974e+13	0	6.38697e+15	6.06061e+14	7.28089e+12	1.82861e+11	9.62416e+14	9.69697e+14	1.21029e+14	1.21212e+14	5.9356e+15	1.25011e+14	6.06061e+15	0	3.28165e+11	5.90769e+12	6.06486e+14	5.97007e+15	1.15838e+11	1.80473e+13	1.86803e+14	3.17224e+10	1.66895e+13	1.44984e+14	6.148e+08	4.82642e+11	4.50519e+12	1.28021e+10	3.24887e+11	4.71499e+12	9.26059e+08	1.9969e+10	3.27714e+11	9.70745e+07	1.28298e+10	1.18081e+11	7.34742e+06	8.71572e+08	8.31152e+09	47589.7	83605.5	837495	1570.89	3997.39	51436.9	837.528	9736.14	27096.7	27.3791	401.728	1532.98	39.485	11.0061	609.497	5.583	1.17984	107.777	0.779464	4.19676	19.0745	0.114346	0.528341	3.19666	1.26787e+14	116492	1.26676e+14	1.11377e+11	1.23885e+14	2.90238e+12	1.23128e+14	3.65984e+12	1.20663e+13	3.86785e+13	7.60426e+13	1.26787e+14	1.39833e+15	1.65703e+12	5.49153e+15	6.50743e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
36	0	0	1.40532e+18	0	0	0	6.09703e+14	0	0	6.06065e+15	0	0	4.66481e+15	0	1.12389e+13	1.21706e+16	1.12389e+16	1.21706e+19	6.06061e+15	408.33	6.06061e+15	186.631	1.21212e+15	820644	5.56143e+15	1.28693e+17	6.0453e+15	3.0303e+16	0	1.3958e+15	6.06061e+15	1.53107e+13	6.06061e+15	1.08266e+11	5.80136e+12	2.59244e+11	2.54326e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.35994e+15	0	3.60667e+13	0	6.39601e+15	6.06061e+14	7.3527e+12	1.8468e+11	9.62344e+14	9.69697e+14	1.21027e+14	1.21212e+14	5.93405e+15	1.2656e+14	6.06061e+15	0	3.40039e+11	5.88877e+12	6.06562e+14	5.97609e+15	1.18516e+11	1.854e+13	1.92054e+14	3.19394e+10	1.68724e+13	1.46751e+14	6.35303e+08	5.01222e+11	4.68368e+12	1.29363e+10	3.2857e+11	4.77318e+12	9.4551e+08	2.04877e+10	3.36265e+11	9.91158e+07	1.31196e+10	1.20879e+11	7.57562e+06	9.02769e+08	8.62207e+09	29009.3	50028.1	490317	965.017	2422.47	30843.6	516.512	5972.85	16224.6	17.0159	248.624	934.728	24.3168	6.63684	360.118	3.44882	0.716077	64.3594	0.485757	2.60101	11.5156	0.0714668	0.328794	1.94429	1.26963e+14	70730.5	1.2685e+14	1.128e+11	1.24024e+14	2.9385e+12	1.23201e+14	3.7616e+12	1.20348e+13	3.87252e+13	7.62026e+13	1.26963e+14	1.40341e+15	1.66315e+12	5.51161e+15	6.53166e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
37	0	0	1.40564e+18	0	0	0	6.09897e+14	0	0	6.06206e+15	0	0	4.6662e+15	0	1.12389e+13	1.21706e+16	1.12389e+16	1.21706e+19	6.06061e+15	225.468	6.06061e+15	99.8968	1.21212e+15	499321	5.56138e+15	1.28707e+17	6.04531e+15	3.0303e+16	0	1.3944e+15	6.06061e+15	1.5295e+13	6.06061e+15	1.0813e+11	5.80167e+12	2.58932e+11	2.54648e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.36862e+15	0	3.6416e+13	0	6.40504e+15	6.06061e+14	7.4206e+12	1.864e+11	9.62276e+14	9.69697e+14	1.21026e+14	1.21212e+14	5.93257e+15	1.28041e+14	6.06061e+15	0	3.52186e+11	5.87286e+12	6.06667e+14	5.98159e+15	1.21211e+11	1.90309e+13	1.97276e+14	3.2154e+10	1.70471e+13	1.48424e+14	6.55838e+08	5.19752e+11	4.86145e+12	1.30654e+10	3.32072e+11	4.82818e+12	9.6463e+08	2.09986e+10	3.44656e+11	1.01085e+08	1.3398e+10	1.23556e+11	7.79999e+06	9.3355e+08	8.92814e+09	17673	29944.7	287124	592.074	1466.57	18473.7	318.119	3660.46	9710.93	10.5543	153.577	568.913	14.9571	4.00091	212.661	2.12729	0.434153	38.3902	0.302121	1.60933	6.94454	0.0445681	0.204191	1.18054	1.27137e+14	42929.4	1.27023e+14	1.1416e+11	1.24164e+14	2.97296e+12	1.23274e+14	3.86292e+12	1.20093e+13	3.8773e+13	7.63549e+13	1.27137e+14	1.40804e+15	1.66873e+12	5.52994e+15	6.55374e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
38	0	0	1.40596e+18	0	0	0	6.10086e+14	0	0	6.06349e+15	0	0	4.66761e+15	0	1.12389e+13	1.21706e+16	1.12389e+16	1.21706e+19	6.06061e+15	124.497	6.06061e+15	53.4712	1.21212e+15	303723	5.56133e+15	1.28719e+17	6.04533e+15	3.0303e+16	0	1.393e+15	6.06061e+15	1.52784e+13	6.06061e+15	1.07993e+11	5.80199e+12	2.58618e+11	2.54971e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.37731e+15	0	3.67463e+13	0	6.41406e+15	6.06061e+14	7.48479e+12	1.88028e+11	9.62212e+14	9.69697e+14	1.21024e+14	1.21212e+14	5.93115e+15	1.29456e+14	6.06061e+15	0	3.64607e+11	5.85951e+12	6.06798e+14	5.98668e+15	1.23918e+11	1.95199e+13	2.02469e+14	3.23652e+10	1.72137e+13	1.50008e+14	6.76379e+08	5.3822e+11	5.0384e+12	1.31895e+10	3.35402e+11	4.88019e+12	9.83414e+08	2.15018e+10	3.52894e+11	1.02981e+08	1.36651e+10	1.26117e+11	8.02034e+06	9.63893e+08	9.22958e+09	10761	17929.3	168192	362.832	887.08	11053.7	195.688	2241.21	5810.68	6.53433	94.6989	345.698	9.1895	2.41133	125.537	1.31034	0.262983	22.8784	0.187561	0.994216	4.18406	0.027736	0.126566	0.715714	1.27311e+14	26046.9	1.27196e+14	1.15457e+11	1.24305e+14	3.00583e+12	1.23348e+14	3.96379e+12	1.19888e+13	3.88218e+13	7.65007e+13	1.27311e+14	1.41229e+15	1.67384e+12	5.54675e+15	6.57398e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
39	0	0	1.40628e+18	0	0	0	6.10272e+14	0	0	6.06493e+15	0	0	4.66902e+15	0	1.12389e+13	1.21706e+16	1.12389e+16	1.21706e+19	6.06061e+15	68.7438	6.06061e+15	28.6212	1.21212e+15	184698	5.56129e+15	1.28729e+17	6.04534e+15	3.0303e+16	0	1.39159e+15	6.06061e+15	1.52613e+13	6.06061e+15	1.07855e+11	5.8023e+12	2.58304e+11	2.55296e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.38601e+15	0	3.70585e+13	0	6.42307e+15	6.06061e+14	7.54544e+12	1.89566e+11	9.62152e+14	9.69697e+14	1.21023e+14	1.21212e+14	5.9298e+15	1.30809e+14	6.06061e+15	0	3.77303e+11	5.84832e+12	6.0695e+14	5.99141e+15	1.26634e+11	2.00072e+13	2.07634e+14	3.25718e+10	1.73725e+13	1.51507e+14	6.96897e+08	5.56613e+11	5.21447e+12	1.33085e+10	3.38567e+11	4.92938e+12	1.00186e+09	2.19974e+10	3.60982e+11	1.04804e+08	1.39212e+10	1.28565e+11	8.23656e+06	9.93781e+08	9.52628e+09	6548.97	10738.7	98566.7	222.105	536.136	6608.09	120.238	1371.06	3476.32	4.03853	58.2981	209.753	5.63994	1.45306	74.0904	0.806087	0.15917	13.6237	0.116239	0.61333	2.51896	0.0172276	0.078312	0.433332	1.27485e+14	15798.8	1.27368e+14	1.16695e+11	1.24448e+14	3.0372e+12	1.23421e+14	4.06421e+12	1.19727e+13	3.88712e+13	7.66409e+13	1.27485e+14	1.41621e+15	1.67856e+12	5.56227e+15	6.59264e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
40	0	0	1.4066e+18	0	0	0	6.10455e+14	0	0	6.06638e+15	0	0	4.67044e+15	0	1.12388e+13	1.21706e+16	1.12388e+16	1.21706e+19	6.06061e+15	37.9584	6.06061e+15	15.3199	1.21212e+15	112290	5.56126e+15	1.28737e+17	6.04536e+15	3.0303e+16	0	1.39017e+15	6.06061e+15	1.52437e+13	6.06061e+15	1.07718e+11	5.80262e+12	2.57989e+11	2.55623e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.39471e+15	0	3.73534e+13	0	6.43206e+15	6.06061e+14	7.60272e+12	1.91019e+11	9.62094e+14	9.69697e+14	1.21021e+14	1.21212e+14	5.9285e+15	1.32102e+14	6.06061e+15	0	3.90275e+11	5.83898e+12	6.07122e+14	5.99586e+15	1.29355e+11	2.04924e+13	2.12772e+14	3.27732e+10	1.75238e+13	1.52926e+14	7.1737e+08	5.74919e+11	5.38956e+12	1.34225e+10	3.41575e+11	4.97591e+12	1.01996e+09	2.24855e+10	3.68925e+11	1.06555e+08	1.41665e+10	1.30902e+11	8.44851e+06	1.0232e+09	9.81815e+09	3983.75	6434.2	57793.5	135.822	323.802	3947.44	73.7996	838.069	2079.61	2.49199	35.8351	127.1	3.458	0.875519	43.7234	0.495289	0.0962695	8.10751	0.0719228	0.37786	1.51557	0.0106813	0.0483754	0.262056	1.27658e+14	9580.13	1.2754e+14	1.17877e+11	1.24591e+14	3.06712e+12	1.23494e+14	4.16417e+12	1.19603e+13	3.89212e+13	7.67764e+13	1.27658e+14	1.41984e+15	1.68293e+12	5.57667e+15	6.60994e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
41	0	0	1.40693e+18	0	0	0	6.10635e+14	0	0	6.06783e+15	0	0	4.67186e+15	0	1.12388e+13	1.21706e+16	1.12388e+16	1.21706e+19	6.06061e+15	20.9596	6.06061e+15	8.20025	1.21212e+15	68253.8	5.56124e+15	1.28744e+17	6.04538e+15	3.0303e+16	0	1.38875e+15	6.06061e+15	1.52256e+13	6.06061e+15	1.0758e+11	5.80293e+12	2.57673e+11	2.55951e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.40341e+15	0	3.76319e+13	0	6.44105e+15	6.06061e+14	7.65678e+12	1.92391e+11	9.6204e+14	9.69697e+14	1.2102e+14	1.21212e+14	5.92727e+15	1.33336e+14	6.06061e+15	0	4.03524e+11	5.83122e+12	6.07311e+14	6.00008e+15	1.32079e+11	2.09758e+13	2.17883e+14	3.29687e+10	1.76678e+13	1.5427e+14	7.37778e+08	5.9313e+11	5.5636e+12	1.35316e+10	3.44433e+11	5.01994e+12	1.03773e+09	2.29661e+10	3.76728e+11	1.08235e+08	1.44011e+10	1.33132e+11	8.65613e+06	1.05213e+09	1.01051e+10	2422.27	3856.53	33906.9	82.9787	195.44	2356.53	45.2513	511.896	1244.08	1.53539	21.9967	76.9255	2.11823	0.527502	25.8037	0.303983	0.0581901	4.8224	0.0444351	0.232504	0.911416	0.00661138	0.0298372	0.158316	1.2783e+14	5807.75	1.27711e+14	1.19005e+11	1.24735e+14	3.09566e+12	1.23567e+14	4.26368e+12	1.19509e+13	3.89717e+13	7.69077e+13	1.2783e+14	1.42324e+15	1.687e+12	5.59011e+15	6.62607e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
42	0	0	1.40727e+18	0	0	0	6.10814e+14	0	0	6.0693e+15	0	0	4.67328e+15	0	1.12388e+13	1.21706e+16	1.12388e+16	1.21706e+19	6.06061e+15	11.5734	6.06061e+15	4.38932	1.21212e+15	41478.9	5.56122e+15	1.28749e+17	6.0454e+15	3.0303e+16	0	1.38732e+15	6.06061e+15	1.52071e+13	6.06061e+15	1.07441e+11	5.80325e+12	2.57356e+11	2.5628e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.41212e+15	0	3.78947e+13	0	6.45002e+15	6.06061e+14	7.70777e+12	1.93686e+11	9.61989e+14	9.69697e+14	1.21018e+14	1.21212e+14	5.92609e+15	1.34515e+14	6.06061e+15	0	4.17048e+11	5.82479e+12	6.07515e+14	6.0041e+15	1.34804e+11	2.14571e+13	2.22968e+14	3.31579e+10	1.78049e+13	1.55543e+14	7.58103e+08	6.11236e+11	5.73654e+12	1.36359e+10	3.47146e+11	5.06161e+12	1.05516e+09	2.34393e+10	3.84394e+11	1.09843e+08	1.46253e+10	1.35259e+11	8.85934e+06	1.08056e+09	1.03871e+10	1472.23	2312.39	19906.2	50.6501	117.898	1406.02	27.7205	312.453	744.309	0.944668	13.4848	46.5088	1.29642	0.317817	15.2305	0.186374	0.0351543	2.86729	0.0274141	0.1429	0.54789	0.0040858	0.018377	0.0955591	1.28002e+14	3520.01	1.27882e+14	1.20081e+11	1.24879e+14	3.1229e+12	1.2364e+14	4.36274e+12	1.19442e+13	3.90225e+13	7.70355e+13	1.28002e+14	1.42643e+15	1.69083e+12	5.60273e+15	6.6412e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
43	0	0	1.4076e+18	0	0	0	6.1099e+14	0	0	6.07078e+15	0	0	4.67471e+15	0	1.12387e+13	1.21706e+16	1.12387e+16	1.21706e+19	6.06061e+15	6.39052	6.06061e+15	2.34947	1.21212e+15	25202.9	5.5612e+15	1.28754e+17	6.04542e+15	3.0303e+16	0	1.38589e+15	6.06061e+15	1.51883e+13	6.06061e+15	1.07303e+11	5.80357e+12	2.57039e+11	2.5661e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.42084e+15	0	3.81426e+13	0	6.45898e+15	6.06061e+14	7.75585e+12	1.94907e+11	9.61941e+14	9.69697e+14	1.21017e+14	1.21212e+14	5.92497e+15	1.35639e+14	6.06061e+15	0	4.30849e+11	5.8195e+12	6.07731e+14	6.00797e+15	1.37527e+11	2.19364e+13	2.28028e+14	3.33405e+10	1.79353e+13	1.56748e+14	7.7833e+08	6.29229e+11	5.90832e+12	1.37355e+10	3.49723e+11	5.10105e+12	1.07225e+09	2.39052e+10	3.91926e+11	1.11381e+08	1.48394e+10	1.37285e+11	9.0581e+06	1.1085e+09	1.06641e+10	894.473	1387.04	11695.1	30.8914	71.0873	838.518	16.9665	190.595	445.369	0.58046	8.25679	28.0926	0.792804	0.191487	8.99197	0.114157	0.0212279	1.70435	0.0168909	0.0877337	0.329268	0.0025213	0.0113036	0.0576353	1.28174e+14	2132.99	1.28053e+14	1.21108e+11	1.25025e+14	3.14887e+12	1.23712e+14	4.46133e+12	1.19398e+13	3.90736e+13	7.71602e+13	1.28174e+14	1.42944e+15	1.69443e+12	5.61464e+15	6.65547e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
44	0	0	1.40794e+18	0	0	0	6.11165e+14	0	0	6.07226e+15	0	0	4.67614e+15	0	1.12387e+13	1.21706e+16	1.12387e+16	1.21706e+19	6.06061e+15	3.52869	6.06061e+15	1.2576	1.21212e+15	15311.1	5.56118e+15	1.28758e+17	6.04544e+15	3.0303e+16	0	1.38446e+15	6.06061e+15	1.51693e+13	6.06061e+15	1.07165e+11	5.80388e+12	2.56722e+11	2.56942e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.42955e+15	0	3.83763e+13	0	6.46793e+15	6.06061e+14	7.80115e+12	1.96059e+11	9.61896e+14	9.69697e+14	1.21016e+14	1.21212e+14	5.92389e+15	1.36713e+14	6.06061e+15	0	4.44925e+11	5.8152e+12	6.0796e+14	6.01172e+15	1.40247e+11	2.24136e+13	2.33062e+14	3.35163e+10	1.80592e+13	1.5789e+14	7.98446e+08	6.47102e+11	6.07888e+12	1.38306e+10	3.52169e+11	5.13837e+12	1.08901e+09	2.4364e+10	3.99329e+11	1.12851e+08	1.50436e+10	1.39214e+11	9.25241e+06	1.13592e+09	1.0936e+10	543.258	832.302	6876.44	18.8262	42.8446	499.891	10.376	116.192	266.546	0.356233	5.05009	16.9546	0.48446	0.115378	5.31058	0.0698588	0.0128134	1.01291	0.0103943	0.0538105	0.197845	0.00155373	0.00694429	0.0347394	1.28344e+14	1292.26	1.28222e+14	1.22088e+11	1.25171e+14	3.17365e+12	1.23785e+14	4.55947e+12	1.19373e+13	3.91248e+13	7.72823e+13	1.28344e+14	1.4323e+15	1.69785e+12	5.62595e+15	6.669e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
45	0	0	1.40828e+18	0	0	0	6.11339e+14	0	0	6.07375e+15	0	0	4.67758e+15	0	1.12387e+13	1.21706e+16	1.12387e+16	1.21706e+19	6.06061e+15	1.94846	6.06061e+15	0.673158	1.21212e+15	9300.27	5.56117e+15	1.28761e+17	6.04546e+15	3.0303e+16	0	1.38303e+15	6.06061e+15	1.51501e+13	6.06061e+15	1.07026e+11	5.8042e+12	2.56405e+11	2.57275e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.43827e+15	0	3.85964e+13	0	6.47687e+15	6.06061e+14	7.8438e+12	1.97143e+11	9.61853e+14	9.69697e+14	1.21015e+14	1.21212e+14	5.92287e+15	1.37736e+14	6.06061e+15	0	4.59277e+11	5.81174e+12	6.08198e+14	6.01536e+15	1.42962e+11	2.28888e+13	2.38072e+14	3.36851e+10	1.81769e+13	1.5897e+14	8.18439e+08	6.6485e+11	6.24819e+12	1.39212e+10	3.54489e+11	5.1737e+12	1.10544e+09	2.48157e+10	4.06605e+11	1.14254e+08	1.52381e+10	1.41049e+11	9.44224e+06	1.16283e+09	1.12029e+10	329.84	499.616	4046.52	11.4652	25.8133	297.93	6.34062	70.7955	159.562	0.218374	3.08562	10.225	0.295831	0.0695244	3.13768	0.0427143	0.00773177	0.601927	0.00638905	0.0329732	0.118864	0.00095624	0.00426129	0.0209275	1.28515e+14	782.769	1.28392e+14	1.23023e+11	1.25317e+14	3.19729e+12	1.23858e+14	4.65715e+12	1.19364e+13	3.91762e+13	7.74022e+13	1.28515e+14	1.43502e+15	1.70111e+12	5.63674e+15	6.6819e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
46	0	0	1.40862e+18	0	0	0	6.11512e+14	0	0	6.07525e+15	0	0	4.67901e+15	0	1.12386e+13	1.21706e+16	1.12386e+16	1.21706e+19	6.06061e+15	1.07591	6.06061e+15	0.360329	1.21212e+15	5648.46	5.56116e+15	1.28764e+17	6.04548e+15	3.0303e+16	0	1.38159e+15	6.06061e+15	1.51306e+13	6.06061e+15	1.06888e+11	5.80452e+12	2.56087e+11	2.57608e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.44699e+15	0	3.88036e+13	0	6.48579e+15	6.06061e+14	7.88392e+12	1.98164e+11	9.61813e+14	9.69697e+14	1.21014e+14	1.21212e+14	5.92189e+15	1.38712e+14	6.06061e+15	0	4.73904e+11	5.80901e+12	6.08446e+14	6.01892e+15	1.45671e+11	2.33618e+13	2.43057e+14	3.3847e+10	1.82887e+13	1.59993e+14	8.383e+08	6.82467e+11	6.41619e+12	1.40075e+10	3.5669e+11	5.20713e+12	1.12155e+09	2.52604e+10	4.13758e+11	1.15591e+08	1.54233e+10	1.42794e+11	9.6276e+06	1.18923e+09	1.14648e+10	200.203	300.023	2383.31	6.97776	15.5474	177.526	3.87192	43.1132	95.5456	0.133724	1.88354	6.16256	0.180527	0.0418981	1.85477	0.0260966	0.00466415	0.357697	0.00392292	0.0201872	0.0714096	0.000587811	0.00261212	0.0126013	1.28684e+14	474.079	1.2856e+14	1.23915e+11	1.25465e+14	3.21983e+12	1.2393e+14	4.75438e+12	1.19369e+13	3.92275e+13	7.752e+13	1.28684e+14	1.43763e+15	1.70423e+12	5.64707e+15	6.69425e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
47	0	0	1.40896e+18	0	0	0	6.11685e+14	0	0	6.07676e+15	0	0	4.68045e+15	0	1.12386e+13	1.21706e+16	1.12386e+16	1.21706e+19	6.06061e+15	0.5941	6.06061e+15	0.192877	1.21212e+15	3430.14	5.56115e+15	1.28766e+17	6.04549e+15	3.0303e+16	0	1.38016e+15	6.06061e+15	1.51111e+13	6.06061e+15	1.06749e+11	5.80484e+12	2.55769e+11	2.57942e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.45571e+15	0	3.89985e+13	0	6.49471e+15	6.06061e+14	7.92164e+12	1.99124e+11	9.61775e+14	9.69697e+14	1.21013e+14	1.21212e+14	5.92096e+15	1.39642e+14	6.06061e+15	0	4.88805e+11	5.8069e+12	6.08702e+14	6.02241e+15	1.48374e+11	2.38328e+13	2.48018e+14	3.40018e+10	1.83948e+13	1.60961e+14	8.58019e+08	6.99948e+11	6.58287e+12	1.40896e+10	3.58778e+11	5.23877e+12	1.13734e+09	2.56982e+10	4.20791e+11	1.16864e+08	1.55995e+10	1.44452e+11	9.80852e+06	1.21511e+09	1.17216e+10	121.483	180.231	1404.97	4.24411	9.36187	105.767	2.36281	26.2426	57.23	0.0818058	1.14876	3.71206	0.110096	0.0252521	1.097	0.0159321	0.00281296	0.212577	0.00240625	0.0123492	0.042901	0.000360926	0.00159961	0.00758485	1.28854e+14	287.081	1.28729e+14	1.24765e+11	1.25612e+14	3.24134e+12	1.24002e+14	4.85114e+12	1.19386e+13	3.92789e+13	7.7636e+13	1.28854e+14	1.44015e+15	1.70723e+12	5.65702e+15	6.70612e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
