Time	[ADP]	[ATP]	[AcAld]	[BPG]	[DHAP]	[F16bP]	[F6P]	[G1P]	[G3P]	[G6P]	[GAP]	[GLC]	[NAD]	[P2G]	[P3G]	[PEP]	[PYR]	[T6P]	[UDP]	[UTP]	[AMP]	[NADH]	[UDG]	[ACE]	[EtOH]	[F26bP]	[GLCx]	[GLY]	[SUC]	[TRH]	[ADH1]	[CDC19]	[ENO1]	[ENO2]	[FBA1]	[GLK1]	[GPD1]	[GPD2]	[GPM1]	[HOR2]	[HXK1]	[HXK2]	[PDC1]	[PDC5]	[PDC6]	[PFK1]	[PFK2]	[PGI1]	[PGK1]	[PGM1]	[PGM2]	[RHR2]	[TDH1]	[TDH3]	[TPI1]	[TPS1]	[TPS2]	[UGP1]	[E4P]	[G6L]	[NADPH]	[P6G]	[R5P]	[Ru5P]	[S7P]	[X5P]	[NADP]	[GND1]	[GND2]	[NQM1]	[RKI1]	[RPE1]	[SOL3]	[TAL1]	[TKL1]	[ZWF1]
68	2.46214	2.44221	2.36316	0.00108708	0.959234	1.0271	0.185327	0.0721939	0.242682	0.691437	0.0402043	0.958444	1.44937	0.112205	0.609977	0.608904	2.46883	0.0078652	0.200166	0.391172	1.11564	0.140626	0.806508	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00591356	2.04027	0.158881	0.209428	0.0845834	0.0342172	0.119987	0.0481081	0.171119	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
69	2.46428	2.4346	2.38117	0.00108552	0.954877	1.01867	0.184334	0.0719738	0.242272	0.687793	0.0400145	0.960874	1.45008	0.112568	0.611882	0.611183	2.46425	0.00783301	0.199945	0.390687	1.12111	0.139916	0.807215	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00586918	2.03398	0.158739	0.208006	0.0844972	0.0341799	0.120308	0.0480537	0.171261	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
70	2.46635	2.4272	2.39885	0.00108398	0.950663	1.01056	0.183374	0.0717597	0.241874	0.684269	0.0398309	0.963251	1.45077	0.11292	0.613728	0.613395	2.45979	0.00780179	0.199732	0.390216	1.12645	0.13923	0.807898	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00582646	2.02767	0.158604	0.206622	0.0844106	0.0341426	0.120613	0.0479994	0.171396	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
71	2.46834	2.42	2.4162	0.00108248	0.946587	1.00273	0.182445	0.0715514	0.241487	0.680862	0.0396534	0.965576	1.45143	0.113261	0.615518	0.615541	2.45544	0.00777153	0.199527	0.389759	1.13166	0.138567	0.80856	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00578535	2.02134	0.158475	0.205276	0.0843237	0.0341052	0.120902	0.0479451	0.171525	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
72	2.47026	2.413	2.43322	0.00108101	0.942642	0.995197	0.181547	0.0713489	0.24111	0.677566	0.0394816	0.967848	1.45207	0.113592	0.617253	0.617624	2.45119	0.00774219	0.19933	0.389316	1.13674	0.137926	0.8092	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00574576	2.01499	0.158352	0.203967	0.0842367	0.0340678	0.121175	0.0478909	0.171648	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
73	2.47211	2.4062	2.44992	0.00107958	0.938825	0.987931	0.180678	0.0711519	0.240743	0.674377	0.0393154	0.97007	1.45269	0.113913	0.618936	0.619646	2.44706	0.00771373	0.19914	0.388887	1.1417	0.137306	0.809819	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00570763	2.00865	0.158235	0.202694	0.0841495	0.0340304	0.121434	0.0478367	0.171765	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
74	2.47389	2.39958	2.4663	0.00107817	0.935131	0.980926	0.179838	0.0709604	0.240386	0.671291	0.0391546	0.972241	1.45329	0.114224	0.620568	0.621609	2.44303	0.00768612	0.198956	0.388471	1.14653	0.136706	0.810419	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.0056709	2.00231	0.158124	0.201456	0.0840622	0.033993	0.121679	0.0477827	0.171876	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
75	2.47561	2.39315	2.48237	0.0010768	0.931556	0.974169	0.179024	0.070774	0.240039	0.668305	0.038999	0.974361	1.45387	0.114526	0.622152	0.623514	2.4391	0.00765935	0.198779	0.388067	1.15124	0.136126	0.811	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00563551	1.99599	0.158019	0.200252	0.083975	0.0339558	0.121909	0.047729	0.171981	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
76	2.47727	2.3869	2.49813	0.00107547	0.928094	0.967651	0.178237	0.0705927	0.239701	0.665414	0.0388483	0.976433	1.45443	0.114818	0.623687	0.625364	2.43527	0.00763337	0.198608	0.387675	1.15584	0.135565	0.811563	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.0056014	1.98969	0.157918	0.199081	0.0838879	0.0339186	0.122127	0.0476754	0.172082	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
77	2.47887	2.38082	2.51358	0.00107416	0.924743	0.961363	0.177475	0.0704165	0.239372	0.662616	0.0387025	0.978455	1.45498	0.115102	0.625176	0.627159	2.43154	0.00760818	0.198443	0.387296	1.16031	0.135022	0.812107	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00556851	1.98342	0.157822	0.197943	0.083801	0.0338817	0.122332	0.0476221	0.172178	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
78	2.48041	2.37492	2.52874	0.00107288	0.921498	0.955294	0.176737	0.070245	0.239051	0.659906	0.0385613	0.98043	1.4555	0.115378	0.626621	0.628903	2.42791	0.00758373	0.198283	0.386928	1.16467	0.134497	0.812635	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.0055368	1.97718	0.157731	0.196836	0.0837144	0.0338448	0.122525	0.0475691	0.172269	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
79	2.48189	2.36918	2.5436	0.00107164	0.918355	0.949435	0.176022	0.0700782	0.238739	0.657282	0.0384245	0.982358	1.45601	0.115645	0.628023	0.630596	2.42437	0.00756001	0.198129	0.386571	1.16892	0.133988	0.813147	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00550621	1.97098	0.157645	0.19576	0.083628	0.0338082	0.122706	0.0475164	0.172355	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
80	2.48333	2.36361	2.55818	0.00107042	0.91531	0.943778	0.17533	0.069916	0.238436	0.65474	0.0382921	0.984239	1.4565	0.115905	0.629383	0.63224	2.42093	0.00753699	0.197979	0.386224	1.17306	0.133495	0.813643	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.0054767	1.96482	0.157562	0.194713	0.0835421	0.0337718	0.122876	0.0474641	0.172438	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
81	2.48471	2.35819	2.57246	0.00106924	0.912361	0.938315	0.17466	0.0697582	0.23814	0.652278	0.0381638	0.986075	1.45698	0.116156	0.630704	0.633836	2.41757	0.00751465	0.197834	0.385889	1.1771	0.133018	0.814124	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00544822	1.95871	0.157484	0.193695	0.0834565	0.0337356	0.123036	0.0474122	0.172516	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
82	2.48605	2.35292	2.58647	0.00106808	0.909503	0.933037	0.17401	0.0696046	0.237852	0.649892	0.0380395	0.987866	1.45744	0.116401	0.631985	0.635387	2.41431	0.00749297	0.197693	0.385563	1.18103	0.132556	0.81459	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00542072	1.95266	0.15741	0.192705	0.0833714	0.0336996	0.123185	0.0473606	0.17259	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
83	2.48734	2.34781	2.60021	0.00106695	0.906734	0.927937	0.173381	0.0694553	0.237571	0.64758	0.0379191	0.989614	1.45789	0.116638	0.633228	0.636893	2.41113	0.00747192	0.197557	0.385247	1.18485	0.132108	0.815042	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00539418	1.94666	0.15734	0.191742	0.0832868	0.033664	0.123324	0.0473095	0.17266	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
84	2.48858	2.34284	2.61367	0.00106586	0.90405	0.923008	0.172771	0.06931	0.237298	0.645339	0.0378024	0.991319	1.45833	0.116868	0.634435	0.638356	2.40803	0.00745148	0.197425	0.384941	1.18858	0.131674	0.81548	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00536854	1.94072	0.157273	0.190805	0.0832028	0.0336286	0.123455	0.0472588	0.172727	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
85	2.48978	2.33801	2.62687	0.00106478	0.901448	0.918244	0.172179	0.0691686	0.237032	0.643166	0.0376893	0.992982	1.45875	0.117092	0.635608	0.639777	2.40501	0.00743164	0.197297	0.384644	1.19221	0.131253	0.815905	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00534377	1.93485	0.157209	0.189894	0.0831194	0.0335935	0.123576	0.0472086	0.172791	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
86	2.49094	2.33331	2.63981	0.00106374	0.898926	0.913636	0.171606	0.0690311	0.236773	0.64106	0.0375796	0.994604	1.45915	0.117309	0.636746	0.641158	2.40208	0.00741237	0.197173	0.384356	1.19575	0.130846	0.816318	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00531984	1.92904	0.157149	0.189007	0.0830366	0.0335587	0.123689	0.0471589	0.172851	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
87	2.49206	2.32875	2.65249	0.00106272	0.89648	0.909181	0.17105	0.0688972	0.23652	0.639017	0.0374733	0.996185	1.45955	0.11752	0.637851	0.6425	2.39922	0.00739366	0.197052	0.384076	1.19919	0.13045	0.816718	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00529671	1.92331	0.157091	0.188145	0.0829545	0.0335243	0.123794	0.0471096	0.172909	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
88	2.49314	2.32431	2.66492	0.00106173	0.894108	0.90487	0.170511	0.068767	0.236274	0.637036	0.0373702	0.997728	1.45993	0.117725	0.638924	0.643805	2.39643	0.00737548	0.196934	0.383805	1.20255	0.130067	0.817107	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00527435	1.91764	0.157037	0.187306	0.0828732	0.0334902	0.123891	0.0470609	0.172963	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
89	2.49418	2.32	2.67711	0.00106076	0.891807	0.9007	0.169988	0.0686402	0.236034	0.635114	0.0372702	0.999232	1.46031	0.117924	0.639967	0.645072	2.39372	0.00735782	0.19682	0.383541	1.20581	0.129695	0.817484	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00525273	1.91205	0.156985	0.186489	0.0827925	0.0334564	0.123981	0.0470127	0.173015	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
90	2.49519	2.31581	2.68905	0.00105982	0.889575	0.896664	0.169481	0.0685169	0.2358	0.633249	0.0371732	1.0007	1.46067	0.118117	0.64098	0.646304	2.39108	0.00734067	0.196709	0.383286	1.209	0.129334	0.817851	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00523182	1.90654	0.156936	0.185695	0.0827127	0.0334231	0.124063	0.046965	0.173064	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
91	2.49617	2.31174	2.70076	0.0010589	0.887409	0.892757	0.168988	0.0683968	0.235572	0.63144	0.0370791	1.00213	1.46102	0.118305	0.641964	0.647502	2.38852	0.007324	0.196602	0.383038	1.21209	0.128984	0.818206	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.0052116	1.9011	0.15689	0.184922	0.0826336	0.0333901	0.12414	0.0469179	0.17311	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
92	2.49711	2.30778	2.71223	0.001058	0.885308	0.888975	0.16851	0.06828	0.23535	0.629684	0.0369878	1.00352	1.46136	0.118488	0.64292	0.648666	2.38601	0.00730781	0.196497	0.382798	1.21511	0.128644	0.818552	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00519203	1.89575	0.156846	0.184169	0.0825554	0.0333574	0.12421	0.0468714	0.173154	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
93	2.49802	2.30394	2.72347	0.00105713	0.883268	0.885313	0.168047	0.0681662	0.235134	0.62798	0.0368991	1.00488	1.46169	0.118665	0.64385	0.649798	2.38358	0.00729207	0.196395	0.382564	1.21805	0.128314	0.818888	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00517309	1.89047	0.156804	0.183436	0.082478	0.0333252	0.124274	0.0468254	0.173196	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
94	2.4989	2.3002	2.73449	0.00105628	0.881289	0.881765	0.167597	0.0680555	0.234923	0.626325	0.0368131	1.00621	1.46201	0.118838	0.644753	0.650898	2.38121	0.00727678	0.196295	0.382337	1.22091	0.127994	0.819214	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00515476	1.88528	0.156764	0.182723	0.0824014	0.0332933	0.124332	0.04678	0.173236	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
95	2.49975	2.29656	2.74529	0.00105545	0.879367	0.878329	0.16716	0.0679477	0.234717	0.624719	0.0367296	1.0075	1.46232	0.119005	0.645631	0.651969	2.3789	0.00726191	0.196199	0.382117	1.22369	0.127683	0.81953	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00513702	1.88017	0.156726	0.182029	0.0823258	0.0332619	0.124385	0.0467352	0.173274	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
96	2.50057	2.29302	2.75587	0.00105464	0.877501	0.875	0.166735	0.0678428	0.234516	0.623159	0.0366486	1.00876	1.46262	0.119168	0.646484	0.65301	2.37665	0.00724746	0.196104	0.381904	1.22641	0.127381	0.819838	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00511983	1.87514	0.156691	0.181353	0.082251	0.0332309	0.124433	0.0466909	0.173309	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
97	2.50137	2.28959	2.76625	0.00105386	0.875689	0.871773	0.166323	0.0677407	0.234321	0.621645	0.0365699	1.00999	1.46291	0.119327	0.647314	0.654022	2.37446	0.00723341	0.196013	0.381696	1.22905	0.127088	0.820137	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00510319	1.8702	0.156657	0.180695	0.0821772	0.0332002	0.124476	0.0466473	0.173343	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
98	2.50214	2.28624	2.77641	0.00105309	0.87393	0.868645	0.165923	0.0676412	0.23413	0.620173	0.0364935	1.01118	1.4632	0.119481	0.648121	0.655007	2.37233	0.00721975	0.195923	0.381495	1.23162	0.126804	0.820428	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00508706	1.86534	0.156624	0.180055	0.0821043	0.03317	0.124514	0.0466043	0.173376	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
99	2.50288	2.28299	2.78637	0.00105234	0.872221	0.865613	0.165534	0.0675443	0.233944	0.618744	0.0364192	1.01235	1.46347	0.119631	0.648906	0.655966	2.37025	0.00720647	0.195836	0.381299	1.23413	0.126527	0.820711	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.00507144	1.86057	0.156594	0.179431	0.0820324	0.0331403	0.124549	0.0465619	0.173406	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
100	2.5036	2.27983	2.79613	0.00105162	0.87056	0.862673	0.165156	0.06745	0.233763	0.617355	0.0363471	1.01349	1.46374	0.119776	0.649669	0.656898	2.36823	0.00719355	0.195751	0.381109	1.23657	0.126258	0.820986	223	221.89	0.003	74	0.15	0	0.0153879	0.163909	2.04839	0.686372	1.97445	1.33839	0.045087	0.00683511	0.000793406	0.73	0.00547347	0.0167807	0.0613314	1.06781	0.0123547	0.00654086	0.046785	0.0390366	0.138291	0.257657	0.0032623	0.00125869	0.0511805	0.350865	4.2044	0.294358	0.00339248	0.00265985	0.00620211	0.0050563	1.85588	0.156565	0.178823	0.0819614	0.0331109	0.124579	0.0465201	0.173435	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02
