Time	[IL6]	[IFN]	[(IL6-gp80-gp130-JAK)2*-STAT1C-STAT3C]	[(IL6-gp80-gp130-JAK)2*-STAT1C]	[(IFN-R-JAK)2*-STAT3C]	[(IFN-R-JAK)2*-STAT3C*]	[STAT1C*-STAT3C*]	[STAT1N*-STAT3N*]	[PP2-STAT1N*-STAT3N*]	[PP1-STAT1C*-STAT3C*]	[gp80]	[IL6-gp80]	[gp130]	[JAK(IFN)]	[gp130-JAK]	[IL6-gp80-gp130-JAK]	[(IL6-gp80-gp130-JAK)2]	[(IL6-gp80-gp130-JAK)2*]	[(IL6-gp80-gp130-JAK)2*-STAT3C]	[STAT3C]	[STAT3C*]	[(IL6-gp80-gp130-JAK)2*-STAT3C*]	[(STAT3C*)2]	[(IL6-gp80-gp130-JAK)2*-SOCS3]	[(IL6-gp80-gp130-JAK)2*-SHP2]	[STAT3C-STAT3C*]	[SOCS3]	[PP1]	[PP1-STAT3C*]	[PP1-(STAT3C*)2]	[mRNA-SOCS3C]	[Grb2]	[(IL6-gp80-gp130-JAK)2*-SHP2*]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2]	[SOS]	[SHP2*-Grb2]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS]	[Ras-GDP]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS-Ras-GDP]	[Ras-GTP]	[Raf]	[Raf-Ras-GTP]	[Ras-GTP*]	[Raf*]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS-Ras-GTP]	[SHP2*-Grb2-SOS]	[Grb2-SOS]	[SHP2*]	[Phosp1]	[Raf*-Phosp1]	[MEK]	[MEK-Raf*]	[MEK-P]	[MEK-P-Raf*]	[MEK-PP]	[MEK-PP-Phosp2]	[Phosp2]	[MEK-P-Phosp2]	[ERK]	[ERK-MEK-PP]	[ERK-P]	[ERK-P-MEK-PP]	[ERK-PP]	[Phosp3]	[ERK-PP-Phosp3]	[ERK-P-Phosp3]	[CEBPi]	[CEBP]	[CEBPn]	[R-JAK]	[IFN-R-JAK]	[(IFN-R-JAK)2]	[(IFN-R-JAK)2*]	[(IFN-R-JAK)2*-STAT1C]	[STAT1C]	[STAT1C*]	[(IFN-R-JAK)2*-STAT1C*]	[(STAT1C*)2]	[(IFN-R-JAK)2*-SHP2]	[PP1-STAT1C*]	[STAT1C-STAT1C*]	[mRNA-SOCS1C]	[SOCS1]	[(IFN-R-JAK)2*-SOCS1]	[PP1-(STAT1C*)2]	[(IFN-R-JAK)2*-STAT1C-SOCS1]	[(IFN-R-JAK)2*-STAT1C-SHP2-SOCS1]	[(IFN-R-JAK)2*-STAT1C-SHP2]	[R]	[SHP2]	[STAT3*]	[STAT1*]	[(IL6-gp80-gp130-JAK)2*-STAT1]	[(IL6-gp80-gp130-JAK)2*-STAT1*]	[JAK(IL-6)]	[(IFN-R-JAK)2*-STAT1C-STAT3C]	[(STAT1N*)2]	[PP2-STAT1N*]	[STAT1N*]	[STAT1N]	[mRNA-SOCS1N]	[PP2-(STAT1N*)2]	[STAT1N-STAT1N*]	[(STAT3N*)2]	[PP2]	[PP2-(STAT3N*)2]	[STAT3N*]	[PP2-STAT3N*]	[STAT3N]	[STAT3N-STAT3N*]	[mRNA-SOCS3N]
43	0	0.1	0	0	0.000186589	4.53232e-09	1.60535e-06	2.31403e-08	3.19258e-09	1.94196e-07	8	0	0.8	2.15689	7.35703	0	0	0	0	999.995	0.00266333	0	4.34238e-07	0	0	1.78394e-06	1.37393e-16	49.9979	0.0004416	5.24766e-08	4.03221e-15	51.2207	0	0	0.220749	0	0	19000	0	0	67	0	0	0	0	0	33.7793	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.28494	0.475485	0.0382506	0.000222973	0.00137248	999.986	0.00983371	1.67443e-08	5.93485e-06	8.25375e-05	0.00163269	6.59936e-06	1.66456e-14	5.79217e-16	7.84404e-22	7.18651e-07	5.06902e-21	8.54307e-22	1.02384e-24	2.15689	99.9999	0.00310955	0.0114884	0	0	4.64297	0.00122397	4.03486e-08	2.14832e-08	1.61624e-07	4.03663e-10	4.33018e-12	5.70923e-09	6.5585e-11	6.25137e-09	60	8.616e-10	1.30085e-08	1.6909e-09	5.7825e-11	9.64479e-12	1.07405e-12
44	0	0.1	0	0	0.000198285	5.28095e-09	1.94659e-06	2.85888e-08	4.00451e-09	2.3893e-07	8	0	0.8	2.15593	7.3604	0	0	0	0	999.995	0.00290709	0	5.26743e-07	0	0	1.96611e-06	1.8343e-16	49.9977	0.00048663	6.45909e-08	5.24141e-15	51.2206	0	0	0.22056	0	0	19000	0	0	67	0	0	0	0	0	33.7794	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.27692	0.481691	0.0394489	0.000236393	0.00145837	999.985	0.0107299	1.95027e-08	7.19366e-06	8.81782e-05	0.00179847	7.27093e-06	2.15041e-14	7.68707e-16	1.12214e-21	8.83834e-07	7.3141e-21	1.25498e-21	1.54531e-24	2.15593	99.9999	0.00339913	0.0125543	0	0	4.6396	0.00130131	4.9323e-08	2.73901e-08	2.02905e-07	5.25934e-10	5.44299e-12	7.08467e-09	8.26928e-11	7.72641e-09	60	1.08119e-09	1.64947e-08	2.17769e-09	7.52883e-11	1.22988e-11	1.35877e-12
45	0	0.1	0	0	0.000210337	6.12646e-09	2.34785e-06	3.51138e-08	4.99099e-09	2.92259e-07	8	0	0.8	2.15498	7.36335	0	0	0	0	999.995	0.00316557	0	6.35558e-07	0	0	2.16086e-06	2.43051e-16	49.9975	0.000534759	7.90385e-08	6.76599e-15	51.2204	0	0	0.22041	0	0	19000	0	0	67	0	0	0	0	0	33.7796	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.26902	0.487762	0.040639	0.000250202	0.00154689	999.983	0.0116798	2.2617e-08	8.67335e-06	9.40153e-05	0.00197558	7.98871e-06	2.7591e-14	1.01261e-15	1.59027e-21	1.08069e-06	1.04513e-20	1.82469e-21	2.30712e-24	2.15498	99.9999	0.00370665	0.013686	0	0	4.63665	0.00138104	5.99546e-08	3.46863e-08	2.5315e-07	6.80249e-10	6.79917e-12	8.73746e-09	1.03566e-10	9.49358e-09	60	1.34809e-09	2.07811e-08	2.78518e-09	9.73271e-11	1.55746e-11	1.70806e-12
46	0	0.1	0	0	0.000222745	7.07792e-09	2.81754e-06	4.28883e-08	6.18282e-09	3.55515e-07	8	0	0.8	2.15404	7.36594	0	0	0	0	999.994	0.00343918	0	7.62973e-07	0	0	2.36861e-06	3.19742e-16	49.9972	0.000586094	9.61814e-08	8.67633e-15	51.2203	0	0	0.220291	0	0	19000	0	0	67	0	0	0	0	0	33.7797	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.26124	0.493703	0.0418203	0.000264397	0.00163801	999.982	0.0126851	2.61203e-08	1.04048e-05	0.000100048	0.00216443	8.75432e-06	3.51705e-14	1.32447e-15	2.23358e-21	1.31409e-06	1.47963e-20	2.62715e-21	3.40897e-24	2.15404	99.9999	0.00403265	0.0148855	0	0	4.63406	0.00146314	7.24883e-08	4.36448e-08	3.13975e-07	8.73739e-10	8.44288e-12	1.07129e-08	1.28882e-10	1.15999e-08	60	1.67068e-09	2.60216e-08	3.53861e-09	1.24963e-10	1.95931e-11	2.13419e-12
47	0	0.1	0	0	0.000235505	8.14494e-09	3.36493e-06	5.21066e-08	7.61508e-09	4.30182e-07	8	0	0.8	2.15312	7.36822	0	0	0	0	999.994	0.00372834	0	9.11516e-07	0	0	2.5898e-06	4.17755e-16	49.997	0.000640739	1.16424e-07	1.10559e-14	51.2202	0	0	0.220197	0	0	19000	0	0	67	0	0	0	0	0	33.7798	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.25358	0.499517	0.0429925	0.000278976	0.00173172	999.981	0.0137471	3.00477e-08	1.24219e-05	0.000106275	0.00236539	9.56934e-06	4.4554e-14	1.72069e-15	3.11047e-21	1.5895e-06	2.07635e-20	3.74734e-21	4.98749e-24	2.15312	99.9999	0.00437766	0.0161546	0	0	4.63178	0.00154759	8.71958e-08	5.45822e-08	3.87225e-07	1.11484e-09	1.04247e-11	1.30617e-08	1.59416e-10	1.40983e-08	60	2.05849e-09	3.23939e-08	4.46758e-09	1.59407e-10	2.4494e-11	2.65128e-12
48	0	0.1	0	0	0.000248615	9.33763e-09	4.00022e-06	6.29861e-08	9.32751e-09	5.17914e-07	8	0	0.8	2.15221	7.37022	0	0	0	0	999.993	0.00403345	0	1.08397e-06	0	0	2.82486e-06	5.42249e-16	49.9967	0.0006988	1.40218e-07	1.40035e-14	51.2201	0	0	0.220122	0	0	19000	0	0	67	0	0	0	0	0	33.7799	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.24603	0.505209	0.0441553	0.000293935	0.00182798	999.979	0.0148673	3.44363e-08	1.47622e-05	0.000112695	0.00257883	1.04354e-05	5.6107e-14	2.22103e-15	4.2964e-21	1.913e-06	2.88924e-20	5.29771e-21	7.22836e-24	2.15221	99.9999	0.00474221	0.0174954	0	0	4.62978	0.00163437	1.04378e-07	6.78635e-08	4.75002e-07	1.41351e-09	1.28023e-11	1.58411e-08	1.96045e-10	1.70479e-08	60	2.52232e-09	4.01029e-08	5.60656e-09	2.02087e-10	3.04376e-11	3.27557e-12
49	0	0.1	0	0	0.000262071	1.06667e-08	4.73462e-06	7.57696e-08	1.1365e-08	6.20548e-07	8	0	0.8	2.15132	7.37197	0	0	0	0	999.993	0.00435492	0	1.28339e-06	0	0	3.07421e-06	6.99449e-16	49.9964	0.00076038	1.68061e-07	1.76349e-14	51.2201	0	0	0.220063	0	0	19000	0	0	67	0	0	0	0	0	33.7799	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.2386	0.510781	0.0453083	0.000309271	0.00192679	999.977	0.0160472	3.9325e-08	1.74667e-05	0.000119307	0.00280514	1.1354e-05	7.02559e-14	2.84922e-15	5.88839e-21	2.29131e-06	3.98812e-20	7.42595e-21	1.03819e-23	2.15132	99.9999	0.00512683	0.0189096	0	0	4.62803	0.00172347	1.24367e-07	8.39079e-08	5.79694e-07	1.78138e-09	1.56412e-11	1.91146e-08	2.3976e-10	2.05148e-08	60	3.0744e-09	4.9383e-08	6.99557e-09	2.54681e-10	3.76075e-11	4.02562e-12
50	0	0.1	0	0	0.000275871	1.21433e-08	5.58038e-06	9.07268e-08	1.3778e-08	7.4011e-07	8	0	0.8	2.15044	7.37351	0	0	0	0	999.992	0.00469313	0	1.51313e-06	0	0	3.33828e-06	8.96834e-16	49.9961	0.000825581	2.00509e-07	2.2086e-14	51.22	0	0	0.220016	0	0	19000	0	0	67	0	0	0	0	0	33.78	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.23128	0.516236	0.0464513	0.000324979	0.00202811	999.976	0.0172881	4.47545e-08	2.05803e-05	0.00012611	0.00304467	1.23268e-05	8.74972e-14	3.63356e-15	8.01032e-21	2.73188e-06	5.46269e-20	1.03247e-20	1.47832e-23	2.15044	99.9999	0.00553204	0.0203993	0	0	4.62649	0.00181487	1.47528e-07	1.03195e-07	7.03997e-07	2.23206e-09	1.90156e-11	2.2953e-08	2.91681e-10	2.45726e-08	60	3.72845e-09	6.05021e-08	8.68087e-09	3.19147e-10	4.62128e-11	4.92261e-12
51	0	0.1	0	0	0.000290011	1.37791e-08	6.55085e-06	1.08157e-07	1.66232e-08	8.78839e-07	8	0	0.8	2.14957	7.37487	0	0	0	0	999.992	0.00504847	0	1.77683e-06	0	0	3.61748e-06	1.14334e-15	49.9958	0.000894504	2.38169e-07	2.75149e-14	51.22	0	0	0.219979	0	0	19000	0	0	67	0	0	0	0	0	33.78	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.22407	0.521578	0.0475839	0.000341057	0.00213192	999.974	0.0185914	5.07678e-08	2.41519e-05	0.000133102	0.0032978	1.33553e-05	1.08406e-13	4.60769e-15	1.08195e-20	3.2429e-06	7.42755e-20	1.42437e-20	2.08774e-23	2.14957	99.9999	0.00595834	0.0219664	0	0	4.62513	0.00190854	1.7426e-07	1.26272e-07	8.50952e-07	2.78135e-09	2.30091e-11	2.74347e-08	3.5306e-10	2.93028e-08	60	4.49988e-09	7.3765e-08	1.07157e-08	3.97768e-10	5.64909e-11	5.99057e-12
52	0	0.1	0	0	0.000304488	1.55865e-08	7.66058e-06	1.2839e-07	1.99636e-08	1.03919e-06	8	0	0.8	2.14872	7.37605	0	0	0	0	999.991	0.00542133	0	2.07846e-06	0	0	3.91222e-06	1.44963e-15	49.9955	0.00096725	2.81714e-07	3.41055e-14	51.2199	0	0	0.21995	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.21697	0.52681	0.0487061	0.000357501	0.00223821	999.972	0.0199585	5.74094e-08	2.82347e-05	0.000140281	0.00356487	1.4441e-05	1.33644e-13	5.81141e-15	1.45142e-20	3.83339e-06	1.00281e-19	1.95041e-20	2.9252e-23	2.14872	99.9999	0.00640625	0.0236125	0	0	4.62395	0.00200446	2.05001e-07	1.53758e-07	1.02397e-06	3.44753e-09	2.77158e-11	3.26463e-08	4.25297e-10	3.47955e-08	60	5.40589e-09	8.95172e-08	1.3161e-08	4.93186e-10	6.87101e-11	7.2567e-12
53	0	0.1	0	0	0.000319299	1.75783e-08	8.92535e-06	1.5179e-07	2.38696e-08	1.22385e-06	8	0	0.8	2.14787	7.3771	0	0	0	0	999.991	0.00581207	0	2.42234e-06	0	0	4.22292e-06	1.82829e-15	49.9951	0.00104392	3.31876e-07	4.20703e-14	51.2199	0	0	0.219927	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.20998	0.531935	0.0498175	0.000374308	0.00234695	999.97	0.0213907	6.47262e-08	3.28864e-05	0.000147647	0.00384625	1.55856e-05	1.63976e-13	7.29164e-15	1.93433e-20	4.5132e-06	1.34479e-19	2.65169e-20	4.06762e-23	2.14787	99.9999	0.00687628	0.0253397	0	0	4.6229	0.00210262	2.40229e-07	1.86356e-07	1.22688e-06	4.25164e-09	3.32409e-11	3.86832e-08	5.09951e-10	4.11499e-08	60	6.46565e-09	1.08149e-07	1.60865e-08	6.08453e-10	8.31725e-11	8.75169e-12
54	0	0.1	0	0	0.000334441	1.97678e-08	1.03622e-05	1.78758e-07	2.84192e-08	1.43578e-06	8	0	0.8	2.14704	7.37801	0	0	0	0	999.99	0.00622107	0	2.81313e-06	0	0	4.54998e-06	2.29423e-15	49.9947	0.0011246	3.89461e-07	5.16544e-14	51.2199	0	0	0.219908	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.20308	0.536955	0.0509181	0.000391473	0.0024581	999.968	0.0228893	7.27668e-08	3.81696e-05	0.000155198	0.00414227	1.67904e-05	2.00273e-13	9.1034e-15	2.56173e-20	5.2931e-06	1.7917e-19	3.58043e-20	5.61514e-23	2.14704	99.9998	0.00736892	0.0271497	0	0	4.62199	0.00220298	2.80462e-07	2.24857e-07	1.46393e-06	5.21787e-09	3.97022e-11	4.56502e-08	6.08755e-10	4.84752e-08	60	7.70042e-09	1.301e-07	1.95716e-08	7.47076e-10	1.00217e-10	1.051e-11
55	0	0.1	0	0	0.00034991	2.2169e-08	1.19897e-05	2.09731e-07	3.36989e-08	1.67816e-06	8	0	0.8	2.14622	7.37882	0	0	0	0	999.989	0.00664869	0	3.2559e-06	0	0	4.8938e-06	2.86495e-15	49.9943	0.0012094	4.55343e-07	6.31392e-14	51.2199	0	0	0.219893	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.19629	0.541873	0.0520077	0.000408993	0.00257166	999.966	0.0244555	8.15819e-08	4.41516e-05	0.000162931	0.00445328	1.80571e-05	2.43535e-13	1.1311e-14	3.37217e-20	6.18483e-06	2.37229e-19	4.80266e-20	7.69737e-23	2.14622	99.9998	0.00788466	0.0290443	0	0	4.62118	0.00230553	3.26263e-07	2.7015e-07	1.73987e-06	6.37387e-09	4.72307e-11	5.3662e-08	7.23622e-10	5.6891e-08	60	9.13374e-09	1.55864e-07	2.37061e-08	9.13077e-10	1.20223e-10	1.25704e-11
56	0	0.1	0	0	0.000365703	2.47964e-08	1.38276e-05	2.45187e-07	3.98037e-08	1.95449e-06	8	0	0.8	2.14542	7.37953	0	0	0	0	999.989	0.00709529	0	3.75607e-06	0	0	5.25478e-06	3.56097e-15	49.9939	0.00129841	5.30475e-07	7.68468e-14	51.2199	0	0	0.219882	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.1896	0.546692	0.053086	0.000426864	0.00268759	999.964	0.0260906	9.1224e-08	5.09049e-05	0.000170846	0.00477962	1.9387e-05	2.94894e-13	1.39896e-14	4.41328e-20	7.20114e-06	3.12225e-19	6.40142e-20	1.0481e-22	2.14542	99.9998	0.00842399	0.0310252	0	0	4.62047	0.00241025	3.78239e-07	3.23231e-07	2.05998e-06	7.75113e-09	5.59719e-11	6.28439e-08	8.56665e-10	6.65281e-08	60	1.07916e-08	1.85992e-07	2.85917e-08	1.11105e-09	1.43614e-10	1.4976e-11
57	0	0.1	0	0	0.000381817	2.7665e-08	1.58973e-05	2.85649e-07	4.68384e-08	2.26854e-06	8	0	0.8	2.14462	7.38015	0	0	0	0	999.988	0.00756121	0	4.3195e-06	0	0	5.63329e-06	4.40623e-15	49.9935	0.00139172	6.1589e-07	9.3145e-14	51.2199	0	0	0.219873	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.183	0.551414	0.0541531	0.000445083	0.00280587	999.962	0.0277958	1.01748e-07	5.85078e-05	0.00017894	0.00512161	2.07818e-05	3.5564e-13	1.72259e-14	5.74363e-20	8.35583e-06	4.08567e-19	8.48054e-20	1.41794e-22	2.14462	99.9998	0.0089874	0.0330944	0	0	4.61985	0.00251711	4.37049e-07	3.85214e-07	2.43007e-06	9.38545e-09	6.60872e-11	7.33322e-08	1.01021e-09	7.75289e-08	60	1.27025e-08	2.21103e-07	3.43431e-08	1.34621e-09	1.70859e-10	1.77749e-11
58	0	0.1	0	0	0.000398247	3.07904e-08	1.82218e-05	3.31685e-07	5.49179e-08	2.6244e-06	8	0	0.8	2.14384	7.38069	0	0	0	0	999.987	0.0080468	0	4.95248e-06	0	0	6.02973e-06	5.4286e-15	49.993	0.00148942	7.12705e-07	1.12452e-13	51.2199	0	0	0.219865	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.1765	0.556042	0.0552089	0.000463645	0.00292647	999.959	0.0295723	1.1321e-07	6.70438e-05	0.000187212	0.00547957	2.22428e-05	4.27229e-13	2.11209e-14	7.43496e-20	9.66386e-06	5.31685e-19	1.11694e-19	1.90642e-22	2.14384	99.9998	0.00957536	0.0352534	0	0	4.61931	0.00262609	5.034e-07	4.57337e-07	2.85657e-06	1.13174e-08	7.77546e-11	8.5275e-08	1.18679e-09	9.00487e-08	60	1.4898e-08	2.61882e-07	4.10889e-08	1.62449e-09	2.02478e-10	2.10209e-11
59	0	0.1	0	0	0.000414992	3.41887e-08	2.08255e-05	3.83909e-07	6.4168e-08	3.02648e-06	8	0	0.8	2.14306	7.38117	0	0	0	0	999.987	0.00855238	0	5.66174e-06	0	0	6.44448e-06	6.66037e-15	49.9925	0.00159161	8.22128e-07	1.35243e-13	51.2199	0	0	0.21986	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.17009	0.560577	0.0562532	0.000482547	0.00304937	999.957	0.0314213	1.25668e-07	7.66025e-05	0.00019566	0.00585383	2.37716e-05	5.11304e-13	2.57906e-14	9.57458e-20	1.11413e-05	6.88219e-19	1.4628e-19	2.54787e-22	2.14306	99.9998	0.0101883	0.037504	0	0	4.61883	0.00273716	5.78052e-07	5.40978e-07	3.34658e-06	1.35926e-08	9.11703e-11	9.8833e-08	1.38921e-09	1.04256e-07	60	1.74122e-08	3.09092e-07	4.89734e-08	1.95261e-09	2.39048e-10	2.47732e-11
60	0	0.1	0	0	0.000432046	3.78766e-08	2.37349e-05	4.42987e-07	7.47258e-08	3.47953e-06	8	0	0.8	2.1423	7.38159	0	0	0	0	999.986	0.00907829	0	6.45448e-06	0	0	6.8779e-06	8.13886e-15	49.992	0.00169837	9.4546e-07	1.62054e-13	51.2199	0	0	0.219855	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.16378	0.565023	0.057286	0.000501784	0.00317455	999.954	0.0333438	1.39184e-07	8.72795e-05	0.000204282	0.00624468	2.53695e-05	6.09712e-13	3.13685e-14	1.22685e-19	1.28056e-05	8.86264e-19	1.90536e-19	3.38553e-22	2.1423	99.9998	0.0108268	0.039848	0	0	4.61841	0.00285031	6.61821e-07	6.3766e-07	3.90785e-06	1.62626e-08	1.0655e-10	1.1418e-07	1.6205e-09	1.20332e-07	60	2.02827e-08	3.63577e-07	5.81576e-08	2.3381e-09	2.81202e-10	2.90974e-11
61	0	0.1	0	0	0.000449408	4.18713e-08	2.69777e-05	5.09641e-07	8.67408e-08	3.98866e-06	8	0	0.8	2.14155	7.38196	0	0	0	0	999.985	0.00962484	0	7.33839e-06	0	0	7.33037e-06	9.90707e-15	49.9915	0.00180979	1.0841e-06	1.9349e-13	51.2199	0	0	0.219852	0	0	19000	0	0	67	0	0	0	0	0	33.7801	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.15755	0.569381	0.0583072	0.000521354	0.00330197	999.951	0.035341	1.53819e-07	9.91769e-05	0.000213077	0.00665243	2.7038e-05	7.24526e-13	3.80075e-14	1.56448e-19	1.46753e-05	1.13565e-18	2.46883e-19	4.4736e-22	2.14155	99.9998	0.0114912	0.0422869	0	0	4.61804	0.0029655	7.5558e-07	7.49069e-07	4.54893e-06	1.93851e-08	1.24131e-10	1.31503e-07	1.88396e-09	1.38476e-07	60	2.35504e-08	4.26269e-07	6.88211e-08	2.78949e-09	3.29638e-10	3.4066e-11
62	0	0.1	0	0	0.000467072	4.61907e-08	3.0584e-05	5.84644e-07	1.00375e-07	4.55934e-06	8	0	0.8	2.14081	7.38228	0	0	0	0	999.984	0.0101923	0	8.32166e-06	0	0	7.80226e-06	1.20144e-14	49.991	0.00192595	1.23955e-06	2.30233e-13	51.2198	0	0	0.219849	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.15141	0.573653	0.0593168	0.000541252	0.00343161	999.949	0.0374138	1.69638e-07	0.000112403	0.000222043	0.00707738	2.87785e-05	8.58066e-13	4.58826e-14	1.98577e-19	1.67703e-05	1.44826e-18	3.18279e-19	5.87968e-22	2.14081	99.9998	0.012182	0.0448225	0	0	4.61772	0.00308273	8.60262e-07	8.77063e-07	5.27913e-06	2.30248e-08	1.44171e-10	1.51003e-07	2.18318e-09	1.58898e-07	60	2.72595e-08	4.98197e-07	8.11633e-08	3.31629e-09	3.85117e-10	3.97588e-11
63	0	0.1	0	0	0.000485036	5.08531e-08	3.45852e-05	6.68833e-07	1.15805e-07	5.19743e-06	8	0	0.8	2.14008	7.38257	0	0	0	0	999.983	0.0107811	0	9.413e-06	0	0	8.2939e-06	1.45175e-14	49.9904	0.00204693	1.41341e-06	2.73047e-13	51.2198	0	0	0.219846	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.14536	0.577842	0.0603148	0.000561474	0.00356345	999.946	0.0395634	1.86706e-07	0.000127073	0.000231177	0.00751982	3.05924e-05	1.01292e-12	5.5193e-14	2.50923e-19	1.91121e-05	1.83841e-18	4.08324e-19	7.68775e-22	2.14008	99.9998	0.0128997	0.0474563	0	0	4.61743	0.00320195	9.76861e-07	1.02368e-06	6.10863e-06	2.72538e-08	1.66954e-10	1.72898e-07	2.52206e-09	1.81828e-07	60	3.14584e-08	5.8049e-07	9.54053e-08	3.92917e-09	4.48477e-10	4.62633e-11
64	0	0.1	0	0	0.000503296	5.58772e-08	3.90152e-05	7.63102e-07	1.33221e-07	5.9092e-06	8	0	0.8	2.13936	7.38282	0	0	0	0	999.983	0.0113914	0	1.06217e-05	0	0	8.80567e-06	1.7481e-14	49.9898	0.00217282	1.60741e-06	3.22788e-13	51.2198	0	0	0.219845	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.1394	0.581949	0.0613012	0.000582016	0.00369745	999.943	0.0417907	2.05092e-07	0.00014331	0.000240479	0.00798001	3.24812e-05	1.19198e-12	6.61652e-14	3.15696e-19	2.17235e-05	2.32328e-18	5.21381e-19	1.00016e-21	2.13936	99.9998	0.0136447	0.0501901	0	0	4.61718	0.00332316	1.10643e-06	1.19117e-06	7.0485e-06	3.21524e-08	1.92787e-10	1.97418e-07	2.90479e-09	2.07511e-07	60	3.6199e-08	6.74389e-07	1.11792e-07	4.64003e-09	5.20627e-10	5.36754e-11
65	0	0.1	0	0	0.000521849	6.12824e-08	4.39095e-05	8.68412e-07	1.52828e-07	6.70132e-06	8	0	0.8	2.13865	7.38304	0	0	0	0	999.982	0.0120236	0	1.19574e-05	0	0	9.33789e-06	2.09785e-14	49.9892	0.0023037	1.82338e-06	3.80412e-13	51.2198	0	0	0.219843	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.13351	0.585977	0.062276	0.000602875	0.0038336	999.94	0.0440966	2.24866e-07	0.000161242	0.000249945	0.00845824	3.44461e-05	1.39843e-12	7.9056e-14	3.95527e-19	2.46288e-05	2.92341e-18	6.62715e-19	1.29491e-21	2.13865	99.9998	0.0144174	0.0530253	0	0	4.61696	0.00344632	1.25011e-06	1.38198e-06	8.11077e-06	3.78096e-08	2.22007e-10	2.24814e-07	3.33589e-09	2.36211e-07	60	4.15376e-08	7.81252e-07	1.30592e-07	5.46209e-09	6.0256e-10	6.21002e-11
