Time	[AcanmRNA]	[ADAMTS5]	[AGEprod]	[Alk1]	[Alk1_Alk5]	[Alk5]	[Alk5_dimer]	[Bax]	[Bax_Bcl2]	[Bax_Bcl2_Beclin]	[Bax_Bcl2_Beclin_I]	[Bcl2]	[Bcl2_Beclin]	[Bcl2_Beclin_I]	[Beclin]	[Beclin_I]	[Caspase_A]	[Caspase_I]	[Col2mRNA]	[DamP]	[IkB]	[IkB_NFkB]	[IL1]	[Lys_A]	[Lys_I]	[MMP13]	[MMP2]	[NatP]	[NFkB]	[NFkB_P]	[p38]	[p38_P]	[proMMP13]	[proMMP2]	[RAGE]	[ROS]	[Runx2_A]	[Runx2_I]	[Smad1]	[Smad1_P]	[Smad1_P_Smad4]	[Smad2]	[Smad2_P]	[Smad2_P_Smad4]	[Smad4]	[Smad7]	[SOD]	[Sox9]	[Sox9_A]	[Sox9mRNA]	[Tgfb_A]	[Tgfb_Alk1_Alk5]	[Tgfb_Alk1_Alk5_Smad7]	[Tgfb_Alk5_dimer]	[Tgfb_Alk5_dimer_Smad7]	[AggFrag]	[Aggrecan]	[Aggrecan_Collagen2]	[ColFrag]	[Collagen2]	[Integrin]	[Tgfb_I]	[Sink]	[Source]	[IntegrinCount]
65	3.98385e-13	1.37931e-07	6.5e-05	381.945	118.055	60.9537	160.494	0.00588004	92.7899	7.20425	7.807e-08	16.9974	32.9893	1.15221e-07	69.8065	2.18706e-06	0.00196399	99.998	1.74016e-11	0.122432	4.17814e-06	99.9871	1.98136e-05	39.9965	360.003	1.00397e-11	1.5697e-15	1500	0.0126315	0.000239062	99.0599	0.940075	8.82642e-09	1.38009e-09	2.48557e-06	1.96209	2.63137e-07	100	600	6.27332e-07	2.23802e-07	600	1.89924e-06	1.41223e-06	600	1.64758e-10	1.87414	99.999	8.52846e-09	9.93586	6.62836e-05	4.0329e-06	2.4049e-15	8.1594e-06	1.95853e-19	1.56904e-12	3.45432e-18	1000	8.21358e-31	1.56906e-12	2.5582e-05	200	0	1	2.6e-05
66	4.39241e-13	1.48108e-07	6.6e-05	381.965	118.035	60.5688	160.697	0.00592896	92.8138	7.1803	8.00318e-08	16.8571	33.0733	1.18091e-07	69.7464	2.2185e-06	0.00200929	99.998	1.88684e-11	0.124203	4.41651e-06	99.9869	2.0931e-05	39.9965	360.004	1.09545e-11	1.71275e-15	1500	0.0128181	0.000248649	99.0499	0.950058	9.47771e-09	1.48194e-09	2.57292e-06	1.96157	2.86284e-07	100	600	6.60895e-07	2.39257e-07	600	1.99478e-06	1.50469e-06	600	1.78481e-10	1.87227	99.999	9.24418e-09	9.93488	6.76108e-05	4.19095e-06	2.75507e-15	8.48194e-06	2.24404e-19	1.71202e-12	3.87285e-18	1000	9.93508e-31	1.71204e-12	2.59692e-05	200	0	1	2.64e-05
67	4.83494e-13	1.58854e-07	6.7e-05	381.992	118.008	60.2002	160.894	0.00597821	92.8373	7.15672	8.20071e-08	16.7181	33.1565	1.2098e-07	69.6868	2.24991e-06	0.00205471	99.9979	2.04305e-11	0.12597	4.66418e-06	99.9867	2.20911e-05	39.9964	360.004	1.19363e-11	1.86626e-15	1500	0.0130044	0.000258444	99.0401	0.959933	1.01654e-08	1.58947e-09	2.66216e-06	1.96106	3.11014e-07	100	600	6.95596e-07	2.55472e-07	600	2.09333e-06	1.60139e-06	600	1.93079e-10	1.8704	99.9989	1.00061e-08	9.93389	6.89391e-05	4.3521e-06	3.1488e-15	8.81128e-06	2.56521e-19	1.86545e-12	4.33393e-18	1000	1.19818e-30	1.86547e-12	2.63561e-05	200	0	1	2.68e-05
68	5.31362e-13	1.70191e-07	6.8e-05	382.026	117.975	59.8471	161.088	0.00602779	92.8605	7.1335	8.39955e-08	16.5806	33.2388	1.23886e-07	69.6277	2.2813e-06	0.00210027	99.9979	2.20922e-11	0.127735	4.92133e-06	99.9865	2.32948e-05	39.9964	360.004	1.29887e-11	2.03081e-15	1500	0.0131904	0.000268447	99.0303	0.969704	1.08909e-08	1.70292e-09	2.75329e-06	1.96055	3.37404e-07	100	600	7.31452e-07	2.72467e-07	600	2.1949e-06	1.70244e-06	600	2.0859e-10	1.86853	99.9989	1.08162e-08	9.93291	7.02684e-05	4.51635e-06	3.59061e-15	9.14744e-06	2.92579e-19	2.02992e-12	4.84105e-18	1000	1.44085e-30	2.02995e-12	2.67428e-05	200	0	1	2.72e-05
69	5.83071e-13	1.82139e-07	6.9e-05	382.065	117.935	59.5087	161.277	0.0060777	92.8833	7.11065	8.59968e-08	16.4443	33.3202	1.2681e-07	69.5692	2.31265e-06	0.00214594	99.9979	2.3858e-11	0.129496	5.18815e-06	99.9863	2.45429e-05	39.9963	360.004	1.41156e-11	2.20702e-15	1500	0.0133762	0.000278657	99.0206	0.979371	1.16556e-08	1.82249e-09	2.84635e-06	1.96005	3.65534e-07	100	600	7.68476e-07	2.90266e-07	600	2.29955e-06	1.80795e-06	600	2.25054e-10	1.86666	99.9989	1.16768e-08	9.93193	7.15986e-05	4.68369e-06	4.08536e-15	9.49043e-06	3.32979e-19	2.20604e-12	5.39794e-18	1000	1.72781e-30	2.20606e-12	2.71293e-05	200	0	1	2.76e-05
70	6.38858e-13	1.94723e-07	7e-05	382.11	117.89	59.1843	161.461	0.00612795	92.9057	7.08815	8.80107e-08	16.3094	33.4007	1.29751e-07	69.5111	2.34397e-06	0.00219172	99.9978	2.57325e-11	0.131253	5.46483e-06	99.9861	2.58362e-05	39.9962	360.004	1.5321e-11	2.3955e-15	1500	0.0135617	0.000289074	99.0111	0.988934	1.24609e-08	1.94842e-09	2.94134e-06	1.95954	3.95485e-07	100	600	8.06683e-07	3.08888e-07	600	2.4073e-06	1.91803e-06	600	2.42511e-10	1.8648	99.9988	1.25899e-08	9.93094	7.29297e-05	4.8541e-06	4.63832e-15	9.84026e-06	3.78158e-19	2.39441e-12	6.00855e-18	1000	2.06628e-30	2.39444e-12	2.75157e-05	200	0	1	2.8e-05
71	6.9897e-13	2.07964e-07	7.1e-05	382.161	117.839	58.8731	161.642	0.00617852	92.9278	7.06599	9.00369e-08	16.1758	33.4804	1.32708e-07	69.4536	2.37527e-06	0.0022376	99.9978	2.77203e-11	0.133008	5.75154e-06	99.986	2.71755e-05	39.9962	360.004	1.6609e-11	2.59689e-15	1500	0.013747	0.000299699	99.0016	0.998396	1.33083e-08	2.08093e-09	3.03829e-06	1.95904	4.2734e-07	100	600	8.46088e-07	3.28357e-07	600	2.51819e-06	2.0328e-06	600	2.61003e-10	1.86294	99.9988	1.35578e-08	9.92996	7.42615e-05	5.02758e-06	5.2552e-15	1.01969e-05	4.28591e-19	2.5957e-12	6.6771e-18	1000	2.46464e-30	2.59573e-12	2.79018e-05	200	0	1	2.84e-05
72	7.63665e-13	2.21885e-07	7.2e-05	382.217	117.783	58.5746	161.82	0.00622943	92.9496	7.04418	9.20752e-08	16.0436	33.5593	1.35681e-07	69.3965	2.40654e-06	0.00228357	99.9977	2.98262e-11	0.134759	6.04847e-06	99.9858	2.85617e-05	39.9961	360.004	1.79839e-11	2.81188e-15	1500	0.013932	0.00031053	98.9922	1.00776	1.41993e-08	2.22025e-09	3.13721e-06	1.95854	4.61185e-07	100	600	8.86705e-07	3.48694e-07	600	2.63226e-06	2.15236e-06	600	2.8057e-10	1.86107	99.9988	1.45827e-08	9.92898	7.5594e-05	5.20412e-06	5.94213e-15	1.05605e-05	4.84786e-19	2.81057e-12	7.40803e-18	1000	2.93224e-30	2.8106e-12	2.82878e-05	200	0	1	2.88e-05
73	8.33209e-13	2.36511e-07	7.3e-05	382.278	117.722	58.288	161.993	0.00628067	92.971	7.0227	9.41254e-08	15.9126	33.6373	1.38671e-07	69.34	2.43778e-06	0.00232963	99.9977	3.20552e-11	0.136507	6.35581e-06	99.9856	2.99955e-05	39.996	360.004	1.94501e-11	3.04114e-15	1500	0.0141168	0.000321568	98.983	1.01702	1.51353e-08	2.36663e-09	3.23812e-06	1.95804	4.97109e-07	100	600	9.28549e-07	3.6992e-07	600	2.74954e-06	2.27682e-06	600	3.01257e-10	1.85921	99.9987	1.56671e-08	9.92799	7.69271e-05	5.38371e-06	6.70569e-15	1.09309e-05	5.47291e-19	3.03971e-12	8.20606e-18	1000	3.4797e-30	3.03974e-12	2.86735e-05	200	0	1	2.92e-05
74	9.07882e-13	2.51865e-07	7.4e-05	382.343	117.657	58.0129	162.164	0.00633225	92.9921	7.00155	9.61872e-08	15.7829	33.7146	1.41675e-07	69.2839	2.469e-06	0.00237576	99.9976	3.44122e-11	0.138252	6.67373e-06	99.9854	3.14777e-05	39.996	360.004	2.10123e-11	3.28541e-15	1500	0.0143013	0.000332813	98.9738	1.02618	1.61179e-08	2.52029e-09	3.34105e-06	1.95754	5.352e-07	100	600	9.71633e-07	3.92059e-07	600	2.87006e-06	2.40629e-06	600	3.23107e-10	1.85736	99.9987	1.68133e-08	9.92701	7.82607e-05	5.56635e-06	7.55303e-15	1.13081e-05	6.16702e-19	3.28383e-12	9.07617e-18	1000	4.11958e-30	3.28387e-12	2.90591e-05	200	0	1	2.96e-05
75	9.87974e-13	2.67972e-07	7.5e-05	382.413	117.587	57.7485	162.331	0.00638416	93.0129	6.98073	9.82603e-08	15.6545	33.791	1.44695e-07	69.2283	2.5002e-06	0.00242196	99.9976	3.69024e-11	0.139994	7.0024e-06	99.9852	3.30091e-05	39.9959	360.004	2.2675e-11	3.54541e-15	1500	0.0144855	0.000344263	98.9648	1.03524	1.71488e-08	2.68149e-09	3.44601e-06	1.95705	5.75551e-07	100	600	1.01597e-06	4.15131e-07	600	2.99386e-06	2.54089e-06	600	3.46165e-10	1.8555	99.9987	1.80238e-08	9.92603	7.95949e-05	5.75202e-06	8.49173e-15	1.16923e-05	6.93653e-19	3.54369e-12	1.00236e-17	1000	4.86547e-30	3.54373e-12	2.94445e-05	200	0	1	3e-05
76	1.07379e-12	2.84856e-07	7.6e-05	382.487	117.513	57.4945	162.494	0.00643642	93.0333	6.96022	1.00344e-07	15.5273	33.8666	1.47729e-07	69.1732	2.53137e-06	0.00246821	99.9975	3.9531e-11	0.141733	7.34202e-06	99.985	3.45905e-05	39.9959	360.004	2.44434e-11	3.82192e-15	1500	0.0146695	0.000355919	98.9558	1.04421	1.82294e-08	2.85046e-09	3.55302e-06	1.95655	6.18258e-07	100	600	1.06158e-06	4.39159e-07	600	3.12098e-06	2.68073e-06	600	3.70477e-10	1.85365	99.9986	1.9301e-08	9.92505	8.09294e-05	5.94071e-06	9.52998e-15	1.20834e-05	7.78827e-19	3.82003e-12	1.1054e-17	1000	5.73293e-30	3.82008e-12	2.98296e-05	200	0	1	3.04e-05
77	1.16563e-12	3.02542e-07	7.7e-05	382.564	117.436	57.2503	162.655	0.00648902	93.0535	6.94002	1.0244e-07	15.4014	33.9414	1.50778e-07	69.1186	2.56253e-06	0.00251452	99.9975	4.23034e-11	0.143468	7.69276e-06	99.9848	3.62226e-05	39.9958	360.004	2.63223e-11	4.11572e-15	1500	0.0148532	0.000367781	98.9469	1.05308	1.93613e-08	3.02747e-09	3.66209e-06	1.95606	6.63416e-07	100	600	1.10846e-06	4.64165e-07	600	3.25144e-06	2.82591e-06	600	3.96088e-10	1.8518	99.9986	2.06474e-08	9.92406	8.22644e-05	6.13241e-06	1.06766e-14	1.24813e-05	8.72959e-19	4.11367e-12	1.21732e-17	1000	6.74019e-30	4.11372e-12	3.02146e-05	200	0	1	3.08e-05
78	1.26383e-12	3.21057e-07	7.8e-05	382.645	117.355	57.0154	162.813	0.00654196	93.0733	6.92013	1.04545e-07	15.2767	34.0154	1.5384e-07	69.0644	2.59366e-06	0.00256088	99.9974	4.52251e-11	0.1452	8.05479e-06	99.9846	3.79063e-05	39.9957	360.004	2.83171e-11	4.42763e-15	1500	0.0150367	0.000379847	98.9381	1.06186	2.05463e-08	3.21277e-09	3.77326e-06	1.95557	7.11124e-07	100	600	1.15665e-06	4.90171e-07	600	3.38529e-06	2.97655e-06	600	4.23048e-10	1.84995	99.9986	2.20658e-08	9.92308	8.35996e-05	6.32712e-06	1.19408e-14	1.28862e-05	9.76834e-19	4.42539e-12	1.33874e-17	1000	7.90688e-30	4.42545e-12	3.05994e-05	200	0	1	3.12e-05
79	1.36873e-12	3.40425e-07	7.9e-05	382.729	117.271	56.7893	162.968	0.00659524	93.0929	6.90055	1.06662e-07	15.1532	34.0887	1.56916e-07	69.0108	2.62477e-06	0.00260727	99.9974	4.83016e-11	0.146929	8.42829e-06	99.9844	3.96423e-05	39.9957	360.004	3.0433e-11	4.7585e-15	1500	0.0152199	0.000392117	98.9295	1.07054	2.17859e-08	3.40662e-09	3.88652e-06	1.95508	7.61484e-07	100	600	1.20614e-06	5.172e-07	600	3.52255e-06	3.13277e-06	600	4.51403e-10	1.8481	99.9985	2.35586e-08	9.9221	8.49351e-05	6.52483e-06	1.33327e-14	1.3298e-05	1.09129e-18	4.75606e-12	1.47031e-17	1000	9.25548e-30	4.75612e-12	3.0984e-05	200	0	1	3.16e-05
80	1.48066e-12	3.60674e-07	8e-05	382.817	117.183	56.5717	163.121	0.00664886	93.1121	6.88126	1.08788e-07	15.0309	34.1612	1.60005e-07	68.9576	2.65586e-06	0.00265369	99.9973	5.15386e-11	0.148655	8.81343e-06	99.9842	4.14313e-05	39.9956	360.004	3.26757e-11	5.10919e-15	1500	0.0154029	0.000404591	98.9209	1.07913	2.30819e-08	3.60928e-09	4.00191e-06	1.95459	8.14599e-07	100	600	1.25695e-06	5.45272e-07	600	3.66326e-06	3.29466e-06	600	4.81203e-10	1.84625	99.9985	2.51287e-08	9.92112	8.62708e-05	6.72552e-06	1.48631e-14	1.37167e-05	1.21724e-18	5.10654e-12	1.61272e-17	1000	1.08119e-29	5.1066e-12	3.13684e-05	200	0	1	3.2e-05
81	1.60001e-12	3.81829e-07	8.1e-05	382.907	117.093	56.3621	163.271	0.00670284	93.131	6.86226	1.10925e-07	14.9098	34.2329	1.63107e-07	68.9048	2.68693e-06	0.00270014	99.9973	5.4942e-11	0.150377	9.21038e-06	99.984	4.32741e-05	39.9955	360.004	3.50509e-11	5.4806e-15	1500	0.0155856	0.000417269	98.9124	1.08763	2.44359e-08	3.82103e-09	4.11944e-06	1.95411	8.70574e-07	100	600	1.30909e-06	5.74412e-07	600	3.80745e-06	3.46235e-06	600	5.12497e-10	1.84441	99.9984	2.67788e-08	9.92013	8.76067e-05	6.92919e-06	1.65432e-14	1.41423e-05	1.35562e-18	5.47771e-12	1.7667e-17	1000	1.26043e-29	5.47778e-12	3.17527e-05	200	0	1	3.24e-05
82	1.72713e-12	4.03919e-07	8.2e-05	383.001	116.999	56.1602	163.418	0.00675716	93.1497	6.84354	1.13071e-07	14.7899	34.3039	1.66221e-07	68.8526	2.71798e-06	0.00274661	99.9973	5.85177e-11	0.152097	9.61931e-06	99.9838	4.51715e-05	39.9955	360.005	3.75645e-11	5.87364e-15	1500	0.0157681	0.000430149	98.904	1.09604	2.58497e-08	4.04212e-09	4.23913e-06	1.95362	9.29517e-07	100	600	1.36258e-06	6.0464e-07	600	3.95516e-06	3.63595e-06	600	5.45338e-10	1.84256	99.9984	2.85116e-08	9.91915	8.89427e-05	7.13583e-06	1.83852e-14	1.45749e-05	1.50748e-18	5.87051e-12	1.93299e-17	1000	1.46645e-29	5.87058e-12	3.21367e-05	200	0	1	3.28e-05
83	1.86241e-12	4.2697e-07	8.3e-05	383.096	116.904	55.9656	163.564	0.00681182	93.1681	6.82511	1.15227e-07	14.6711	34.3741	1.69348e-07	68.8008	2.74902e-06	0.00279308	99.9972	6.22717e-11	0.153813	1.00404e-05	99.9836	4.71241e-05	39.9954	360.005	4.02224e-11	6.28927e-15	1500	0.0159503	0.00044323	98.8956	1.10435	2.73251e-08	4.27283e-09	4.361e-06	1.95314	9.91539e-07	100	600	1.41743e-06	6.35979e-07	600	4.10642e-06	3.81557e-06	600	5.79777e-10	1.84072	99.9984	3.03301e-08	9.91817	9.02788e-05	7.34542e-06	2.04022e-14	1.50144e-05	1.6739e-18	6.28587e-12	2.11239e-17	1000	1.70289e-29	6.28595e-12	3.25205e-05	200	0	1	3.32e-05
84	2.00627e-12	4.51009e-07	8.4e-05	383.195	116.805	55.7779	163.707	0.00686684	93.1862	6.80696	1.17392e-07	14.5535	34.4436	1.72486e-07	68.7494	2.78004e-06	0.00283956	99.9972	6.62102e-11	0.155526	1.04738e-05	99.9834	4.91328e-05	39.9953	360.005	4.30311e-11	6.72845e-15	1500	0.0161323	0.000456513	98.8874	1.11258	2.88638e-08	4.51345e-09	4.48506e-06	1.95266	1.05675e-06	100	600	1.47365e-06	6.68452e-07	600	4.26125e-06	4.00132e-06	600	6.15865e-10	1.83888	99.9983	3.22371e-08	9.91719	9.16149e-05	7.55797e-06	2.26077e-14	1.54608e-05	1.85605e-18	6.72478e-12	2.30576e-17	1000	1.9737e-29	6.72486e-12	3.29042e-05	200	0	1	3.36e-05
85	2.1591e-12	4.76067e-07	8.5e-05	383.295	116.705	55.5968	163.847	0.00692221	93.204	6.78908	1.19567e-07	14.437	34.5124	1.75636e-07	68.6985	2.81105e-06	0.00288604	99.9971	7.03395e-11	0.157236	1.09197e-05	99.9832	5.11982e-05	39.9953	360.005	4.59968e-11	7.19221e-15	1500	0.016314	0.000469997	98.8793	1.12072	3.04676e-08	4.76425e-09	4.61134e-06	1.95218	1.12527e-06	100	600	1.53126e-06	7.02079e-07	600	4.4197e-06	4.19331e-06	600	6.53658e-10	1.83705	99.9983	3.42356e-08	9.91621	9.29511e-05	7.77345e-06	2.50165e-14	1.59142e-05	2.05516e-18	7.18823e-12	2.51395e-17	1000	2.28337e-29	7.18832e-12	3.32876e-05	200	0	1	3.4e-05
86	2.32134e-12	5.0217e-07	8.6e-05	383.398	116.602	55.4221	163.986	0.00697793	93.2216	6.77147	1.21751e-07	14.3216	34.5805	1.78797e-07	68.648	2.84204e-06	0.00293252	99.9971	7.4666e-11	0.158943	1.13782e-05	99.983	5.3321e-05	39.9952	360.005	4.91262e-11	7.68156e-15	1500	0.0164954	0.00048368	98.8712	1.12877	3.21383e-08	5.02553e-09	4.73985e-06	1.9517	1.19721e-06	100	600	1.59026e-06	7.36885e-07	600	4.5818e-06	4.39166e-06	600	6.93208e-10	1.83521	99.9983	3.63287e-08	9.91523	9.42872e-05	7.99186e-06	2.7644e-14	1.63746e-05	2.27256e-18	7.67726e-12	2.73789e-17	1000	2.63693e-29	7.67736e-12	3.36709e-05	200	0	1	3.44e-05
87	2.49343e-12	5.29347e-07	8.7e-05	383.502	116.498	55.2533	164.123	0.00703401	93.2388	6.75412	1.23943e-07	14.2074	34.6479	1.81969e-07	68.598	2.87301e-06	0.00297898	99.997	7.91961e-11	0.160647	1.18496e-05	99.9828	5.5502e-05	39.9951	360.005	5.24261e-11	8.19757e-15	1500	0.0166767	0.000497562	98.8633	1.13674	3.38779e-08	5.29756e-09	4.8706e-06	1.95122	1.27268e-06	100	600	1.65068e-06	7.72891e-07	600	4.74758e-06	4.59648e-06	600	7.34572e-10	1.83338	99.9982	3.85193e-08	9.91424	9.56233e-05	8.2132e-06	3.05067e-14	1.68419e-05	2.50964e-18	8.19292e-12	2.97855e-17	1000	3.03985e-29	8.19304e-12	3.4054e-05	200	0	1	3.48e-05
88	2.67583e-12	5.57628e-07	8.8e-05	383.609	116.391	55.0904	164.257	0.00709044	93.2559	6.73703	1.26144e-07	14.0942	34.7145	1.85151e-07	68.5485	2.90397e-06	0.00302542	99.997	8.39365e-11	0.162348	1.23339e-05	99.9826	5.77419e-05	39.9951	360.005	5.59035e-11	8.74134e-15	1500	0.0168576	0.000511642	98.8554	1.14462	3.56881e-08	5.58064e-09	5.00362e-06	1.95075	1.35182e-06	100	600	1.71251e-06	8.10119e-07	600	4.91707e-06	4.80789e-06	600	7.77805e-10	1.83155	99.9982	4.08105e-08	9.91326	9.69592e-05	8.43744e-06	3.36219e-14	1.73162e-05	2.76789e-18	8.73632e-12	3.23692e-17	1000	3.49842e-29	8.73644e-12	3.44368e-05	200	0	1	3.52e-05
89	2.869e-12	5.87043e-07	8.9e-05	383.717	116.283	54.9328	164.39	0.00714722	93.2727	6.72019	1.28354e-07	13.9822	34.7805	1.88344e-07	68.4993	2.93492e-06	0.00307183	99.9969	8.8894e-11	0.164045	1.28313e-05	99.9824	6.00413e-05	39.995	360.005	5.95655e-11	9.31397e-15	1500	0.0170384	0.00052592	98.8476	1.15241	3.75709e-08	5.87508e-09	5.13893e-06	1.95028	1.43475e-06	100	600	1.77577e-06	8.48591e-07	600	5.0903e-06	5.02599e-06	600	8.22964e-10	1.82972	99.9981	4.32057e-08	9.91228	9.82951e-05	8.66458e-06	3.70083e-14	1.77974e-05	3.04888e-18	9.30856e-12	3.51407e-17	1000	4.01952e-29	9.30869e-12	3.48195e-05	200	0	1	3.56e-05
90	3.07343e-12	6.17621e-07	9e-05	383.826	116.174	54.7805	164.521	0.00720437	93.2892	6.70361	1.30572e-07	13.8712	34.8458	1.91546e-07	68.4506	2.96586e-06	0.00311822	99.9969	9.40753e-11	0.165739	1.3342e-05	99.9822	6.24009e-05	39.9949	360.005	6.34194e-11	9.91662e-15	1500	0.0172188	0.000540394	98.8399	1.16013	3.95282e-08	6.18116e-09	5.27654e-06	1.94981	1.52159e-06	100	600	1.84048e-06	8.88329e-07	600	5.2673e-06	5.25089e-06	600	8.70107e-10	1.82789	99.9981	4.57079e-08	9.9113	9.96308e-05	8.89462e-06	4.06851e-14	1.82857e-05	3.35428e-18	9.91079e-12	3.8111e-17	1000	4.61061e-29	9.91093e-12	3.5202e-05	200	0	1	3.6e-05
91	3.28962e-12	6.49392e-07	9.1e-05	383.938	116.062	54.6332	164.65	0.00726187	93.3055	6.68727	1.32798e-07	13.7613	34.9104	1.94759e-07	68.4024	2.99678e-06	0.00316457	99.9968	9.94875e-11	0.167431	1.38662e-05	99.982	6.48214e-05	39.9949	360.005	6.74728e-11	1.05505e-14	1500	0.0173991	0.000555064	98.8322	1.16776	4.15619e-08	6.49919e-09	5.41646e-06	1.94934	1.61246e-06	100	600	1.90665e-06	9.29357e-07	600	5.44811e-06	5.48272e-06	600	9.19293e-10	1.82606	99.998	4.83205e-08	9.91032	0.000100966	9.12754e-06	4.46729e-14	1.87809e-05	3.68584e-18	1.05442e-11	4.12916e-17	1000	5.28002e-29	1.05443e-11	3.55843e-05	200	0	1	3.64e-05
92	3.51809e-12	6.82388e-07	9.2e-05	384.05	115.95	54.4907	164.778	0.00731973	93.3215	6.67117	1.35033e-07	13.6525	34.9743	1.9798e-07	68.3545	3.0277e-06	0.00321089	99.9968	1.05138e-10	0.169119	1.4404e-05	99.9819	6.73035e-05	39.9948	360.005	7.17335e-11	1.12167e-14	1500	0.0175791	0.000569928	98.8247	1.1753	4.3674e-08	6.82947e-09	5.55872e-06	1.94887	1.7075e-06	100	600	1.97428e-06	9.71695e-07	600	5.63277e-06	5.72158e-06	600	9.7058e-10	1.82424	99.998	5.10467e-08	9.90934	0.000102302	9.36334e-06	4.89938e-14	1.92831e-05	4.04546e-18	1.121e-11	4.46944e-17	1000	6.03746e-29	1.12101e-11	3.59664e-05	200	0	1	3.68e-05
93	3.75937e-12	7.16638e-07	9.3e-05	384.164	115.836	54.3526	164.904	0.00737796	93.3373	6.65531	1.37275e-07	13.5446	35.0376	2.01211e-07	68.3071	3.0586e-06	0.00325715	99.9967	1.11033e-10	0.170804	1.49555e-05	99.9817	6.98479e-05	39.9947	360.005	7.62094e-11	1.19166e-14	1500	0.0177588	0.000584986	98.8172	1.18277	4.58664e-08	7.17232e-09	5.70333e-06	1.9484	1.80684e-06	100	600	2.0434e-06	1.01537e-06	600	5.82129e-06	5.96759e-06	600	1.02403e-09	1.82242	99.998	5.38899e-08	9.90836	0.000103637	9.602e-06	5.36705e-14	1.97923e-05	4.43509e-18	1.19094e-11	4.83321e-17	1000	6.89293e-29	1.19096e-11	3.63484e-05	200	0	1	3.72e-05
94	4.014e-12	7.52174e-07	9.4e-05	384.279	115.721	54.2189	165.028	0.00743654	93.3529	6.63968	1.39525e-07	13.4379	35.1002	2.04451e-07	68.2601	3.08949e-06	0.00330337	99.9967	1.17181e-10	0.172486	1.55209e-05	99.9815	7.24551e-05	39.9947	360.005	8.09086e-11	1.26515e-14	1500	0.0179383	0.000600237	98.8098	1.19015	4.81411e-08	7.52805e-09	5.85032e-06	1.94794	1.91062e-06	100	600	2.114e-06	1.06039e-06	600	6.01371e-06	6.22086e-06	600	1.0797e-09	1.8206	99.9979	5.68536e-08	9.90738	0.000104972	9.84351e-06	5.87272e-14	2.03084e-05	4.85681e-18	1.26437e-11	5.22176e-17	1000	7.85759e-29	1.26439e-11	3.67301e-05	200	0	1	3.76e-05
95	4.28254e-12	7.89028e-07	9.5e-05	384.395	115.605	54.0894	165.151	0.00749549	93.3682	6.62429	1.41782e-07	13.3321	35.1622	2.077e-07	68.2135	3.12037e-06	0.00334954	99.9967	1.23588e-10	0.174165	1.61003e-05	99.9813	7.51259e-05	39.9946	360.005	8.58394e-11	1.34225e-14	1500	0.0181176	0.00061568	98.8025	1.19746	5.05003e-08	7.89698e-09	5.99969e-06	1.94747	2.01897e-06	100	600	2.18611e-06	1.1068e-06	600	6.21007e-06	6.4815e-06	600	1.13766e-09	1.81878	99.9979	5.99412e-08	9.9064	0.000106307	1.00879e-05	6.41894e-14	2.08316e-05	5.31284e-18	1.34142e-11	5.63647e-17	1000	8.9441e-29	1.34144e-11	3.71116e-05	200	0	1	3.8e-05
96	4.56558e-12	8.27232e-07	9.6e-05	384.512	115.488	53.9638	165.272	0.0075548	93.3833	6.60912	1.44047e-07	13.2274	35.2235	2.10957e-07	68.1674	3.15125e-06	0.00339564	99.9966	1.30263e-10	0.175841	1.66939e-05	99.9811	7.78609e-05	39.9945	360.005	9.10104e-11	1.42311e-14	1500	0.0182966	0.000631314	98.7953	1.20469	5.29458e-08	8.27942e-09	6.15146e-06	1.94701	2.13202e-06	100	600	2.25973e-06	1.1546e-06	600	6.41039e-06	6.74962e-06	600	1.19797e-09	1.81696	99.9978	6.31563e-08	9.90541	0.000107641	1.03351e-05	7.00842e-14	2.13618e-05	5.80549e-18	1.42222e-11	6.07876e-17	1000	1.01665e-28	1.42224e-11	3.7493e-05	200	0	1	3.84e-05
97	4.8637e-12	8.66817e-07	9.7e-05	384.629	115.371	53.8419	165.392	0.00761448	93.3982	6.59417	1.46319e-07	13.1236	35.2842	2.14222e-07	68.1217	3.18211e-06	0.00344168	99.9966	1.37214e-10	0.177514	1.73019e-05	99.9809	8.06607e-05	39.9945	360.006	9.64303e-11	1.50787e-14	1500	0.0184754	0.000647137	98.7882	1.21184	5.54799e-08	8.67569e-09	6.30565e-06	1.94655	2.24993e-06	100	600	2.33487e-06	1.20382e-06	600	6.61471e-06	7.02534e-06	600	1.26068e-09	1.81515	99.9978	6.65025e-08	9.90443	0.000108975	1.05851e-05	7.64396e-14	2.1899e-05	6.33721e-18	1.50691e-11	6.5501e-17	1000	1.15395e-28	1.50693e-11	3.78741e-05	200	0	1	3.88e-05
