Time	[Mdm2]	[p53]	[Mdm2_p53]	[Mdm2_mRNA]	[p53_mRNA]	[ATMA]	[ATMI]	[p53_P]	[Mdm2_P]	[IR]	[ROS]	[basalROS]	[damDNA]	[E1]	[E2]	[E1_Ub]	[E2_Ub]	[Proteasome]	[Ub]	[p53DUB]	[Mdm2DUB]	[DUB]	[Mdm2_p53_Ub]	[Mdm2_p53_Ub2]	[Mdm2_p53_Ub3]	[Mdm2_p53_Ub4]	[Mdm2_P1_p53_Ub4]	[Mdm2_Ub]	[Mdm2_Ub2]	[Mdm2_Ub3]	[Mdm2_Ub4]	[Mdm2_P_Ub]	[Mdm2_P_Ub2]	[Mdm2_P_Ub3]	[Mdm2_P_Ub4]	[p53_Ub4_Proteasome]	[Mdm2_Ub4_Proteasome]	[Mdm2_P_Ub4_Proteasome]	[GSK3b]	[GSK3b_p53]	[GSK3b_p53_P]	[Abeta]	[AggAbeta_Proteasome]	[AggAbeta]	[AbetaPlaque]	[Tau]	[Tau_P1]	[Tau_P2]	[MT_Tau]	[AggTau]	[AggTau_Proteasome]	[Proteasome_Tau]	[PP1]	[NFT]	[ATP]	[ADP]	[AMP]	[Source]	[Sink]
80	3.68144	7.74141	72.8475	9.87204	10	6.31214e-07	200	1.8423e-09	8.86481e-06	0	-2.33674e-14	10	7.9936e-07	2.68077	13.5778	97.3192	86.4222	499.272	3720.13	200	200	200	0.365882	0.367535	0.36919	0.116821	22.5345	0.00369848	0.00371703	0.00374164	0.0958656	1.25215e-08	1.17689e-08	1.10432e-08	1.04209e-07	0.724867	0.0025508	1.6369e-09	499.524	0.476241	4.25144e-11	0.000902617	-1.08101e-11	-1.08423e-10	2.16401e-12	0.0983681	0.0285993	0.00828316	99.8705	-1.01747e-07	-1.73817e-08	0.000463472	50	3.47888e-09	10000	1000	1000	1	0
81	3.67541	7.7725	72.5653	9.87132	10	6.46981e-07	200	1.89716e-09	9.076e-06	0	-2.4583e-14	10	8.09344e-07	2.67247	13.5301	97.3275	86.4699	499.252	3718.81	200	200	200	0.364463	0.366109	0.367757	0.116289	22.8309	0.00369187	0.00370983	0.0037339	0.0972406	1.28291e-08	1.20673e-08	1.13329e-08	1.08511e-07	0.745067	0.00262136	1.72628e-09	499.517	0.483031	4.42954e-11	0.000926507	-1.13617e-11	-1.12551e-10	2.27449e-12	0.0983758	0.0287341	0.00836101	99.8704	-1.03329e-07	-1.78936e-08	0.000468267	50	3.58142e-09	10000	1000	1000	1	0
82	3.66959	7.8035	72.2843	9.87062	10	6.6294e-07	200	1.95298e-09	9.28976e-06	0	-2.58461e-14	10	8.19328e-07	2.66423	13.4827	97.3358	86.5173	499.231	3717.5	200	200	200	0.363051	0.364689	0.36633	0.115759	23.126	0.00368549	0.00370287	0.0037264	0.0986121	1.31405e-08	1.23696e-08	1.16263e-08	1.12925e-07	0.765493	0.00269256	1.81909e-09	499.51	0.489839	4.61281e-11	0.000950735	-1.19341e-11	-1.16781e-10	2.38915e-12	0.0983824	0.0288689	0.00843931	99.8702	-1.04913e-07	-1.84135e-08	0.000473016	50	3.68554e-09	10000	1000	1000	1	0
83	3.66399	7.83439	72.0044	9.86994	10	6.79091e-07	200	2.00976e-09	9.50613e-06	0	-2.71578e-14	10	8.29311e-07	2.65603	13.4356	97.344	86.5644	499.211	3716.19	200	200	200	0.361644	0.363275	0.364908	0.115231	23.4197	0.00367933	0.00369612	0.00371913	0.0999801	1.34557e-08	1.26756e-08	1.19234e-08	1.17455e-07	0.786143	0.00276442	1.91543e-09	499.503	0.496663	4.80133e-11	0.000975301	-1.25279e-11	-1.21117e-10	2.50809e-12	0.0983879	0.0290037	0.00851805	99.8701	-1.06499e-07	-1.89412e-08	0.000477717	50	3.79125e-09	10000	1000	1000	1	0
84	3.65859	7.86519	71.7257	9.86928	10	6.95434e-07	200	2.06751e-09	9.72511e-06	0	-2.85194e-14	10	8.39295e-07	2.64788	13.3887	97.3521	86.6113	499.19	3714.89	200	200	200	0.360243	0.361866	0.363492	0.114704	23.712	0.00367338	0.00368961	0.00371209	0.101345	1.37748e-08	1.29854e-08	1.22243e-08	1.221e-07	0.807016	0.00283692	2.01535e-09	499.496	0.503505	4.99519e-11	0.00100021	-1.31435e-11	-1.25558e-10	2.63142e-12	0.0983924	0.0291385	0.00859725	99.8699	-1.08089e-07	-1.94768e-08	0.000482371	50	3.89854e-09	10000	1000	1000	1	0
85	3.6534	7.89588	71.448	9.86864	10	7.11967e-07	200	2.12621e-09	9.94672e-06	0	-2.99323e-14	10	8.49278e-07	2.63978	13.3421	97.3602	86.6579	499.168	3713.59	200	200	200	0.358847	0.360463	0.362082	0.114179	24.003	0.00366764	0.00368331	0.00370527	0.102706	1.40978e-08	1.32991e-08	1.2529e-08	1.26862e-07	0.82811	0.00291004	2.11895e-09	499.49	0.510364	5.19447e-11	0.00102545	-1.37816e-11	-1.30107e-10	2.75924e-12	0.0983961	0.0292733	0.0086769	99.8698	-1.09681e-07	-2.00203e-08	0.000486979	50	4.00743e-09	10000	1000	1000	1	0
86	3.64841	7.92647	71.1715	9.86802	10	7.28693e-07	200	2.1859e-09	1.0171e-05	0	-3.13977e-14	10	8.59261e-07	2.63172	13.2957	97.3683	86.7043	499.147	3712.3	200	200	200	0.357458	0.359066	0.360677	0.113657	24.2927	0.00366212	0.00367723	0.00369869	0.104064	1.44247e-08	1.36166e-08	1.28375e-08	1.31744e-07	0.849421	0.00298378	2.2263e-09	499.483	0.517239	5.39925e-11	0.00105104	-1.44426e-11	-1.34764e-10	2.89167e-12	0.0983988	0.0294081	0.00875703	99.8696	-1.11276e-07	-2.05718e-08	0.000491541	50	4.11791e-09	10000	1000	1000	1	0
87	3.64362	7.95695	70.8961	9.86743	10	7.45609e-07	200	2.24655e-09	1.03979e-05	0	-3.29169e-14	10	8.69244e-07	2.62369	13.2496	97.3763	86.7504	499.125	3711.01	200	200	200	0.356073	0.357674	0.359278	0.113136	24.581	0.0036568	0.00367136	0.00369232	0.105419	1.47555e-08	1.3938e-08	1.31499e-08	1.36746e-07	0.870949	0.00305814	2.33749e-09	499.476	0.524131	5.60962e-11	0.00107697	-1.51271e-11	-1.39531e-10	3.02881e-12	0.0984009	0.029543	0.00883762	99.8695	-1.12874e-07	-2.11312e-08	0.000496058	50	4.22998e-09	10000	1000	1000	1	0
88	3.63904	7.98733	70.6218	9.86685	10	7.62717e-07	200	2.30819e-09	1.06276e-05	0	-3.44913e-14	10	8.79226e-07	2.6157	13.2037	97.3843	86.7963	499.104	3709.72	200	200	200	0.354694	0.356288	0.357885	0.112617	24.868	0.00365169	0.00366571	0.00368617	0.10677	1.50903e-08	1.42634e-08	1.3466e-08	1.4187e-07	0.89269	0.00313309	2.4526e-09	499.469	0.53104	5.82568e-11	0.00110324	-1.58357e-11	-1.44409e-10	3.17077e-12	0.0984021	0.029678	0.0089187	99.8693	-1.14475e-07	-2.16985e-08	0.000500529	50	4.34366e-09	10000	1000	1000	1	0
89	3.63465	8.0176	70.3487	9.86629	10	7.80015e-07	200	2.37081e-09	1.086e-05	0	-3.61223e-14	10	8.89208e-07	2.60774	13.158	97.3923	86.842	499.082	3708.44	200	200	200	0.353321	0.354908	0.356497	0.1121	25.1536	0.00364679	0.00366027	0.00368024	0.108119	1.54292e-08	1.45926e-08	1.37861e-08	1.47117e-07	0.914644	0.00320863	2.5717e-09	499.462	0.537965	6.0475e-11	0.00112985	-1.65688e-11	-1.49399e-10	3.31767e-12	0.0984027	0.029813	0.00900026	99.8692	-1.16079e-07	-2.22739e-08	0.000504956	50	4.45893e-09	10000	1000	1000	1	0
90	3.63045	8.04777	70.0766	9.86575	10	7.97505e-07	200	2.43443e-09	1.10951e-05	0	-3.78112e-14	10	8.9919e-07	2.59982	13.1125	97.4002	86.8875	499.059	3707.17	200	200	200	0.351954	0.353533	0.355115	0.111586	25.438	0.00364208	0.00365503	0.00367453	0.109465	1.5772e-08	1.49259e-08	1.41101e-08	1.52489e-07	0.936807	0.00328475	2.69489e-09	499.455	0.544906	6.27517e-11	0.00115681	-1.73271e-11	-1.54502e-10	3.46961e-12	0.0984027	0.0299482	0.0090823	99.869	-1.17685e-07	-2.28572e-08	0.000509338	50	4.57581e-09	10000	1000	1000	1	0
91	3.62644	8.07783	69.8057	9.86523	10	8.15186e-07	200	2.49903e-09	1.13329e-05	0	-3.95594e-14	10	9.09172e-07	2.59193	13.0672	97.4081	86.9328	499.037	3705.9	200	200	200	0.350592	0.352164	0.353738	0.111073	25.721	0.00363757	0.00365	0.00366902	0.110808	1.6119e-08	1.52631e-08	1.44381e-08	1.57988e-07	0.959178	0.00336145	2.82224e-09	499.448	0.551863	6.50878e-11	0.00118411	-1.81112e-11	-1.59721e-10	3.62671e-12	0.0984021	0.0300834	0.00916485	99.8689	-1.19295e-07	-2.34485e-08	0.000513676	50	4.6943e-09	10000	1000	1000	1	0
92	3.62263	8.10779	69.5359	9.86474	10	8.33057e-07	200	2.56464e-09	1.15736e-05	0	-4.13683e-14	10	9.19154e-07	2.58407	13.0221	97.4159	86.9779	499.014	3704.63	200	200	200	0.349236	0.3508	0.352367	0.110562	26.0027	0.00363326	0.00364517	0.00366373	0.112148	1.647e-08	1.56044e-08	1.477e-08	1.63615e-07	0.981755	0.00343871	2.95384e-09	499.441	0.558836	6.74842e-11	0.00121176	-1.89215e-11	-1.65055e-10	3.78909e-12	0.098401	0.0302188	0.00924789	99.8687	-1.20907e-07	-2.40479e-08	0.000517971	50	4.8144e-09	10000	1000	1000	1	0
93	3.619	8.13763	69.2671	9.86426	10	8.51119e-07	200	2.63124e-09	1.1817e-05	0	-4.32394e-14	10	9.29136e-07	2.57623	12.9771	97.4238	87.0229	498.991	3703.37	200	200	200	0.347885	0.349442	0.351002	0.110053	26.2831	0.00362914	0.00364055	0.00365864	0.113486	1.68252e-08	1.59497e-08	1.51059e-08	1.69372e-07	1.00453	0.00351653	3.08977e-09	499.434	0.565825	6.99417e-11	0.00123975	-1.97587e-11	-1.70507e-10	3.95686e-12	0.0983994	0.0303543	0.00933143	99.8686	-1.22523e-07	-2.46552e-08	0.000522222	50	4.93612e-09	10000	1000	1000	1	0
94	3.61555	8.16736	68.9995	9.8638	10	8.69371e-07	200	2.69885e-09	1.20633e-05	0	-4.51741e-14	10	9.39117e-07	2.56843	12.9324	97.4316	87.0676	498.968	3702.12	200	200	200	0.34654	0.34809	0.349643	0.109547	26.5621	0.00362521	0.00363612	0.00365376	0.114821	1.71845e-08	1.62992e-08	1.54459e-08	1.7526e-07	1.02752	0.00359489	3.23013e-09	499.427	0.57283	7.24613e-11	0.00126809	-2.06233e-11	-1.76077e-10	4.13014e-12	0.0983973	0.0304899	0.00941549	99.8684	-1.24141e-07	-2.52706e-08	0.00052643	50	5.05945e-09	10000	1000	1000	1	0
95	3.61228	8.19698	68.733	9.86336	10	8.87814e-07	200	2.76748e-09	1.23124e-05	0	-4.71739e-14	10	9.49098e-07	2.56065	12.8878	97.4394	87.1122	498.945	3700.87	200	200	200	0.3452	0.346743	0.348289	0.109042	26.8399	0.00362147	0.00363188	0.00364908	0.116153	1.75481e-08	1.66527e-08	1.57899e-08	1.8128e-07	1.0507	0.00367379	3.37499e-09	499.42	0.57985	7.50437e-11	0.00129678	-2.1516e-11	-1.81767e-10	4.30905e-12	0.0983947	0.0306257	0.00950005	99.8683	-1.25763e-07	-2.58941e-08	0.000530596	50	5.1844e-09	10000	1000	1000	1	0
96	3.6092	8.2265	68.4676	9.86295	10	9.06447e-07	200	2.83711e-09	1.25644e-05	0	-4.92402e-14	10	9.59079e-07	2.55289	12.8434	97.4471	87.1566	498.922	3699.62	200	200	200	0.343866	0.345401	0.34694	0.10854	27.1164	0.00361791	0.00362784	0.0036446	0.117484	1.79158e-08	1.70105e-08	1.6138e-08	1.87435e-07	1.07408	0.00375323	3.52445e-09	499.413	0.586885	7.76899e-11	0.00132582	-2.24373e-11	-1.87578e-10	4.49372e-12	0.0983918	0.0307616	0.00958513	99.8681	-1.27388e-07	-2.65256e-08	0.000534719	50	5.31098e-09	10000	1000	1000	1	0
97	3.60629	8.25589	68.2033	9.86255	10	9.25271e-07	200	2.90776e-09	1.28192e-05	0	-5.13747e-14	10	9.6906e-07	2.54516	12.7992	97.4548	87.2008	498.898	3698.38	200	200	200	0.342537	0.344066	0.345597	0.108039	27.3916	0.00361454	0.00362399	0.00364031	0.118811	1.82878e-08	1.73724e-08	1.64902e-08	1.93727e-07	1.09765	0.00383319	3.6786e-09	499.406	0.593936	8.04008e-11	0.0013552	-2.33879e-11	-1.93512e-10	4.68425e-12	0.0983885	0.0308976	0.00967072	99.868	-1.29016e-07	-2.71652e-08	0.000538801	50	5.43918e-09	10000	1000	1000	1	0
98	3.60355	8.28518	67.9401	9.86217	10	9.44284e-07	200	2.97944e-09	1.3077e-05	0	-5.35787e-14	10	9.7904e-07	2.53746	12.7552	97.4625	87.2448	498.874	3697.14	200	200	200	0.341214	0.342735	0.34426	0.107541	27.6654	0.00361135	0.00362033	0.00363622	0.120137	1.86642e-08	1.77385e-08	1.68466e-08	2.00156e-07	1.12142	0.00391366	3.83751e-09	499.399	0.601002	8.31772e-11	0.00138494	-2.43684e-11	-1.99569e-10	4.88078e-12	0.0983848	0.0310339	0.00975684	99.8679	-1.30647e-07	-2.78129e-08	0.000542841	50	5.56901e-09	10000	1000	1000	1	0
99	3.60099	8.31435	67.678	9.86181	10	9.63488e-07	200	3.05213e-09	1.33377e-05	0	-5.58539e-14	10	9.89021e-07	2.52978	12.7113	97.4702	87.2887	498.85	3695.9	200	200	200	0.339896	0.341411	0.342928	0.107044	27.938	0.00360834	0.00361685	0.00363232	0.12146	1.90448e-08	1.81089e-08	1.72072e-08	2.06724e-07	1.14538	0.00399464	4.00128e-09	499.392	0.608082	8.60201e-11	0.00141503	-2.53793e-11	-2.0575e-10	5.08343e-12	0.0983809	0.0311702	0.00984348	99.8677	-1.32282e-07	-2.84687e-08	0.000546841	50	5.70048e-09	10000	1000	1000	1	0
100	3.5986	8.3434	67.4169	9.86148	10	9.82882e-07	200	3.12586e-09	1.36014e-05	0	-5.82018e-14	10	9.99001e-07	2.52212	12.6676	97.4779	87.3324	498.826	3694.68	200	200	200	0.338584	0.340091	0.341602	0.10655	28.2094	0.0036055	0.00361355	0.00362861	0.122781	1.94298e-08	1.84835e-08	1.7572e-08	2.13434e-07	1.16953	0.00407613	4.17001e-09	499.385	0.615178	8.89303e-11	0.00144547	-2.64213e-11	-2.12058e-10	5.29232e-12	0.0983766	0.0313068	0.00993064	99.8676	-1.33919e-07	-2.91327e-08	0.0005508	50	5.83358e-09	10000	1000	1000	1	0
