Time	[ADP]	[ATP]	[MT]	[20S]	[Hsc70]	[Hsp90]	[CHIP]	[Bag2]	[26S]	[TauH3RUb]	[TauH4RUb]	[Nucleus3]	[Nucleus4]	[Agg33]	[Ap]	[Agg43]	[Bp]	[Tau03R]	[TauN3R]	[TauH3R]	[Tau0*3R]	[Tau03RMT]	[TauN*3R]	[TauN3RMT]	[TauH*3R]	[TauH3RMT]	[TauH3R-Hsc70]	[TauH3R-Hsp90]	[Tau03R-Hsp90]	[TauH3R-CHIP-Hsc70]	[TauH3R-CHIP-Hsc70-Bag2]	[Tau04R]	[TauN4R]	[TauH4R]	[Tau0*4R]	[Tau04RMT]	[TauN*4R]	[TauN4RMT]	[TauH*4R]	[TauH4RMT]	[TauH4R-Hsc70]	[TauH4R-Hsp90]	[Tau04R-Hsp90]	[TauH4R-CHIP-Hsc70]	[TauH4R-CHIP-Hsc70-Bag2]
89	0.139349	0.860651	9.65184	1	0.0999975	0.0999992	0.0999989	0.0999994	1	4.47125e-08	5.8312e-07	1.91829e-19	1.11381e-17	9.25001e-27	3.41246e-34	3.74278e-24	1.03711e-30	0.0127873	0.00220074	5.49677e-05	0.00362169	1.8369	0.00055045	1.34039	2.63999e-05	0.00069444	6.02565e-07	7.12496e-08	2.10202e-07	3.95369e-07	6.29719e-07	0.00468015	0.0012911	0.00505021	0.000621397	0.620429	0.000187106	1.35446	0.00247246	0.195289	8.58348e-07	1.01993e-07	4.31695e-07	5.09801e-08	4.20596e-13
90	0.13957	0.86043	9.59274	1	0.0999974	0.0999992	0.0999989	0.0999994	1	4.5549e-08	6.08359e-07	2.01777e-19	1.22129e-17	1.00416e-26	3.82629e-34	4.3283e-24	1.26695e-30	0.0129424	0.0022235	5.55195e-05	0.00369592	1.86633	0.000556092	1.34589	2.66643e-05	0.000697094	6.12259e-07	7.25346e-08	2.16452e-07	4.02276e-07	6.43693e-07	0.00469297	0.00130937	0.00519329	0.000627685	0.624661	0.000190419	1.37008	0.00254261	0.199601	8.85736e-07	1.0541e-07	4.51029e-07	5.26377e-08	4.34501e-13
91	0.139789	0.860211	9.53368	1	0.0999973	0.0999991	0.0999989	0.0999993	1	4.63896e-08	6.34379e-07	2.12095e-19	1.33764e-17	1.08885e-26	4.28341e-34	4.99591e-24	1.54313e-30	0.0130997	0.00224631	5.60724e-05	0.00377124	1.89587	0.000561745	1.35125	2.69291e-05	0.000699679	6.21996e-07	7.38256e-08	2.22799e-07	4.09215e-07	6.57758e-07	0.00470591	0.00132785	0.00533914	0.000634037	0.628873	0.000193769	1.38568	0.00261411	0.20395	9.13701e-07	1.08902e-07	4.70984e-07	5.43308e-08	4.48708e-13
92	0.140006	0.859994	9.47465	1	0.0999973	0.0999991	0.0999989	0.0999993	1	4.72343e-08	6.61196e-07	2.22791e-19	1.46346e-17	1.17939e-26	4.78768e-34	5.75597e-24	1.87442e-30	0.0132594	0.00226918	5.66264e-05	0.00384768	1.92551	0.00056741	1.35648	2.71946e-05	0.000702197	6.31777e-07	7.51226e-08	2.29242e-07	4.16185e-07	6.71913e-07	0.00471899	0.00134652	0.00548779	0.000640454	0.633067	0.000197156	1.40125	0.00268699	0.208339	9.42252e-07	1.12469e-07	4.91573e-07	5.60598e-08	4.6322e-13
93	0.140221	0.859779	9.41566	1	0.0999972	0.0999991	0.0999988	0.0999993	1	4.80831e-08	6.88825e-07	2.33874e-19	1.59943e-17	1.2761e-26	5.34338e-34	6.62067e-24	2.27194e-30	0.0134213	0.00229211	5.71818e-05	0.00392523	1.95526	0.000573089	1.36158	2.74607e-05	0.000704649	6.41602e-07	7.64255e-08	2.35782e-07	4.23187e-07	6.86158e-07	0.0047322	0.00136541	0.00563929	0.000646937	0.637241	0.00020058	1.41679	0.00276127	0.212765	9.71397e-07	1.16114e-07	5.12809e-07	5.78253e-08	4.78041e-13
94	0.140433	0.859567	9.35671	1	0.0999972	0.099999	0.0999988	0.0999993	1	4.8936e-08	7.17282e-07	2.45352e-19	1.74623e-17	1.3793e-26	5.95502e-34	7.60275e-24	2.74702e-30	0.0135856	0.00231511	5.77387e-05	0.00400393	1.9851	0.000578782	1.36655	2.77275e-05	0.000707036	6.51472e-07	7.77345e-08	2.42418e-07	4.3022e-07	7.00491e-07	0.00474555	0.00138451	0.00579368	0.000653487	0.641397	0.000204043	1.43231	0.00283696	0.217229	1.00114e-06	1.19836e-07	5.34705e-07	5.96277e-08	4.93176e-13
95	0.140644	0.859356	9.29779	1	0.0999971	0.099999	0.0999988	0.0999993	1	4.97931e-08	7.46582e-07	2.57235e-19	1.9046e-17	1.48935e-26	6.62739e-34	8.71707e-24	3.31535e-30	0.0137523	0.00233818	5.82972e-05	0.00408378	2.01505	0.000584491	1.37139	2.79951e-05	0.000709361	6.61387e-07	7.90494e-08	2.4915e-07	4.37285e-07	7.14912e-07	0.00475904	0.00140383	0.00595101	0.000660106	0.645535	0.000207546	1.4478	0.00291409	0.221731	1.0315e-06	1.23638e-07	5.57273e-07	6.14675e-08	5.08628e-13
96	0.140852	0.859148	9.23891	1	0.099997	0.099999	0.0999988	0.0999993	1	5.06544e-08	7.76743e-07	2.69531e-19	2.0753e-17	1.6066e-26	7.36571e-34	9.97941e-24	3.99248e-30	0.0139214	0.00236133	5.88574e-05	0.00416479	2.04508	0.000590217	1.37611	2.82635e-05	0.000711623	6.71347e-07	8.03704e-08	2.55979e-07	4.44382e-07	7.29421e-07	0.00477267	0.00142336	0.00611132	0.000666796	0.649654	0.000211087	1.46326	0.00299269	0.226269	1.06248e-06	1.2752e-07	5.80528e-07	6.33454e-08	5.24403e-13
97	0.141059	0.858941	9.18008	1	0.099997	0.0999989	0.0999987	0.0999993	1	5.15198e-08	8.07781e-07	2.8225e-19	2.25915e-17	1.73142e-26	8.1755e-34	1.14076e-23	4.7981e-30	0.0140929	0.00238456	5.94194e-05	0.00424699	2.07521	0.000595962	1.38071	2.85329e-05	0.000713826	6.81354e-07	8.16975e-08	2.62905e-07	4.51511e-07	7.44015e-07	0.00478644	0.00144312	0.00627466	0.000673557	0.653756	0.00021467	1.47869	0.00307277	0.230845	1.09409e-06	1.31482e-07	6.04483e-07	6.52618e-08	5.40505e-13
98	0.141264	0.858736	9.12128	1	0.0999969	0.0999989	0.0999987	0.0999992	1	5.23894e-08	8.39711e-07	2.954e-19	2.457e-17	1.86421e-26	9.06267e-34	1.30215e-23	5.75581e-30	0.0142669	0.00240787	5.99835e-05	0.00433039	2.10542	0.000601727	1.38519	2.88032e-05	0.000715969	6.91407e-07	8.30307e-08	2.69927e-07	4.58673e-07	7.58696e-07	0.00480036	0.00146311	0.00644108	0.000680391	0.657841	0.000218293	1.4941	0.00315437	0.235457	1.12634e-06	1.35528e-07	6.29152e-07	6.72173e-08	5.56939e-13
99	0.141467	0.858533	9.06252	1	0.0999968	0.0999988	0.0999987	0.0999992	1	5.32632e-08	8.72551e-07	3.0899e-19	2.66974e-17	2.00536e-26	1.00334e-33	1.48419e-23	6.88939e-30	0.0144434	0.00243129	6.05498e-05	0.00441501	2.13571	0.000607513	1.38956	2.90746e-05	0.000718055	7.01508e-07	8.437e-08	2.77046e-07	4.65868e-07	7.73461e-07	0.00481444	0.00148332	0.00661063	0.000687299	0.661908	0.000221958	1.50947	0.00323749	0.240106	1.15923e-06	1.39657e-07	6.54547e-07	6.92125e-08	5.73709e-13
100	0.141669	0.858331	9.0038	1	0.0999968	0.0999988	0.0999987	0.0999992	1	5.41412e-08	9.06318e-07	3.23031e-19	2.89832e-17	2.15528e-26	1.10947e-33	1.68941e-23	8.23309e-30	0.0146225	0.0024548	6.11183e-05	0.00450086	2.16609	0.000613322	1.39382	2.93471e-05	0.000720084	7.11656e-07	8.57155e-08	2.84261e-07	4.73095e-07	7.88312e-07	0.00482866	0.00150377	0.00678335	0.000694284	0.665958	0.000225666	1.52482	0.00332218	0.24479	1.19278e-06	1.4387e-07	6.80684e-07	7.1248e-08	5.9082e-13
