Time	[NatP]	[MisP]	[Ub]	[E1]	[E2]	[E3]	[E3_MisP]	[DUB]	[Proteasome]	[ROS]	[E1_Ub]	[E2_Ub]	[E3_MisP_Ub]	[E3_MisP_Ub2]	[E3_MisP_Ub3]	[E3_MisP_Ub4]	[E3_MisP_Ub5]	[E3_MisP_Ub6]	[E3_MisP_Ub7]	[E3_MisP_Ub8]	[MisP_Ub4_Proteasome]	[MisP_Ub5_Proteasome]	[MisP_Ub6_Proteasome]	[MisP_Ub7_Proteasome]	[MisP_Ub8_Proteasome]	[E3_MisP_Ub_DUB]	[E3_MisP_Ub2_DUB]	[E3_MisP_Ub3_DUB]	[E3_MisP_Ub4_DUB]	[E3_MisP_Ub5_DUB]	[E3_MisP_Ub6_DUB]	[E3_MisP_Ub7_DUB]	[E3_MisP_Ub8_DUB]	[AggP1]	[AggP2]	[AggP3]	[AggP4]	[AggP5]	[SeqAggP]	[AggP_Proteasome]	[ATP]	[ADP]	[AMP]	[UCHL1]	[UCHL1_Proteasome]	[UCHL1_damaged_Proteasome]	[Lysosome]	[UCHL1_damaged]	[Lamp2a]	[Lamp2a_UCHL1_damaged]	[Ub_UCHL1]	[SUB]	[SUB_misfolded]	[E3SUB]	[E3SUB_SUB_misfolded]	[E3SUB_SUB_misfolded_Ub]	[E3SUB_SUB_misfolded_Ub2]	[E3SUB_SUB_misfolded_Ub3]	[E3SUB_SUB_misfolded_Ub4]	[E3SUB_SUB_misfolded_Ub5]	[E3SUB_SUB_misfolded_Ub6]	[E3SUB_SUB_misfolded_Ub7]	[E3SUB_SUB_misfolded_Ub8]	[E3SUB_SUB_misfolded_Ub_UCHL1]	[E3SUB_SUB_misfolded_Ub2_UCHL1]	[E3SUB_SUB_misfolded_Ub3_UCHL1]	[E3SUB_SUB_misfolded_Ub4_UCHL1]	[E3SUB_SUB_misfolded_Ub5_UCHL1]	[E3SUB_SUB_misfolded_Ub6_UCHL1]	[E3SUB_SUB_misfolded_Ub7_UCHL1]	[E3SUB_SUB_misfolded_Ub8_UCHL1]	[SUB_misfolded_Ub4_Proteasome]	[SUB_misfolded_Ub5_Proteasome]	[SUB_misfolded_Ub6_Proteasome]	[SUB_misfolded_Ub7_Proteasome]	[SUB_misfolded_Ub8_Proteasome]	[asyn]	[asyn_Proteasome]	[asyn_Lamp2a]	[asyn_dam]	[Parkin]	[Parkin_asyn_dam]	[Parkin_asyn_dam_Ub]	[Parkin_asyn_dam_Ub2]	[Parkin_asyn_dam_Ub3]	[Parkin_asyn_dam_Ub4]	[Parkin_asyn_dam_Ub5]	[Parkin_asyn_dam_Ub6]	[Parkin_asyn_dam_Ub7]	[Parkin_asyn_dam_Ub8]	[Parkin_asyn_dam_Ub_DUB]	[Parkin_asyn_dam_Ub2_DUB]	[Parkin_asyn_dam_Ub3_DUB]	[Parkin_asyn_dam_Ub4_DUB]	[Parkin_asyn_dam_Ub5_DUB]	[Parkin_asyn_dam_Ub6_DUB]	[Parkin_asyn_dam_Ub7_DUB]	[Parkin_asyn_dam_Ub8_DUB]	[asyn_dam_Ub4_Proteasome]	[asyn_dam_Ub5_Proteasome]	[asyn_dam_Ub6_Proteasome]	[asyn_dam_Ub7_Proteasome]	[asyn_dam_Ub8_Proteasome]	[AggA1]	[AggA2]	[AggA3]	[AggA4]	[AggA5]	[AggD1]	[AggD2]	[AggD3]	[AggD4]	[AggD5]	[AggU1]	[AggU2]	[AggU3]	[AggU4]	[AggU5]	[AggS1]	[AggS2]	[AggS3]	[AggS4]	[AggS5]	[Source]	[Sink]	[aggasyn]	[aggasyndam]	[aggParkin]	[aggUb]	[aggE3]	[aggDUB]	[aggMisP]	[aggUchl1]	[aggUchl1dam]	[aggSUB]	[upregUb]
15	6000.1	80.041	1442.24	115.173	27.0455	297.922	2.46179	160.006	1503.81	10	784.827	972.955	0.24619	0.246201	0.246212	0.246033	0.245854	0.245675	0.245496	299.9	0.0277085	0.93237	1.85309	9.84758	347.949	100	100	100	100	100	100	100	99.9935	4.73989e-08	2.84366e-15	1.13745e-22	3.41236e-30	8.18976e-38	-1.63523e-27	1.89909e-08	10000	1000	1000	5781.15	8.65546	3.68417e-08	1200	0.00854401	199.643	0.000128624	503.799	814.509	2.95127	157.817	0.247892	0.0248545	0.0249204	0.0249868	0.0250344	0.0250825	0.0251311	0.0251801	21.718	20.0002	20.0077	25.0002	25.0077	30.0002	30.0152	40.0002	40.0102	0.00665477	0.00664712	0.0174995	4.56571	20.2242	2999.92	0.106703	0.356988	0.00312331	4799.98	0.00153965	0.000153955	0.000153944	0.000153933	0.000153803	0.000153671	0.00015354	0.000153407	0.0159956	5.83314e-08	5.7819e-08	5.73067e-08	5.6751e-08	5.61963e-08	5.5643e-08	5.62687e-08	3.01996e-06	1.28051e-05	1.26842e-05	1.25637e-05	1.28679e-05	0.00069042	0.000337356	3.79514e-09	2.84629e-14	1.601e-19	7.20438e-25	-2.0127e-07	-2.0319e-11	-1.3675e-15	-6.90249e-20	-2.78721e-24	-3.20122e-07	-5.15986e-11	-5.54208e-15	-4.46362e-19	-2.8758e-23	8.10065e-11	2.56647e-19	5.11713e-28	7.48307e-37	8.65813e-46	1	1	1.88822e-29	-6.56549e-28	-1.67043e-37	-7.18939e-32	-1.08071e-32	-7.83159e-33	-8.65603e-33	-2.25197e-33	-1.08086e-26	-2.49765e-33	1.03573e-07
16	6000.1	80.0509	1440.94	114.312	26.9298	297.801	2.46073	160.006	1504.02	10	785.688	973.07	0.246083	0.246093	0.246103	0.245923	0.245743	0.245563	0.245384	300.023	0.0295117	0.928163	1.84389	9.83789	347.829	100	100	100	100	100	100	100	99.9931	5.05621e-08	3.23571e-15	1.38058e-22	4.41802e-30	1.13106e-37	-3.47842e-27	2.16085e-08	10000	1000	1000	5781.33	8.5728	4.17574e-08	1200	0.00910458	199.619	0.000146233	503.616	814.476	2.88394	157.751	0.24179	0.0242391	0.0242998	0.0243609	0.0244036	0.0244468	0.0244905	0.0245346	21.7912	20.0002	20.0082	25.0002	25.0082	30.0002	30.0162	40.0002	40.0112	0.00679578	0.0067903	0.0182921	4.53806	20.2496	2999.92	0.113273	0.380574	0.0031242	4799.98	0.0015403	0.000154025	0.000154019	0.000154012	0.000153886	0.00015376	0.000153634	0.000153507	0.0173628	6.32593e-08	6.27466e-08	6.2234e-08	6.16743e-08	6.11155e-08	6.05582e-08	6.15021e-08	3.55341e-06	1.38731e-05	1.3752e-05	1.36313e-05	1.405e-05	0.000810728	0.000359844	4.31799e-09	3.4543e-14	2.07254e-19	9.94798e-25	-2.16835e-07	-2.35836e-11	-1.71e-15	-9.29903e-20	-4.04542e-24	-3.63836e-07	-6.66844e-11	-8.14408e-15	-7.4582e-19	-5.46365e-23	8.38024e-11	2.80687e-19	5.90063e-28	9.08833e-37	1.10696e-45	1	1	2.77883e-29	-1.02666e-27	-4.04674e-37	-1.61945e-31	-2.43409e-32	-1.76374e-32	-1.94942e-32	-5.07169e-33	-2.33495e-26	-5.62491e-33	1.10501e-07
17	6000.11	80.0614	1439.82	113.559	26.8259	297.682	2.45974	160.006	1504.24	10	786.441	973.174	0.245983	0.245992	0.246001	0.245821	0.24564	0.24546	0.24528	300.144	0.0313014	0.923984	1.83475	9.82826	347.712	100	100	100	100	100	100	100	99.9927	5.37262e-08	3.65313e-15	1.65615e-22	5.6313e-30	1.53184e-37	-7.09207e-27	2.43952e-08	10000	1000	1000	5781.52	8.49096	4.69602e-08	1200	0.00966405	199.596	0.000164957	503.422	814.443	2.82179	157.691	0.236169	0.0236722	0.023728	0.0237843	0.0238226	0.0238614	0.0239005	0.02394	21.8578	20.0002	20.0087	25.0002	25.0087	30.0002	30.0172	40.0002	40.0122	0.00693133	0.00692809	0.0190705	4.51059	20.2754	2999.91	0.119778	0.404134	0.00312475	4799.98	0.00154065	0.000154062	0.000154059	0.000154055	0.000153932	0.000153809	0.000153686	0.000153563	0.0187206	6.81889e-08	6.76761e-08	6.71633e-08	6.65996e-08	6.60368e-08	6.54757e-08	6.67929e-08	4.13041e-06	1.49345e-05	1.48133e-05	1.46926e-05	1.52447e-05	0.000940447	0.000382332	4.87456e-09	4.14327e-14	2.64128e-19	1.34703e-24	-2.32404e-07	-2.70922e-11	-2.10548e-15	-1.2272e-19	-5.72227e-24	-4.10297e-07	-8.48425e-11	-1.16901e-14	-1.20779e-18	-9.98202e-23	8.64439e-11	3.04967e-19	6.73568e-28	1.08888e-36	1.3913e-45	1	1	3.99319e-29	-1.55653e-27	-9.32664e-37	-3.48968e-31	-5.24459e-32	-3.79982e-32	-4.1999e-32	-1.09267e-32	-4.81266e-26	-1.21183e-32	1.17434e-07
18	6000.11	80.0726	1438.86	112.899	26.7319	297.565	2.45881	160.007	1504.45	10	787.101	973.268	0.24589	0.245898	0.245907	0.245725	0.245544	0.245363	0.245183	300.263	0.0330778	0.91983	1.82568	9.81867	347.597	100	100	100	100	100	100	100	99.9923	5.68911e-08	4.09594e-15	1.96619e-22	7.07911e-30	2.03907e-37	-1.39203e-26	2.73509e-08	10000	1000	1000	5781.71	8.40994	5.24467e-08	1200	0.0102224	199.572	0.000184794	503.221	814.41	2.76443	157.637	0.230988	0.0231498	0.0232012	0.023253	0.0232873	0.0233219	0.0233569	0.0233923	21.9184	20.0002	20.0092	25.0002	25.0092	30.0003	30.0182	40.0002	40.0133	0.00706183	0.00706087	0.0198349	4.48332	20.3016	2999.91	0.12622	0.427668	0.00312508	4799.98	0.00154082	0.00015408	0.000154078	0.000154076	0.000153955	0.000153834	0.000153713	0.000153592	0.0200688	7.31194e-08	7.26065e-08	7.20936e-08	7.1526e-08	7.09593e-08	7.03945e-08	7.21444e-08	4.75065e-06	1.59894e-05	1.58681e-05	1.57474e-05	1.64532e-05	0.00107945	0.00040482	5.46486e-09	4.91825e-14	3.31977e-19	1.79267e-24	-2.47974e-07	-3.08444e-11	-2.55774e-15	-1.59074e-19	-7.91467e-24	-4.59494e-07	-1.0646e-10	-1.64354e-14	-1.90265e-18	-1.76201e-22	8.89467e-11	3.29458e-19	7.62134e-28	1.28919e-36	1.72279e-45	1	1	5.61761e-29	-2.29727e-27	-2.05604e-36	-7.22595e-31	-1.08588e-31	-7.86663e-32	-8.69499e-32	-2.26214e-32	-9.51985e-26	-2.50879e-32	1.24373e-07
19	6000.12	80.0843	1438.02	112.318	26.6468	297.45	2.45795	160.007	1504.66	10	787.682	973.353	0.245803	0.245811	0.245819	0.245637	0.245455	0.245274	0.245092	300.38	0.034841	0.915703	1.81666	9.80912	347.483	100	100	100	100	100	100	100	99.9919	6.00569e-08	4.56415e-15	2.31275e-22	8.78985e-30	2.67261e-37	-2.63743e-26	3.04758e-08	10000	1000	1000	5781.92	8.32972	5.82135e-08	1200	0.0107797	199.549	0.00020574	503.016	814.378	2.71148	157.587	0.226213	0.0226682	0.0227156	0.0227633	0.0227938	0.0228247	0.0228559	0.0228874	21.9734	20.0003	20.0097	25.0003	25.0097	30.0003	30.0192	40.0003	40.0144	0.00718764	0.00718901	0.0205859	4.45623	20.328	2999.9	0.132599	0.451175	0.00312529	4799.98	0.00154087	0.000154086	0.000154085	0.000154084	0.000153964	0.000153845	0.000153725	0.000153605	0.0214071	7.80502e-08	7.75373e-08	7.70244e-08	7.64529e-08	7.58824e-08	7.5314e-08	7.75602e-08	5.41381e-06	1.70375e-05	1.69161e-05	1.67954e-05	1.76766e-05	0.00122759	0.000427307	6.08888e-09	5.78429e-14	4.12125e-19	2.34912e-24	-2.63545e-07	-3.48401e-11	-3.07056e-15	-2.02964e-19	-1.07328e-23	-5.11419e-07	-1.31943e-10	-2.26816e-14	-2.92376e-18	-3.01495e-22	9.13246e-11	3.54132e-19	8.55683e-28	1.51048e-36	2.10542e-45	1	1	7.75231e-29	-3.31097e-27	-4.34712e-36	-1.44126e-30	-2.16566e-31	-1.56875e-31	-1.73396e-31	-4.51117e-32	-1.81381e-25	-5.00295e-32	1.31318e-07
20	6000.13	80.0966	1437.3	111.803	26.5694	297.337	2.45714	160.007	1504.86	10	788.197	973.431	0.245721	0.245729	0.245736	0.245554	0.245372	0.24519	0.245008	300.495	0.0365911	0.911602	1.8077	9.79963	347.372	100	100	100	100	100	100	100	99.9916	6.32237e-08	5.0578e-15	2.69788e-22	1.07937e-29	3.45483e-37	-4.84154e-26	3.37698e-08	10000	1000	1000	5782.12	8.2503	6.42572e-08	1200	0.011336	199.525	0.000227794	502.808	814.345	2.6626	157.541	0.22181	0.0222243	0.0222679	0.0223119	0.0223389	0.0223663	0.022394	0.0224221	22.0233	20.0003	20.0102	25.0003	25.0102	30.0003	30.0202	40.0003	40.0155	0.00730908	0.00731285	0.0213239	4.42933	20.3546	2999.9	0.138915	0.474656	0.00312542	4799.97	0.00154086	0.000154086	0.000154085	0.000154085	0.000153966	0.000153846	0.000153727	0.000153608	0.0227355	8.29812e-08	8.24682e-08	8.19553e-08	8.13799e-08	8.08056e-08	8.02337e-08	8.30441e-08	6.11957e-06	1.80788e-05	1.79573e-05	1.78367e-05	1.89163e-05	0.00138474	0.000449794	6.74663e-09	6.74646e-14	5.0598e-19	3.0359e-24	-2.79117e-07	-3.90793e-11	-3.64774e-15	-2.55368e-19	-1.43023e-23	-5.66064e-07	-1.61722e-10	-3.07854e-14	-4.39446e-18	-5.01818e-22	9.35899e-11	3.78972e-19	9.54144e-28	1.75344e-36	2.54328e-45	1	1	1.05128e-28	-4.67303e-27	-8.8561e-36	-2.77982e-30	-4.17667e-31	-3.02519e-31	-3.34381e-31	-8.69949e-32	-3.34329e-25	-9.64763e-32	1.38269e-07
21	6000.13	80.1095	1436.67	111.346	26.4988	297.225	2.45638	160.008	1505.06	10	788.654	973.501	0.245645	0.245652	0.245659	0.245476	0.245293	0.245111	0.244929	300.609	0.0383284	0.907528	1.79881	9.79018	347.263	100	100	100	100	100	100	100	99.9912	6.63914e-08	5.57689e-15	3.12363e-22	1.31225e-29	4.41041e-37	-8.63104e-26	3.72329e-08	10000	1000	1000	5782.32	8.17167	7.05745e-08	1200	0.0118911	199.502	0.000250953	502.599	814.312	2.61747	157.5	0.21775	0.0218149	0.0218551	0.0218956	0.0219195	0.0219437	0.0219682	0.021993	22.0684	20.0003	20.0107	25.0003	25.0107	30.0003	30.0212	40.0003	40.0166	0.00742645	0.00743267	0.0220493	4.40261	20.3815	2999.89	0.14517	0.49811	0.00312549	4799.97	0.00154081	0.000154081	0.000154081	0.000154081	0.000153962	0.000153843	0.000153724	0.000153606	0.0240541	8.7912e-08	8.7399e-08	8.68861e-08	8.6307e-08	8.57288e-08	8.51535e-08	8.86002e-08	6.86762e-06	1.91134e-05	1.89918e-05	1.88713e-05	2.01735e-05	0.00155078	0.000472281	7.43809e-09	7.80979e-14	6.15013e-19	3.8746e-24	-2.94689e-07	-4.35618e-11	-4.29306e-15	-3.17317e-19	-1.87636e-23	-6.23418e-07	-1.96246e-10	-4.11604e-14	-6.47339e-18	-8.14437e-22	9.57535e-11	4.03961e-19	1.05746e-27	2.01879e-36	3.04054e-45	1	1	1.40279e-28	-6.47279e-27	-1.74279e-35	-5.19619e-30	-7.80667e-31	-5.65387e-31	-6.24942e-31	-1.62589e-31	-5.9782e-25	-1.80305e-31	1.45227e-07
22	6000.14	80.1228	1436.13	110.939	26.4343	297.115	2.45567	160.008	1505.26	10	789.061	973.566	0.245574	0.24558	0.245586	0.245403	0.24522	0.245037	0.244854	300.721	0.0400529	0.903479	1.78997	9.78077	347.155	100	100	100	100	100	100	100	99.9908	6.95601e-08	6.12144e-15	3.59205e-22	1.58097e-29	5.56687e-37	-1.49923e-25	4.08652e-08	10000	1000	1000	5782.53	8.09383	7.71621e-08	1200	0.0124451	199.478	0.000275214	502.392	814.279	2.5758	157.463	0.214006	0.0214373	0.0214743	0.0215117	0.0215327	0.0215539	0.0215755	0.0215973	22.1092	20.0003	20.0112	25.0003	25.0112	30.0003	30.0222	40.0003	40.0177	0.00754005	0.00754878	0.0227625	4.37607	20.4085	2999.89	0.151363	0.521538	0.00312554	4799.97	0.00154074	0.000154075	0.000154075	0.000154075	0.000153956	0.000153837	0.000153719	0.0001536	0.0253627	9.28427e-08	9.23297e-08	9.18168e-08	9.12339e-08	9.06519e-08	9.00732e-08	9.42325e-08	7.65763e-06	2.01411e-05	2.00195e-05	1.98992e-05	2.14494e-05	0.00172556	0.000494767	8.16328e-09	8.97935e-14	7.40786e-19	4.88921e-24	-3.1026e-07	-4.82877e-11	-5.01033e-15	-3.89908e-19	-2.42748e-23	-6.83474e-07	-2.35988e-10	-5.42884e-14	-9.36498e-18	-1.29244e-21	9.78252e-11	4.29089e-19	1.16559e-27	2.30722e-36	3.6015e-45	1	1	1.84391e-28	-8.81676e-27	-3.32767e-35	-9.44889e-30	-1.41948e-30	-1.02794e-30	-1.13623e-30	-2.95612e-31	-1.04079e-24	-3.27813e-31	1.52192e-07
23	6000.15	80.1366	1435.66	110.575	26.3754	297.006	2.45501	160.008	1505.46	10	789.425	973.625	0.245507	0.245513	0.245519	0.245335	0.245151	0.244968	0.244785	300.831	0.0417647	0.899456	1.78118	9.77142	347.049	100	100	100	100	100	100	100	99.9904	7.27299e-08	6.69147e-15	4.10519e-22	1.88904e-29	6.95434e-37	-2.54121e-25	4.46666e-08	10000	1000	1000	5782.73	8.01676	8.40167e-08	1200	0.0129981	199.455	0.000300575	502.187	814.247	2.53733	157.429	0.210552	0.021089	0.0211232	0.0211576	0.0211759	0.0211945	0.0212133	0.0212323	22.146	20.0003	20.0118	25.0003	25.0117	30.0003	30.0232	40.0003	40.0188	0.00765013	0.00766142	0.0234638	4.34971	20.4356	2999.88	0.157496	0.54494	0.00312557	4799.97	0.00154067	0.000154067	0.000154067	0.000154068	0.000153949	0.00015383	0.000153712	0.000153593	0.0266615	9.77732e-08	9.72602e-08	9.67473e-08	9.61605e-08	9.55748e-08	9.49928e-08	9.99452e-08	8.48927e-06	2.11622e-05	2.10405e-05	2.09204e-05	2.27453e-05	0.00190895	0.000517253	8.92219e-09	1.02602e-13	8.84928e-19	6.10601e-24	-3.25832e-07	-5.32569e-11	-5.80334e-15	-4.74294e-19	-3.10109e-23	-7.46223e-07	-2.8144e-10	-7.07197e-14	-1.33253e-17	-2.00877e-21	9.98137e-11	4.54348e-19	1.27848e-27	2.61945e-36	4.23056e-45	1	1	2.38955e-28	-1.18289e-26	-6.17236e-35	-1.6737e-29	-2.51419e-30	-1.82052e-30	-2.01233e-30	-5.23544e-31	-1.76719e-24	-5.80559e-31	1.59163e-07
24	6000.15	80.1509	1435.26	110.247	26.3214	296.899	2.45439	160.009	1505.65	10	789.753	973.679	0.245444	0.24545	0.245455	0.245271	0.245087	0.244903	0.24472	300.939	0.0434639	0.895459	1.77246	9.76211	346.946	100	100	100	100	100	100	100	99.9901	7.59007e-08	7.28701e-15	4.66513e-22	2.24014e-29	8.6059e-37	-4.21141e-25	4.86373e-08	10000	1000	1000	5782.93	7.94045	9.11351e-08	1200	0.01355	199.431	0.000327034	501.986	814.214	2.50181	157.398	0.207366	0.0207678	0.0207992	0.0208309	0.0208468	0.0208629	0.0208792	0.0208957	22.1792	20.0003	20.0123	25.0003	25.0123	30.0003	30.0242	40.0003	40.0199	0.00775692	0.00777083	0.0241536	4.32354	20.4629	2999.88	0.163569	0.568315	0.00312558	4799.97	0.00154059	0.000154059	0.00015406	0.00015406	0.000153941	0.000153823	0.000153704	0.000153586	0.0279505	1.02703e-07	1.0219e-07	1.01678e-07	1.01087e-07	1.00497e-07	9.99122e-08	1.05742e-07	9.36224e-06	2.21766e-05	2.20548e-05	2.19349e-05	2.40625e-05	0.00210083	0.000539739	9.71482e-09	1.16574e-13	1.04914e-18	7.5538e-24	-3.41403e-07	-5.84694e-11	-6.6759e-15	-5.71687e-19	-3.91654e-23	-8.11655e-07	-3.33116e-10	-9.10836e-14	-1.86747e-17	-3.06329e-21	1.01727e-10	4.79733e-19	1.39613e-27	2.95621e-36	4.93226e-45	1	1	3.05475e-28	-1.56534e-26	-1.11467e-34	-2.89351e-29	-4.34631e-30	-3.14686e-30	-3.47846e-30	-9.04985e-31	-2.93253e-24	-1.00351e-30	1.66142e-07
25	6000.16	80.1656	1434.9	109.952	26.2718	296.793	2.4538	160.009	1505.84	10	790.048	973.728	0.245385	0.24539	0.245395	0.245211	0.245027	0.244843	0.244659	301.046	0.0451508	0.891487	1.7638	9.75285	346.844	100	100	100	100	100	100	100	99.9897	7.90727e-08	7.90807e-15	5.27393e-22	2.63814e-29	1.05577e-36	-6.83807e-25	5.27771e-08	10000	1000	1000	5783.12	7.86491	9.85142e-08	1200	0.0141009	199.408	0.000354588	501.789	814.181	2.469	157.37	0.204426	0.0204713	0.0205003	0.0205296	0.0205431	0.0205569	0.0205709	0.0205851	22.2089	20.0003	20.0128	25.0003	25.0128	30.0003	30.0252	40.0003	40.021	0.00786066	0.00787724	0.0248321	4.29755	20.4902	2999.87	0.169582	0.591665	0.00312559	4799.97	0.00154051	0.000154052	0.000154052	0.000154052	0.000153933	0.000153815	0.000153696	0.000153578	0.0292297	1.07633e-07	1.0712e-07	1.06608e-07	1.06013e-07	1.0542e-07	1.04832e-07	1.11628e-07	1.02762e-05	2.31843e-05	2.30624e-05	2.29429e-05	2.5402e-05	0.00230106	0.000562225	1.05412e-08	1.3176e-13	1.23522e-18	9.26407e-24	-3.56974e-07	-6.3925e-11	-7.63181e-15	-6.83361e-19	-4.89518e-23	-8.79762e-07	-3.9155e-10	-1.16096e-13	-2.58114e-17	-4.59123e-21	1.03572e-10	5.0524e-19	1.5185e-27	3.31822e-36	5.71124e-45	1	1	3.85368e-28	-2.04573e-26	-1.96499e-34	-4.89347e-29	-7.34999e-30	-5.32113e-30	-5.88193e-30	-1.53029e-30	-4.76639e-24	-1.69684e-30	1.73129e-07
26	6000.17	80.1806	1434.6	109.686	26.2263	296.689	2.45325	160.009	1506.02	10	790.314	973.774	0.24533	0.245335	0.24534	0.245155	0.24497	0.244786	0.244601	301.151	0.0468253	0.887541	1.75519	9.74363	346.743	100	100	100	100	100	100	100	99.9893	8.22459e-08	8.55468e-15	5.93365e-22	3.08705e-29	1.28492e-36	-1.08959e-24	5.70862e-08	10000	1000	1000	5783.31	7.79012	1.06151e-07	1200	0.0146506	199.385	0.000383234	501.597	814.149	2.4387	157.345	0.201714	0.0201978	0.0202246	0.0202515	0.020263	0.0202747	0.0202865	0.0202986	22.2354	20.0003	20.0133	25.0003	25.0133	30.0003	30.0262	40.0003	40.0222	0.00796153	0.00798085	0.0254997	4.27173	20.5175	2999.87	0.175536	0.614988	0.00312559	4799.97	0.00154044	0.000154044	0.000154044	0.000154045	0.000153926	0.000153807	0.000153689	0.00015357	0.0304993	1.12563e-07	1.1205e-07	1.11537e-07	1.10939e-07	1.10342e-07	1.09751e-07	1.17606e-07	1.12309e-05	2.41854e-05	2.40634e-05	2.39442e-05	2.6765e-05	0.00250952	0.00058471	1.14012e-08	1.48211e-13	1.44502e-18	1.1271e-23	-3.72545e-07	-6.96239e-11	-8.67485e-15	-8.10648e-19	-6.06036e-23	-9.50535e-07	-4.57297e-10	-1.46563e-13	-3.52223e-17	-6.77252e-21	1.05354e-10	5.30868e-19	1.64559e-27	3.70625e-36	6.57234e-45	1	1	4.79791e-28	-2.64319e-26	-3.3882e-34	-8.10987e-29	-1.21804e-29	-8.81736e-30	-9.74676e-30	-2.53579e-30	-7.60085e-24	-2.8117e-30	1.80123e-07
27	6000.17	80.1961	1434.33	109.444	26.1844	296.587	2.45274	160.01	1506.21	10	790.556	973.816	0.245278	0.245283	0.245287	0.245102	0.244917	0.244732	0.244548	301.255	0.0484876	0.88362	1.74664	9.73446	346.645	100	100	100	100	100	100	100	99.989	8.54203e-08	9.22685e-15	6.64637e-22	3.59105e-29	1.55228e-36	-1.70589e-24	6.15645e-08	10000	1000	1000	5783.49	7.71607	1.14041e-07	1200	0.0151993	199.361	0.000412971	501.41	814.116	2.41072	157.322	0.19921	0.0199455	0.0199701	0.0199949	0.0200045	0.0200142	0.0200241	0.0200342	22.2591	20.0003	20.0138	25.0003	25.0138	30.0003	30.0272	40.0003	40.0233	0.00805974	0.00808184	0.0261566	4.24609	20.5449	2999.86	0.181432	0.638285	0.00312559	4799.97	0.00154037	0.000154037	0.000154037	0.000154037	0.000153919	0.0001538	0.000153681	0.000153563	0.0317593	1.17493e-07	1.1698e-07	1.16467e-07	1.15865e-07	1.15264e-07	1.1467e-07	1.23681e-07	1.22259e-05	2.518e-05	2.50579e-05	2.49391e-05	2.81528e-05	0.00272608	0.000607195	1.2295e-08	1.65976e-13	1.68047e-18	1.36116e-23	-3.88115e-07	-7.55661e-11	-9.80883e-15	-9.54938e-19	-7.43754e-23	-1.02396e-06	-5.30931e-10	-1.83391e-13	-4.74991e-17	-9.84349e-21	1.0708e-10	5.56617e-19	1.7774e-27	4.12105e-36	7.52052e-45	1	1	5.89422e-28	-3.37949e-26	-5.72182e-34	-1.31873e-28	-1.98052e-29	-1.43357e-29	-1.5847e-29	-4.12287e-30	-1.19075e-23	-4.57131e-30	1.87125e-07
28	6000.18	80.2119	1434.11	109.224	26.1459	296.486	2.45226	160.01	1506.39	10	790.776	973.854	0.24523	0.245234	0.245238	0.245053	0.244867	0.244682	0.244497	301.357	0.0501378	0.879725	1.73814	9.72534	346.548	100	100	100	100	100	100	100	99.9886	8.85958e-08	9.92462e-15	7.41416e-22	4.1545e-29	1.86247e-36	-2.6272e-24	6.6212e-08	10000	1000	1000	5783.67	7.64276	1.22183e-07	1200	0.0157469	199.338	0.000443795	501.228	814.083	2.38487	157.302	0.1969	0.0197125	0.0197352	0.0197581	0.0197659	0.0197738	0.0197819	0.0197902	22.2801	20.0003	20.0143	25.0003	25.0143	30.0003	30.0282	40.0003	40.0245	0.00815544	0.00818038	0.0268031	4.22063	20.5723	2999.86	0.18727	0.661556	0.00312559	4799.96	0.0015403	0.00015403	0.000154031	0.000154031	0.000153912	0.000153793	0.000153674	0.000153556	0.0330098	1.22422e-07	1.21909e-07	1.21396e-07	1.2079e-07	1.20186e-07	1.19589e-07	1.29856e-07	1.32611e-05	2.6168e-05	2.60459e-05	2.59275e-05	2.95664e-05	0.00295062	0.00062968	1.32225e-08	1.85108e-13	1.94358e-18	1.63258e-23	-4.03685e-07	-8.17513e-11	-1.10375e-14	-1.11768e-18	-9.05441e-23	-1.10004e-06	-6.13045e-10	-2.27589e-13	-6.3355e-17	-1.41114e-20	1.08755e-10	5.82488e-19	1.91393e-27	4.56341e-36	8.56091e-45	1	1	7.14146e-28	-4.27929e-26	-9.47569e-34	-2.10649e-28	-3.16347e-29	-2.28963e-29	-2.53105e-29	-6.58494e-30	-1.83475e-23	-7.30095e-30	1.94136e-07
