Time	[Protofibril]	[Fibril]	[Lewy_body]	[Dopamine]	[OH-]	[OH_radical]	[H2O2]	[DA_quinone]	[Ubiquitin]	[E1]	[Ub-E1]	[UbcH8]	[UbcH8-Ub]	[Parkin]	[Parkin-sub]	[Parkin-synphilin-1]	[Parkin-synphilin-1-ub]	[Parkin-sub-ub4]	[Fragments]	[UCH-L1]	[L-Dopa]	[DOPAL]	[DOPAC]	[GSH]	[GSSG]	[Fe2+]	[Fe3+]	[UbcH8ub2]	[UbcH8ub3]	[UbcH8ub4]	[UbcH13/Uev1a]	[UbcH13/Uev1a-ub]	[asyn-UCH-L1]	[asyn-ub]	[Protofibril-UCH-L1]	[Protofibril-Ub]	[UCH-L1-asyn-ub4]	[Hsc70-asyn]	[Hsc70-Protofibril]	[Hsc70-fibril]	[Hsc70]	[DA-S-parkin]	[O2-]	[DA-GSH]	[Neuromelanin]	[Neuromelanin-ntox-Fe3+]	[Alpha_synuclein]	[ATP]	[Synphilin-1]	[Substrate]	[TH]	[L-Tyr]	[CO2]	[Neurotoxins]	[Bioamines]	[VMAT2]	[O2]	[MAO]	[NH3]	[ALDH]	[NAD+]	[NADH]	[Catalase]	[H2O]	[Gluta_per]	[Gluta_red]	[DDC]	[Preautophagosome_membrane]	[SOD]	[Cysteine]	[V-DA]	[V-ntox-ba]	[Vesicle]	[Autophagosome]	[Proteasome]	[Lysosome]
72	0.0706975	0.00752238	0.00372408	1.0786	1.08985	0.609852	0.13652	2.93611	0.15515	0.17037	0.37963	0.21833	0.138583	0.271721	0.0111344	0.453881	3.33273	0.000272018	2.53391	0.70888	0.133185	1.54177	6.13602	1.56724	0.107888	0.803772	0.00965941	0.149331	0.175052	0.918704	0.223838	0.326162	0.00518728	0.0840755	0.0107695	0.0304001	0.000163685	0.0721538	0.0228382	0.002282	0.540726	0.415558	0.513277	1.52488	2.07492	1.89101	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	42.5679	0.300792	1	0.112893	1.5	2.5
73	0.0706999	0.00751726	0.00371376	1.0786	1.10087	0.620865	0.137528	2.96524	0.147951	0.175	0.375	0.218529	0.138304	0.268129	0.0107394	0.446544	3.33991	0.000262992	2.55606	0.709185	0.133185	1.54247	6.23239	1.54501	0.107158	0.803724	0.0096454	0.14841	0.173476	0.92128	0.223017	0.326983	0.00501131	0.0841419	0.0106448	0.0305728	0.000158434	0.0721497	0.0228454	0.0022738	0.540731	0.419541	0.513339	1.54783	2.09486	1.9115	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	42.9994	0.300803	1	0.112879	1.5	2.5
74	0.070702	0.00751229	0.00370419	1.07859	1.11196	0.631959	0.138547	2.99435	0.141207	0.179657	0.370343	0.218763	0.138044	0.264537	0.0103594	0.439307	3.34698	0.000254257	2.57819	0.70948	0.133185	1.54313	6.3288	1.52289	0.106421	0.803594	0.00963156	0.14752	0.171942	0.923731	0.222224	0.327776	0.00484524	0.0842057	0.0105217	0.0307438	0.000153455	0.072146	0.0228521	0.0022661	0.540736	0.423509	0.513396	1.57069	2.11475	1.93216	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	43.4308	0.300814	1	0.112866	1.5	2.5
75	0.0707039	0.00750744	0.00369534	1.07858	1.12313	0.643132	0.139577	3.02344	0.134901	0.184327	0.365673	0.219032	0.137802	0.260945	0.0099939	0.432171	3.35396	0.000245808	2.6003	0.709762	0.133185	1.54375	6.42525	1.50089	0.105678	0.803383	0.00961785	0.146661	0.170447	0.926058	0.22146	0.32854	0.00468856	0.0842671	0.0104002	0.0309133	0.000148734	0.0721425	0.0228584	0.00225885	0.54074	0.427461	0.513449	1.59343	2.13462	1.95301	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	43.8623	0.300825	1	0.112854	1.5	2.5
76	0.0707056	0.00750271	0.00368716	1.07858	1.13439	0.654385	0.140616	3.05252	0.129014	0.188998	0.361002	0.219335	0.137577	0.257355	0.00964246	0.425134	3.36083	0.000237637	2.62238	0.710035	0.133185	1.54434	6.52174	1.47901	0.104928	0.803091	0.00960426	0.145831	0.168992	0.928265	0.220722	0.329278	0.00454076	0.0843261	0.0102804	0.0310812	0.000144261	0.0721394	0.0228643	0.00225203	0.540744	0.431398	0.513497	1.61606	2.15444	1.97404	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	44.2937	0.300836	1	0.112843	1.5	2.5
77	0.0707071	0.00749809	0.00367962	1.07857	1.14572	0.665718	0.141667	3.08158	0.123528	0.193658	0.356342	0.219673	0.13737	0.253769	0.00930454	0.418197	3.3676	0.000229738	2.64444	0.710296	0.133185	1.54488	6.61827	1.45725	0.104172	0.802719	0.00959074	0.145029	0.167575	0.930353	0.22001	0.32999	0.00440139	0.0843829	0.0101621	0.0312474	0.000140025	0.0721365	0.0228698	0.0022456	0.540748	0.435317	0.513541	1.63858	2.17424	1.99525	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	44.7251	0.300847	1	0.112833	1.5	2.5
78	0.0707085	0.00749358	0.00367269	1.07857	1.15713	0.677129	0.142728	3.11065	0.118423	0.198292	0.351708	0.220045	0.13718	0.250188	0.00897966	0.411359	3.37428	0.000222104	2.66648	0.710548	0.133185	1.5454	6.71483	1.43562	0.103409	0.802266	0.00957728	0.144255	0.166195	0.932325	0.219322	0.330678	0.00427001	0.0844376	0.0100455	0.0314121	0.000136014	0.0721339	0.0228749	0.00223955	0.540752	0.439218	0.513581	1.66097	2.194	2.01664	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	45.1566	0.300858	1	0.112824	1.5	2.5
79	0.0707097	0.00748917	0.00366634	1.07857	1.16862	0.688619	0.143799	3.13972	0.11368	0.20289	0.34711	0.220452	0.137008	0.246614	0.00866734	0.404619	3.38085	0.000214728	2.68849	0.710791	0.133185	1.54588	6.81142	1.41413	0.10264	0.801733	0.00956385	0.143506	0.16485	0.934184	0.218658	0.331342	0.00414617	0.0844904	0.00993044	0.0315752	0.000132218	0.0721315	0.0228797	0.00223384	0.540755	0.443099	0.513618	1.68323	2.21372	2.0382	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	45.588	0.300869	1	0.112815	1.5	2.5
80	0.0707108	0.00748486	0.00366053	1.07856	1.18019	0.700186	0.14488	3.16879	0.109279	0.20744	0.34256	0.220892	0.136851	0.243048	0.00836711	0.397977	3.38733	0.000207605	2.71049	0.711025	0.133185	1.54633	6.90803	1.39277	0.101865	0.801121	0.00955041	0.142783	0.163541	0.935933	0.218015	0.331985	0.00402948	0.0845413	0.00981697	0.0317367	0.000128626	0.0721292	0.0228843	0.00222845	0.540758	0.44696	0.513652	1.70537	2.23342	2.05994	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	46.0194	0.30088	1	0.112806	1.5	2.5
81	0.0707118	0.00748064	0.00365523	1.07856	1.19183	0.711832	0.145971	3.19788	0.105199	0.211929	0.338071	0.221364	0.136712	0.239491	0.00807852	0.391431	3.39371	0.000200726	2.73246	0.71125	0.133185	1.54676	7.00468	1.37155	0.101083	0.80043	0.00953695	0.142084	0.162265	0.937575	0.217393	0.332607	0.00391955	0.0845904	0.00970508	0.0318966	0.00012523	0.0721272	0.0228885	0.00222336	0.540761	0.4508	0.513683	1.72737	2.25308	2.08186	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	46.4508	0.300891	1	0.112799	1.5	2.5
82	0.0707127	0.0074765	0.00365041	1.07855	1.20355	0.723554	0.147072	3.22699	0.10142	0.216348	0.333652	0.221869	0.136588	0.235945	0.00780114	0.384981	3.39999	0.000194086	2.75442	0.711467	0.133185	1.54715	7.10135	1.35048	0.100296	0.799661	0.00952344	0.141409	0.161022	0.939112	0.216788	0.333212	0.00381601	0.0846378	0.00959476	0.0320549	0.000122018	0.0721254	0.0228924	0.00221856	0.540764	0.454619	0.513712	1.74923	2.27271	2.10396	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	46.8823	0.300902	1	0.112792	1.5	2.5
83	0.0707135	0.00747245	0.00364606	1.07855	1.21535	0.735353	0.148184	3.25611	0.0979241	0.220687	0.329313	0.222405	0.13648	0.232411	0.00753453	0.378627	3.40618	0.000187676	2.77636	0.711677	0.133185	1.54753	7.19805	1.32955	0.0995036	0.798814	0.00950985	0.140756	0.15981	0.940548	0.216201	0.333799	0.0037185	0.0846837	0.00948599	0.0322118	0.000118983	0.0721237	0.0228961	0.00221401	0.540766	0.458414	0.513738	1.77094	2.29231	2.12624	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	47.3137	0.300913	1	0.112785	1.5	2.5
84	0.0707142	0.00746848	0.00364214	1.07855	1.22723	0.747228	0.149305	3.28526	0.0946906	0.224938	0.325062	0.222971	0.136388	0.22889	0.00727827	0.372366	3.41228	0.000181492	2.79828	0.711878	0.133185	1.54788	7.29477	1.30878	0.0987051	0.797889	0.00949617	0.140125	0.158629	0.941886	0.215628	0.334372	0.0036267	0.0847281	0.00937876	0.032367	0.000116114	0.0721221	0.0228996	0.00220972	0.540769	0.462186	0.513763	1.79252	2.31188	2.14868	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	47.7451	0.300924	1	0.112779	1.5	2.5
85	0.0707148	0.00746458	0.00363862	1.07855	1.23918	0.759179	0.150436	3.31444	0.0917016	0.229092	0.320908	0.223566	0.136311	0.225383	0.00703197	0.366198	3.41828	0.000175525	2.82018	0.712073	0.133185	1.54821	7.39151	1.28816	0.097901	0.796887	0.00948235	0.139516	0.157478	0.94313	0.215067	0.334933	0.00354029	0.0847711	0.00927306	0.0325208	0.000113405	0.0721207	0.0229028	0.00220565	0.540771	0.465933	0.513785	1.81394	2.33142	2.17131	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	48.1765	0.300935	1	0.112773	1.5	2.5
86	0.0707154	0.00746076	0.00363549	1.07854	1.2512	0.771204	0.151576	3.34365	0.0889392	0.233142	0.316858	0.224189	0.136248	0.221892	0.00679524	0.360123	3.42418	0.000169769	2.84207	0.712261	0.133185	1.54852	7.48826	1.2677	0.0970915	0.795809	0.00946839	0.138926	0.156355	0.944282	0.214518	0.335482	0.00345896	0.0848128	0.00916888	0.032673	0.000110846	0.0721194	0.0229058	0.00220179	0.540773	0.469656	0.513805	1.83521	2.35093	2.19411	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	48.6079	0.300946	1	0.112767	1.5	2.5
87	0.0707159	0.00745701	0.00363272	1.07854	1.2633	0.783304	0.152726	3.3729	0.0863864	0.237084	0.312916	0.224838	0.136201	0.218418	0.0065677	0.354139	3.43	0.000164218	2.86394	0.712443	0.133185	1.54881	7.58504	1.2474	0.0962768	0.794656	0.00945426	0.138356	0.155259	0.945345	0.213977	0.336023	0.00338244	0.0848533	0.00906619	0.0328238	0.00010843	0.0721183	0.0229086	0.00219814	0.540775	0.473353	0.513824	1.85633	2.37042	2.21708	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	49.0393	0.300957	1	0.112762	1.5	2.5
88	0.0707163	0.00745333	0.0036303	1.07854	1.27548	0.795477	0.153886	3.40218	0.0840272	0.240913	0.309087	0.225513	0.136167	0.214961	0.00634898	0.348244	3.43573	0.000158864	2.8858	0.712618	0.133185	1.54908	7.68184	1.22726	0.0954569	0.793428	0.00943993	0.137805	0.15419	0.946324	0.213444	0.336556	0.00331044	0.0848925	0.00896499	0.032973	0.00010615	0.0721172	0.0229112	0.00219467	0.540777	0.477023	0.513841	1.87728	2.38988	2.24022	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	49.4708	0.300968	1	0.112757	1.5	2.5
89	0.0707167	0.00744971	0.00362819	1.07854	1.28772	0.807723	0.155054	3.43151	0.0818464	0.244624	0.305376	0.226212	0.136147	0.211522	0.00613874	0.342439	3.44136	0.000153703	2.90764	0.712788	0.133185	1.54934	7.77865	1.20729	0.0946319	0.792125	0.00942538	0.137273	0.153147	0.94722	0.212916	0.337084	0.00324271	0.0849307	0.00886525	0.0331208	0.000103997	0.0721162	0.0229137	0.00219138	0.540779	0.480666	0.513857	1.89808	2.40932	2.26354	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	49.9022	0.300979	1	0.112753	1.5	2.5
90	0.070717	0.00744616	0.00362639	1.07854	1.30004	0.820041	0.156232	3.46089	0.0798298	0.248215	0.301785	0.226934	0.136141	0.208104	0.00593662	0.336722	3.44691	0.000148726	2.92947	0.712952	0.133185	1.54958	7.87548	1.18749	0.0938021	0.790748	0.0094106	0.136758	0.152129	0.948038	0.212391	0.337609	0.00317901	0.0849679	0.00876696	0.0332672	0.000101966	0.0721153	0.022916	0.00218826	0.54078	0.484281	0.513871	1.91871	2.42873	2.28702	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	50.3336	0.30099	1	0.112748	1.5	2.5
91	0.0707173	0.00744268	0.00362488	1.07853	1.31243	0.832431	0.157419	3.49031	0.077964	0.251684	0.298316	0.227676	0.136149	0.204706	0.0057423	0.331092	3.45237	0.000143928	2.95129	0.713111	0.133185	1.5498	7.97232	1.16786	0.0929675	0.789299	0.00939555	0.13626	0.151135	0.94878	0.211867	0.338133	0.00311911	0.0850041	0.0086701	0.0334121	0.00010005	0.0721145	0.0229181	0.00218528	0.540782	0.487868	0.513885	1.93918	2.44811	2.31068	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	50.765	0.301001	1	0.112745	1.5	2.5
92	0.0707175	0.00743925	0.00362363	1.07853	1.32489	0.844891	0.158614	3.51979	0.0762368	0.255031	0.294969	0.228439	0.136169	0.201329	0.00555546	0.325547	3.45775	0.000139303	2.9731	0.713264	0.133185	1.55002	8.06918	1.1484	0.0921282	0.787778	0.00938022	0.135779	0.150163	0.94945	0.211343	0.338657	0.00306278	0.0850394	0.00857465	0.0335556	9.82425e-05	0.0721138	0.0229201	0.00218245	0.540784	0.491426	0.513897	1.95947	2.46748	2.3345	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	51.1964	0.301012	1	0.112741	1.5	2.5
93	0.0707177	0.00743588	0.00362263	1.07853	1.33742	0.857421	0.159819	3.54931	0.0746367	0.258255	0.291745	0.22922	0.136201	0.197975	0.0053758	0.320087	3.46304	0.000134845	2.99489	0.713413	0.133185	1.55022	8.16605	1.12912	0.0912845	0.786185	0.00936459	0.135315	0.149215	0.95005	0.210818	0.339182	0.00300983	0.0850738	0.00848059	0.0336978	9.65377e-05	0.0721131	0.022922	0.00217975	0.540785	0.494954	0.513908	1.9796	2.48682	2.3585	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	51.6278	0.301023	1	0.112737	1.5	2.5
94	0.0707179	0.00743257	0.00362187	1.07853	1.35002	0.87002	0.161032	3.5789	0.0731532	0.261356	0.288644	0.230018	0.136246	0.194644	0.00520301	0.31471	3.46824	0.000130548	3.01667	0.713557	0.133185	1.5504	8.26293	1.11002	0.0904365	0.784521	0.00934863	0.134866	0.148288	0.950583	0.210288	0.339712	0.00296005	0.0851075	0.0083879	0.0338385	9.49298e-05	0.0721125	0.0229237	0.00217718	0.540787	0.498452	0.513918	1.99955	2.50615	2.38266	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	52.0592	0.301034	1	0.112734	1.5	2.5
95	0.070718	0.00742932	0.00362133	1.07853	1.36269	0.882687	0.162253	3.60854	0.0717765	0.264335	0.285665	0.230832	0.136303	0.191337	0.00503683	0.309415	3.47337	0.000126405	3.03844	0.713697	0.133185	1.55058	8.35982	1.09109	0.0895843	0.782788	0.00933233	0.134432	0.147382	0.951052	0.209754	0.340246	0.00291325	0.0851403	0.00829656	0.0339779	9.34137e-05	0.072112	0.0229253	0.00217473	0.540788	0.50192	0.513928	2.01932	2.52545	2.40699	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	52.4907	0.301045	1	0.112731	1.5	2.5
96	0.0707181	0.00742612	0.003621	1.07853	1.37542	0.895422	0.163482	3.63825	0.0704978	0.267195	0.282805	0.23166	0.136371	0.188055	0.00487697	0.304201	3.47841	0.000122413	3.0602	0.713832	0.133185	1.55074	8.45672	1.07235	0.088728	0.780986	0.00931568	0.134013	0.146496	0.95146	0.209213	0.340787	0.00286928	0.0851725	0.00820655	0.034116	9.1984e-05	0.0721115	0.0229268	0.00217238	0.540789	0.505356	0.513936	2.03892	2.54474	2.43148	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	52.9221	0.301056	1	0.112728	1.5	2.5
97	0.0707182	0.00742298	0.00362086	1.07853	1.38822	0.908222	0.16472	3.66802	0.0693089	0.269937	0.280063	0.232501	0.136451	0.184798	0.00472316	0.299066	3.48337	0.000118564	3.08196	0.713964	0.133185	1.5509	8.55364	1.0538	0.0878679	0.779116	0.00929864	0.133608	0.14563	0.95181	0.208665	0.341335	0.00282795	0.0852041	0.00811785	0.0342528	9.06359e-05	0.072111	0.0229282	0.00217014	0.540791	0.508762	0.513944	2.05834	2.56402	2.45614	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	53.3535	0.301067	1	0.112726	1.5	2.5
98	0.0707182	0.00741989	0.00362091	1.07853	1.40109	0.921088	0.165965	3.69785	0.0682023	0.272563	0.277437	0.233353	0.136542	0.181567	0.00457517	0.29401	3.48826	0.000114854	3.1037	0.714091	0.133185	1.55104	8.65056	1.03542	0.087004	0.777179	0.00928121	0.133218	0.144782	0.952104	0.208107	0.341893	0.00278912	0.085235	0.00803043	0.0343883	8.93647e-05	0.0721106	0.0229295	0.002168	0.540792	0.512135	0.513952	2.07757	2.58327	2.48096	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	53.7849	0.301078	1	0.112723	1.5	2.5
99	0.0707183	0.00741686	0.00362112	1.07853	1.41402	0.934019	0.167218	3.72775	0.0671712	0.275077	0.274923	0.234217	0.136644	0.178364	0.00443273	0.289032	3.49306	0.000111278	3.12543	0.714215	0.133185	1.55118	8.74749	1.01724	0.0861366	0.775176	0.00926336	0.132842	0.143954	0.952344	0.207539	0.342461	0.00275263	0.0852654	0.00794428	0.0345225	8.81662e-05	0.0721103	0.0229307	0.00216595	0.540793	0.515476	0.513958	2.09662	2.60252	2.50595	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	54.2163	0.301089	1	0.112721	1.5	2.5
100	0.0707183	0.00741387	0.0036215	1.07853	1.42701	0.947013	0.168478	3.75772	0.0662094	0.277481	0.272519	0.235089	0.136756	0.175187	0.00429563	0.28413	3.49779	0.00010783	3.14715	0.714335	0.133185	1.55131	8.84443	0.999242	0.0852658	0.773108	0.00924508	0.132478	0.143143	0.952534	0.20696	0.34304	0.00271835	0.0852952	0.00785938	0.0346554	8.7036e-05	0.07211	0.0229319	0.00216399	0.540794	0.518784	0.513965	2.11549	2.62175	2.5311	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	54.6477	0.3011	1	0.112718	1.5	2.5
